Input,Target,Prediction
bolt lock lord to house servant of door use the,servant use door bolt to lock the house of lord,servant use door bolt to lock the house of lord
peace life do heart (no/not) / people satisfy house drink / speak negation offering god eat /,negation (no/not) do eat / drink / speak offering life peace / satisfy heart people house god,negation (no/not) do eat / drink / speak offering life peace / satisfy heart people house god
ka spirit above hill the desert of stay master great,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
brick basket behind handle emerge from and cobra snake with,cobra and snake emerge from basket with handle behind brick,cobra and snake emerge from basket with handle behind brick
mighty god stay bird head with of of the authority,mighty authority of god stay with the head of bird,mighty authority of god stay with the head of bird
bolt spirit can gate stay door the no behind negation,negation no spirit can stay behind the door bolt gate,negation no spirit can stay behind the door bolt gate
mountain fly the ba great soul above the father of,soul ba of the father fly above the great mountain,soul ba of the father fly above the great mountain
lotus above quail the and plant swallow chick beautiful fly,quail chick and swallow fly above the beautiful lotus plant,quail chick and swallow fly above the beautiful lotus plant
and clump the swallow bird fly papyrus chick above quail,swallow bird and quail chick fly above the papyrus clump,swallow bird and quail chick fly above the papyrus clump
every mouth hear lord of town people from of truth,lord of every town hear truth from mouth of people,lord of every town hear truth from mouth of people
with cobra emerge from basket mighty handle and the snake,mighty cobra and snake emerge from the basket with handle,mighty cobra and snake emerge from the basket with handle
birth near clump mother the great youth papyrus to gives,mother gives birth to youth near the great papyrus clump,mother gives birth to youth near the great papyrus clump
stone force big power chisel do cut hand great strength / cross / authority,cross cut stone chisel do hand strength / force power great / big authority,cross cut stone chisel do hand strength / force power great / big authority
above lord mighty authority the stone stay city of wall,mighty authority of lord stay above the city stone wall,mighty authority of lord stay above the city stone wall
stay and side the offering animal belly altar on rib,animal belly and side rib stay on the offering altar,animal belly and side rib stay on the offering altar
with the old of plows field great man backbone strength,old man with backbone of strength plows the great field,old man with backbone of strength plows the great field
all give to servant of bread lord of the loaf,lord of all give loaf of bread to the servant,lord of all give loaf of bread to the servant
for king of opens horizon of great soul gate ba,gate of horizon opens for soul ba of great king,gate of horizon opens for soul ba of great king
great of master venerated youth city ba hear soul in,venerated master hear soul ba of youth in great city,venerated master hear soul ba of youth in great city
fly swallow ba bird soul king horizon of to like,soul ba of king fly like swallow bird to horizon,soul ba of king fly like swallow bird to horizon
above hill master ka the of stay spirit desert great,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
the servant the rope of hand vessel hold of tethering,hand of servant hold the tethering rope of the vessel,hand of the servant hold the tethering rope of vessel
water grow near temple of beautiful lotus plant in gate,beautiful lotus plant grow in water near gate of temple,beautiful lotus plant grow in water near gate of temple
writing do papyrus scribe grain of scroll town of on,scribe of town do writing of grain on papyrus scroll,scribe of town do writing of grain on papyrus scroll
forever can spirit no behind gate the negation stay ka,negation no spirit ka can stay behind the gate forever,negation no spirit ka can stay behind the gate forever
/ sweet (great) peace swallow content star (atisfied) thousand life beautiful soul / sky heart (ba) good,swallow (great) sky star thousand beautiful / good life sweet heart peace / content (atisfied) soul (ba),swallow (great) sky star thousand beautiful / good life sweet heart peace / content (atisfied) soul (ba)
content of to peace give lord town every the people,lord of every town give peace content to the people,lord of every town give peace content to the people
lord the the authority riverbank of road mighty above stay,mighty authority of the lord stay above the riverbank road,mighty authority of the lord stay above the riverbank road
reed youth placenta in place of shelter mother the the,mother place placenta of the youth in the reed shelter,mother place placenta of the youth in the reed shelter
soul bird the the hear venerated of voice father ba,venerated father hear the voice of the soul ba bird,venerated father hear the voice of the soul ba bird
three with in fox basket the handle skins the stay,three fox skins stay in the basket with the handle,three fox skins stay in the basket with the handle
skins throne on king three wear fox great seat the,great king wear three fox skins on the seat throne,great king wear three fox skins on the seat throne
authority scribe writes papyrus knowledge scroll book power,scribe writes book papyrus scroll knowledge power authority,scribe writes book papyrus scroll knowledge power authority
drink (truth/maat) heart speak authority feather truth peace mouth eat / /,mouth eat / drink / speak truth feather (truth/maat) heart peace authority,mouth eat / drink / speak truth feather (truth/maat) heart peace authority
papyrus to and the chick swallow quail lake fly clump,quail chick and swallow fly to the papyrus clump lake,quail chick and swallow fly to the papyrus clump lake
the handle three with basket stay fox skins the in,three fox skins stay in the basket with the handle,three fox skins stay in the basket with the handle
brick horned cobra viper and stay in desert behind mighty,mighty cobra and horned viper stay behind brick in desert,mighty cobra and horned viper stay behind brick in desert
above and bird quail swallow clump the fly chick papyrus,swallow bird and quail chick fly above the papyrus clump,swallow bird and quail chick fly above the papyrus clump
play board with man sedge the old senet king master,sedge king play senet board with the old man master,sedge king play senet board with the old man master
of authority stay the life power with lord mighty of,mighty power of authority stay with the lord of life,mighty power of authority stay with the lord of life
ka temple spirit in stay the of the great god,spirit ka of the god stay in the great temple,spirit ka of the god stay in the great temple
stay above the mighty and lord of town authority city,mighty authority of lord stay above the city and town,mighty authority of lord stay above the city and town
grain hold people with for handle basket and every loaf,basket with handle hold grain and loaf for every people,basket with handle hold grain and loaf for every people
chick clump hide papyrus in the river near quail the,quail chick hide in the papyrus clump near the river,quail chick hide in the papyrus clump near the river
to strength give milk jar sweet youth the the from,sweet milk from the jar give strength to the youth,sweet milk from the jar give strength to the youth
to life throne on man seated the give ankh king,king on throne give life ankh to the seated man,king on throne give life ankh to the seated man
of horned viper side the hide in animal belly rib,horned viper hide in the side rib of animal belly,horned viper hide in the side rib of animal belly
fly water papyrus the quail swallow chick above and clump,quail chick and swallow fly above the papyrus clump water,quail chick and swallow fly above the papyrus clump water
the mother youth door reed shelter see through of placenta,mother see placenta of youth through the reed shelter door,mother see placenta of youth through the reed shelter door
heart face life (truth/maat) sees peace upon / beauty feather truth eye,eye sees face / upon beauty truth feather (truth/maat) heart peace life,eye sees face / upon beauty truth feather (truth/maat) heart peace life
to swallow bird fly and the chick papyrus clump quail,quail chick and swallow bird fly to the papyrus clump,swallow bird and quail chick fly to the papyrus clump
reed to scroll use writing leaf on scribe do papyrus,scribe use reed leaf to do writing on papyrus scroll,scribe use reed leaf to do writing on papyrus scroll
content big authority board peace seated life great people senet / / power heart (satisfied) man sweet,senet board seated man people life peace / content (satisfied) sweet heart great / big power authority,senet board seated man people life peace / content (satisfied) sweet heart great / big power authority
the clump swallow quail great papyrus and chick to fly,quail chick and swallow fly to the great papyrus clump,quail chick and swallow fly to the great papyrus clump
truth feather temple in father from maat of hears venerated,venerated father hears truth from feather of maat in temple,venerated father hears truth from feather of maat in temple
cut authority town stone chisel do adze power city house gate /,adze chisel cut stone house gate city / town authority power do,adze chisel cut stone house gate city / town authority power do
cobra under emerge horned brick from and wall viper stone,horned viper and cobra emerge from stone under brick wall,horned viper and cobra emerge from stone under brick wall
the lord life ankh woman give to seated of peace,lord of life ankh give peace to the seated woman,lord of life ankh give peace to the seated woman
behind gate and door hide viper cobra bolt horned the,horned viper and cobra hide behind the door bolt gate,horned viper and cobra hide behind the door bolt gate
man tills plows the with hoe strong field the lake,strong man with the hoe plows tills the field lake,strong man with the hoe plows tills the field lake
jar from and loaf man of drink bread milk eat,man eat loaf of bread and drink from milk jar,man eat loaf of bread and drink from milk jar
the in cobra basket and with viper handle hide horned,cobra and horned viper hide in the basket with handle,horned viper and cobra hide in the basket with handle
seated loves beautiful the the woman young face of youth,seated woman loves the beautiful face of the young youth,seated woman loves the beautiful face of the young youth
hold rope the near vessel clump water papyrus tethering the,tethering rope hold the vessel near the papyrus clump water,tethering rope hold the vessel near the papyrus clump water
authority / big servant life people house peace power great hand do,servant people house do hand life power authority peace great / big,servant people house do hand life power authority peace great / big
riverbank field lake plows and hoe king strong with near,strong king plows field with hoe near riverbank and lake,strong king plows field with hoe near riverbank and lake
book authority leaf papyrus / reed scroll writing scribe power scribe thing,scribe writing / scribe papyrus scroll reed leaf book authority power thing,papyrus scroll writing / scribe book thing authority power life
father hear soul voice in venerated the ba wind of,venerated father hear voice of soul ba in the wind,venerated father hear voice of soul ba in the wind
the near the of rope gate tethering hold town vessel,tethering rope hold the vessel near the gate of town,tethering rope hold the vessel near the gate of town
river mighty / great town town force heart strength people road life / city power /,river road town city / town people life power strength / force heart great / mighty,river road town city / town people life power strength / force heart great / mighty
loaf youth strength bread give the of sweet heart to,sweet loaf of bread give strength to the youth heart,sweet loaf of bread give strength to the youth heart
law the throne birth to sedge on king the gives,sedge king on the throne gives birth to the law,sedge king on the throne gives birth to the law
tills the the plows with hoe road man strong field,strong man with the hoe plows tills the field road,strong man with the hoe plows tills the field road
mighty / people temple deity god gives (satisfied) begets birth peace power / / authority / content life great city / town (ankh),god / deity gives birth / begets life (ankh) people city / town temple authority power great / mighty peace / content (satisfied,god / deity gives birth / begets life (ankh) people city / town temple authority power great / mighty peace / content (satisf
stay riverbank the road authority lord above mighty of the,mighty authority of the lord stay above the riverbank road,mighty authority of the lord stay above the riverbank road
town underground give sky and city light and to star,star and sky give light to city and town underground,star and sky give light to city and town underground
power sits city people / authority throne king town,king sits throne authority power people city / town,king sits throne authority power people city / town
the tethering near hold the vessel rope water riverbank ripple,tethering rope hold the vessel near the riverbank water ripple,tethering rope hold the vessel near the riverbank water ripple
the of the hear no star can negation voice man,negation no man can hear the voice of the star,negation no man can hear the voice of the star
tills field lake the man with plows near hoe the,man with the hoe plows tills the field near lake,man with the hoe plows tills the field near lake
milk stay in loaf jar shelter reed and the conical,conical loaf and milk jar stay in the reed shelter,conical loaf and milk jar stay in the reed shelter
the write heart of voice scribe hear of town and,scribe of town hear voice of the heart and write,scribe of town hear voice of the heart and write
jar servant the conical hand hold of and loaf milk,hand of servant hold the milk jar and conical loaf,hand of servant hold the milk jar and conical loaf
mouth speak the of to god of the heart king,mouth of god speak to the heart of the king,mouth of god speak to the heart of the king
throne the adze to make man and use chisel seat,man use adze and chisel to make the seat throne,man use adze and chisel to make the seat throne
jar youth man sweet old drink from and the milk,old man and youth drink sweet milk from the jar,old man and youth drink sweet milk from the jar
handle horned near basket brick in with the viper hide,horned viper hide in the basket with handle near brick,horned viper hide in the basket with handle near brick
on god truth seated sees throne in temple heart of,seated god on throne sees truth of heart in temple,seated god on throne sees truth of heart in temple
horizon of ankh to give life hand of god lord,hand of god give life ankh to lord of horizon,hand of god give life ankh to lord of horizon
horizon opens of gate spirit of the for king the,gate of the horizon opens for the spirit of king,gate of the horizon opens for the spirit of king
mighty people great marrow heart temple (djed) authority life power / old stability / venerated man,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple
/ gives woman child love youth begets house life birth,woman gives birth / begets child youth life house love,woman gives birth / begets child youth life house love
the side animal horned belly in of hide rib viper,horned viper hide in the side rib of animal belly,horned viper hide in the side rib of animal belly
backbone king order to give strong with throne servant on,king on throne give order to servant with strong backbone,king on throne give order to servant with strong backbone
animal to water the sweet lake from the give life,sweet water from the lake give life to the animal,sweet water from the lake give life to the animal
hand thing king town for and of great city do,hand of king do great thing for city and town,hand of king do great thing for city and town
in reed of placenta youth the mother the see shelter,mother see placenta of the youth in the reed shelter,mother see placenta of the youth in the reed shelter
swallow papyrus the bird chick clump above fly quail and,swallow bird and quail chick fly above the papyrus clump,swallow bird and quail chick fly above the papyrus clump
of life in master house the ka spirit strong stay,spirit ka of master stay strong in the house life,spirit ka of master stay strong in the house life
with hand tie skins of flax twisted servant three fox,hand of servant tie three fox skins with twisted flax,hand of servant tie three fox skins with twisted flax
hill the ba of to desert fly soul the father,soul ba of the father fly to the desert hill,soul ba of the father fly to the desert hill
the the of stay temple spirit great ka in god,spirit ka of the god stay in the great temple,spirit ka of the god stay in the great temple
measure of twisted field hand hold the flax to servant,hand of servant hold twisted flax to measure the field,hand of servant hold twisted flax to make the field
house city town cut chisel stone power do gate authority / adze,adze chisel cut stone house gate city / town authority power do,adze chisel cut stone house gate city / town authority power do
writing scroll of do the thing on papyrus scribe the,scribe do writing of the thing on the papyrus scroll,scribe do writing of the thing on the papyrus scroll
and stay side animal altar ox on rib of belly,animal belly and side rib of ox stay on altar,animal belly and side rib of ox stay on altar
to house throne power on king give seated in god,seated god on throne give power to king in house,seated god on throne give power to king in house
tethering of rope hand coil of and hold man rope,hand of man hold coil of rope and tethering rope,hand of man hold coil of rope and tethering rope
reed shelter youth of placenta see through mother the door,mother see placenta of youth through the reed shelter door,mother see placenta of youth through the reed shelter door
temple altar god fear / peace / fox three power offering life strength authority skins force,three fox skins fear power strength / force god temple offering life peace / altar authority,three fox skins fear power strength / force god temple offering life peace / altar authority
reed in and shelter jar the loaf conical milk stay,conical loaf and milk jar stay in the reed shelter,conical loaf and milk jar stay in the reed shelter
/ book beautiful papyrus authority peace heart good scribe scroll writing power life / thing,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good
life / (satisfied) milk content woman jar vessel peace mother house jar love offering,vessel jar milk jar offering mother woman life love house peace / content (satisfied),vessel jar milk jar offering mother woman life love house peace / content (satisfied)
/ power content people life (ankh) deity great / temple authority begets peace god city / (satisfied) town / mighty / birth gives,god / deity gives birth / begets life (ankh) people city / town temple authority power great / mighty peace / content (satisfied,god / deity gives birth / begets life (ankh) people city / town temple authority power great / mighty peace / content (satisf
the man temple drink sweet in from old jar milk,old man drink sweet milk from the jar in temple,old man drink sweet milk from the jar in temple
belly stay side of and animal rib on ox altar,animal belly and side rib of ox stay on altar,animal belly and side rib of ox stay on altar
in from old the milk jar sweet shelter drink man,old man drink sweet milk from the jar in shelter,old man drink sweet milk from the jar in shelter
father soul stone road above the ba riverbank fly of,soul ba of father fly above the riverbank road stone,soul ba of father fly above the riverbank road stone
emerge mighty handle cobra basket from with and snake the,mighty cobra and snake emerge from the basket with handle,mighty cobra and snake emerge from the basket with handle
with old of ka man become beautiful spirit youth power,beautiful youth become old man with power of spirit ka,beautiful youth become old man with power of spirit ka
great people life father give youth like king to to,great king give life to people like father to youth,great king give life to people like father to youth
on woman seated reed with writing papyrus do scroll leaf,seated woman do writing on papyrus scroll with reed leaf,seated woman do writing on papyrus scroll with reed leaf
sweet jar strength to in animal milk belly give the,sweet milk in jar give strength to the animal belly,sweet milk in jar give strength to the animal belly
to the from heart jar give strength milk sweet the,sweet milk from the jar give strength to the heart,sweet milk from the jar give strength to the heart
the with senet city of the board master lord play,lord of the city play the senet board with master,lord of the city play the senet board with master
become of king master to use great power the road,great king use power to become master of the road,great king use power to become master of the road
back fox master the skins three the of on stay,three fox skins stay on the back of the master,three fox skins stay on the back of the master
gate and quail above temple of swallow the fly chick,quail chick and swallow fly above the gate of temple,quail chick and swallow fly above the gate of temple
field hoe the tills strong the plows man lake with,strong man with the hoe plows tills the field lake,strong man with the hoe plows tills the field lake
strength power authority altar / / god fox skins peace fear offering force temple three life,three fox skins fear power strength / force god temple offering life peace / altar authority,three fox skins fear power strength / force god temple offering life peace / altar authority
in lotus woman seated the beautiful plant the lake loves,seated woman loves the beautiful lotus plant in the lake,seated woman loves the beautiful lotus plant in the lake
voice wind hear venerated ba the father in soul of,venerated father hear voice of soul ba in the wind,venerated father hear voice of soul ba in the wind
king the of the speak mouth of to heart god,mouth of god speak to the heart of the king,mouth of god speak to the heart of the king
every god mighty heart house peace authority of gives to,mighty authority of god gives peace to every house heart,mighty authority of god gives peace to every house heart
of can hide king negation from eye no snake the,negation no snake can hide from the eye of king,negation no snake can hide from the eye of king
the city mighty the lord authority opens exists of in,mighty authority of the lord opens exists in the city,mighty authority of the lord opens exists in the city
old house shelter in and man woman reed stay the,old man and woman stay in the reed shelter house,old man and woman stay in the reed shelter house
no of can negation the hear star the voice man,negation no man can hear the voice of the star,negation no man can hear the voice of the star
peace content lord town every to people of the give,lord of every town give peace content to the people,lord of every town give peace content to the people
peace of to give woman ankh seated life the lord,lord of life ankh give peace to the seated woman,lord of life ankh give peace to the seated woman
power heart / to fear fire big force strength life storm man great become /,heart fear storm fire strength / force man life to become power great / big,heart fear storm fire strength / force man life to become power great / big
beautiful venerated plant the father give lotus the to youth,venerated father give the lotus plant to the beautiful youth,venerated father give the lotus plant to the beautiful youth
(djed) authority old heart stability power man / life temple great people venerated marrow mighty /,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple
heart (ba) balance (truth/maat) truth soul feather judgment,heart truth feather (truth/maat) balance judgment soul (ba),heart truth feather (truth/maat) balance judgment soul (ba)
the ka gives venerated to of birth spirit father youth,venerated father gives birth to the spirit ka of youth,venerated father gives birth to the spirit ka of youth
god seated spirit birth gives ka the king to of,seated god gives birth to the spirit ka of king,seated god gives birth to the spirit ka of king
grandfather (djed) power pillar sky life mighty authority peace temple god / / stability great,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky
scribe of house stay skins the the in three fox,three fox skins stay in the house of the scribe,three fox skins stay in the house of the scribe
the and make to chisel stone use gate scribe temple,scribe use chisel and stone to make the temple gate,scribe use chisel and stone to make the temple gate
mat to for make master adze stool use the man,man use adze to make the stool mat for master,man use adze to make the stool mat for master
flows life from mountain hill river field desert,river flows from mountain hill desert field life,river flows from mountain hill desert field life
sky star soul (great) good life (atisfied) beautiful sweet thousand swallow / / heart (ba) peace content,swallow (great) sky star thousand beautiful / good life sweet heart peace / content (atisfied) soul (ba),swallow (great) sky star thousand beautiful / good life sweet heart peace / content (atisfied) soul (ba)
strength sweet to give from jar milk heart the the,sweet milk from the jar give strength to the heart,sweet milk from the jar give strength to the heart
of fly mountain soul great father above the slope ba,soul ba of father fly above the great mountain slope,soul ba of father fly above the great mountain slope
placenta youth great the house in of temple place mother,mother place placenta of youth in the great temple house,mother place placenta of youth in the great temple house
of name city write stone scribe king of on brick,scribe of city write name of king on stone brick,scribe of city write name of king on stone brick
ba king of gate great horizon of for opens soul,gate of horizon opens for soul ba of great king,gate of horizon opens for soul ba of great king
fly to like the king swallow soul ba star of,soul ba of king fly like swallow to the star,soul ba of king fly like swallow to the star
of ka strong the city above stay spirit master the,spirit ka of the master stay strong above the city,spirit ka of the master stay strong above the city
soul great of above ba the riverbank father fly road,soul ba of father fly above the great riverbank road,soul ba of father fly above the great riverbank road
drink man from the jar house woman and old milk,old man and woman drink from the milk jar house,old man and woman drink from the milk jar house
wall in stone horned the and hide brick cobra viper,horned viper and cobra hide in the stone brick wall,horned viper and cobra hide in the stone brick wall
back the fox the of three on skins servant stay,three fox skins stay on the back of the servant,three fox skins stay on the back of the servant
of the like mighty master mountain become authority side great,mighty authority of master become great like the mountain side,mighty authority of master become great like the mountain side
of heart and scribe hear town the write voice of,scribe of town hear voice of the heart and write,scribe of town hear voice of the heart and write
woman the stay great man old reed shelter in and,old man and woman stay in the great reed shelter,old man and woman stay in the great reed shelter
hill great stay desert the spirit master ka of above,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
feather of maat in hears from venerated temple father truth,venerated father hears truth from feather of maat in temple,venerated father hears truth from feather of maat in temple
of city name scribe write king stone on of brick,scribe of city write name of king on stone brick,scribe of city write name of king on stone brick
sees of spirit eye in temple truth of ka father,spirit ka of father sees eye of truth in temple,spirit ka of father sees eye of truth in temple
of tethering the servant hold hand rope of vessel the,hand of servant hold the tethering rope of the vessel,hand of the servant hold the tethering rope of vessel
swallow quail chick and slope fly above bird desert hill,quail chick and swallow bird fly above desert hill slope,quail chick and swallow bird fly above desert hill slope
of city backbone the to whole mighty king strength give,mighty backbone of king give strength to the whole city,mighty backbone of king give strength to the whole city
sweet life the lake water give the to from animal,sweet water from the lake give life to the animal,sweet water from the lake give life to the animal
city fear / town people power fire storm destruction sky,storm fire sky power fear destruction city / town people,storm fire sky power fear destruction city / town people
king gives birth throne the law on to the great,great king on the throne gives birth to the law,great king on the throne gives birth to the law
to of use vessel man wood the adze the shape,man use adze to shape the wood of the vessel,man use adze to shape the wood of the vessel
the in fear heart the king negation no stay of,negation no fear stay in the heart of the king,negation no fear stay in the heart of the king
underground power soul to become sky west (spirit) horizon star (ba) ka life,ka (spirit) soul (ba) life to become west underground star sky horizon power,ka (spirit) soul (ba) life to become west underground star sky horizon power
beautiful woman the and loves star lotus seated plant the,seated woman loves the beautiful lotus plant and the star,seated woman loves the beautiful lotus plant and the star
in the life stay master ka of spirit strong house,spirit ka of master stay strong in the house life,spirit ka of master stay strong in the house life
spirit ka youth star the see light of in sky,spirit ka of youth see the star in sky light,spirit ka of youth see the star in sky light
near great stone the tethering vessel rope the hold wall,tethering rope hold the vessel near the great stone wall,tethering rope hold the vessel near the great stone wall
heart of of voice town hear the and scribe write,scribe of town hear voice of the heart and write,scribe of town hear voice of the heart and write
of coil tethering and hold hand of man rope rope,hand of man hold coil of rope and tethering rope,hand of man hold coil of rope and tethering rope
man the woman bread sweet play eat senet while board,man play senet board while the woman eat sweet bread,man play senet board while the woman eat sweet bread
adze and man chisel on work brick stone with do,man with chisel and adze do work on stone brick,man with chisel and adze do work on stone brick
stay wall brick the cobra behind horned and gate viper,horned viper and cobra stay behind the brick wall gate,horned viper and cobra stay behind the brick wall gate
heart lord of god sees spirit temple of in ka,spirit ka of god sees heart of lord in temple,spirit ka of god sees heart of lord in temple
near from cobra snake the road emerge the and field,snake and cobra emerge from the field near the road,snake and cobra emerge from the field near the road
and hide in river clump papyrus quail near lake chick,quail chick hide in papyrus clump near river and lake,quail chick hide in papyrus clump near river and lake
master on three back skins fox the the stay of,three fox skins stay on the back of the master,three fox skins stay on the back of the master
seated to peace of heart god the give people content,seated god give peace content to the heart of people,seated god give peace content to the heart of people
of desert hill lord above spirit the stay ka the,spirit ka of the lord stay above the desert hill,spirit ka of the lord stay above the desert hill
/ storm sky town power fire destruction people city fear,storm fire sky power fear destruction city / town people,storm fire sky power fear destruction city / town people
to beautiful youth give mother jar plant milk and lotus,mother give beautiful lotus plant and milk jar to youth,mother give beautiful lotus plant and milk jar to youth
great chisel on hand and writing scribe with stone do,great scribe do writing on stone with chisel and hand,great scribe do writing on stone with chisel and hand
stay fox skins of three the on the back master,three fox skins stay on the back of the master,three fox skins stay on the back of the master
strength / / life mighty skins fear great power fox god gate house authority three force,three fox skins fear power strength / force god house gate life authority great / mighty,three fox skins fear power strength / force god house gate life authority great / mighty
of animal sweet strength to belly give loaf the bread,sweet loaf of bread give strength to the animal belly,sweet loaf of bread give strength to the animal belly
jar from milk old the sweet temple in man drink,old man drink sweet milk from the jar in temple,old man drink sweet milk from the jar in temple
chisel the in adze field stay on and the brick,chisel and adze stay on the brick in the field,chisel and adze stay on the brick in the field
stay of on fox servant the back skins the three,three fox skins stay on the back of the servant,three fox skins stay on the back of the servant
servant near strong river backbone and plows hoe field with,servant plows field near river with hoe and strong backbone,servant plows field near river with hoe and strong backbone
horizon the mountain power above gate stay authority mighty of,mighty power of authority stay above the mountain gate horizon,mighty power of authority stay above the mountain gate horizon
of make adze the to use door bolt temple man,man use adze to make the door bolt of temple,man use adze to make the door bolt of temple
cobra the brick behind horned viper stay wall gate and,horned viper and cobra stay behind the brick wall gate,horned viper and cobra stay behind the brick wall gate
loaf the star conical father venerated the to give god,venerated father give the conical loaf to the star god,venerated father give the conical loaf to the star god
the jar animal give sweet strength belly milk in to,sweet milk in jar give strength to the animal belly,sweet milk in jar give strength to the animal belly
lotus / (satisfied) beautiful content life heart / good ripple plant love peace water lake sweet sky,lotus plant lake water ripple beautiful / good life peace / content (satisfied) sweet sky heart love,lotus plant lake water ripple beautiful / good life peace / content (satisfied) sweet sky heart love
papyrus scroll scribe leaf for reed hand of the hold,hand of the scribe hold reed leaf for papyrus scroll,hand of the scribe hold reed leaf for papyrus scroll
loves in woman the plant jar the beautiful seated lotus,seated woman loves the beautiful lotus plant in the jar,seated woman loves the beautiful lotus plant in the jar
the throne give power town king the on to great,king on the throne give power to the great town,king on the throne give power to the great town
the lord give every of seated town to peace woman,lord of every town give peace to the seated woman,lord of every town give peace to the seated woman
fly the soul of father ba mountain great above slope,soul ba of father fly above the great mountain slope,soul ba of father fly above the great mountain slope
gate protects house snake magic power fear,snake protects house gate fear power magic,snake protects house gate fear power magic
woman young youth of face loves seated the the beautiful,seated woman loves the beautiful face of the young youth,seated woman loves the beautiful face of the young youth
and the horned hide bolt cobra behind door gate viper,horned viper and cobra hide behind the door bolt gate,horned viper and cobra hide behind the door bolt gate
soul the ba hear bird voice venerated of father the,venerated father hear the voice of the soul ba bird,venerated father hear the voice of the soul ba bird
for soul opens door temple god of the of bolt,door bolt of temple opens for the soul of god,door bolt of temple opens for the soul of god
the placenta house of great youth place temple in mother,mother place placenta of youth in the great temple house,mother place placenta of youth in the great temple house
clump above lake the papyrus chick swallow quail fly and,quail chick and swallow fly above the papyrus clump lake,quail chick and swallow fly above the papyrus clump lake
papyrus beautiful clump the grow and plant lotus lake near,beautiful lotus plant and papyrus clump grow near the lake,beautiful lotus plant and papyrus clump grow near the lake
to king seated gives birth of the spirit god ka,seated god gives birth to the spirit ka of king,seated god gives birth to the spirit ka of king
drink milk woman the jar sweet seated milk from vessel,seated woman drink sweet milk from the milk jar vessel,seated woman drink sweet milk from the milk jar vessel
of heart mother sees of ka youth spirit face beautiful,spirit ka of mother sees beautiful face of youth heart,spirit ka of mother sees beautiful face of youth heart
woman drink milk vessel the milk from seated sweet jar,seated woman drink sweet milk from the milk jar vessel,seated woman drink sweet milk from the milk jar vessel
stability fear / town people strong club (djed) city strength mighty force authority power / / great,club fear people city / town power authority strength / force strong great / mighty stability (djed),club fear people city / town power authority strength / force strong great / mighty stability (djed)
master king board the with senet sedge man old play,sedge king play senet board with the old man master,sedge king play senet board with the old man master
in ankh to give venerated life father beautiful house child,venerated father give life ankh to beautiful child in house,venerated father give life ankh to beautiful child in house
power offering temple life loaf / of jar to vessel god bread peace altar give,offering to give loaf of bread jar vessel god temple peace / altar life power,offering to give loaf of bread jar vessel god temple peace / altar life power
the skins handle with basket the three in stay fox,three fox skins stay in the basket with the handle,three fox skins stay in the basket with the handle
can the star voice hear no of the man negation,negation no man can hear the voice of the star,negation no man can hear the voice of the star
the carry bread milk man jar servant and old to,servant carry milk jar and bread to the old man,servant carry milk jar and bread to the old man
vessel near hold riverbank the tethering the water rope ripple,tethering rope hold the vessel near the riverbank water ripple,tethering rope hold the vessel near the riverbank water ripple
of the desert authority above stay mighty the hill god,mighty authority of the god stay above the desert hill,mighty authority of the god stay above the desert hill
authority path man teaching people old life wisdom,old man wisdom authority teaching people life path,old man wisdom authority teaching people life path
hear heart venerated father of god voice the mouth from,venerated father hear voice of god from the heart mouth,venerated father hear voice of god from the heart mouth
three with skins fox handle in the stay basket the,three fox skins stay in the basket with the handle,three fox skins stay in the basket with the handle
viper in hide wall snake and horned temple near brick,horned viper and snake hide in brick near temple wall,horned viper and snake hide in brick near temple wall
the man work with on chisel adze throne and seat,man with adze and chisel work on the seat throne,man with adze and chisel work on the seat throne
stay in king of backbone ka great spirit the the,spirit ka stay in the backbone of the great king,spirit ka stay in the backbone of the great king
the opens for of spirit king gate of horizon the,gate of the horizon opens for the spirit of king,gate of the horizon opens for the spirit of king
lord of content do on offering altar peace for life,lord of life do offering on altar for peace content,lord of life do offering on altar for peace content
on play road the senet riverbank lord board the venerated,venerated lord play the senet board on the riverbank road,venerated lord play the senet board on the riverbank road
town of scribe on the writing thing brick of do,scribe of town do writing of the thing on brick,scribe of town do writing of the thing on brick
carry god hand to jar the seated servant milk of,hand of servant carry milk jar to the seated god,hand of servant carry milk jar to the seated god
quail clump papyrus and lake river near in hide chick,quail chick hide in papyrus clump near river and lake,quail chick hide in papyrus clump near river and lake
hide wall under horned stone and cobra brick the viper,horned viper and cobra hide under the brick wall stone,horned viper and cobra hide under the brick wall stone
and the man bread woman loaf sweet old eat of,old man and woman eat the sweet loaf of bread,old man and woman eat the sweet loaf of bread
the viper door gate behind and hide cobra bolt horned,horned viper and cobra hide behind the door bolt gate,horned viper and cobra hide behind the door bolt gate
