Input,Target,Prediction
see scarab man become,man see scarab become,man see scarab become
path people walk desert,people walk desert path,people walk desert path
peace man altar bring,man bring peace altar,man bring peace altar
temple offering bring servant,servant bring offering temple,servant bring offering temple
great grant god life,god grant great life,god grant great life
clump papyrus people gather,people gather papyrus clump,people gather papyrus clump
woman see papyrus scroll,woman see papyrus scroll,woman see papyrus scroll
altar bring peace woman,woman bring peace altar,woman bring peace altar
god throne sky rule,god rule throne sky,god rule throne sky
city guard servant gate,servant guard city gate,servant guard city gate
master power great gives,master gives great power,master gives great power
great hears fear god,god hears great fear,god hears great fear
hears god heart authority,heart hears god authority,heart hears god authority
stone adze hand makes,hand makes stone adze,hand makes stone adze
horizon see man star,man see star horizon,man see star horizon
power master great gives,master gives great power,master gives great power
god field grain watch,god watch field grain,god watch field grain
field gather people papyrus,people gather papyrus field,people gather papyrus field
life gives great god,god gives great life,god gives great life
god mountain protect town,god protect mountain town,god protect mountain town
open people city door,people open city door,people open city door
shelter clean servant reed,servant clean reed shelter,servant clean reed shelter
stone man finds vessel,man finds stone vessel,man finds stone vessel
life gives god great,god gives great life,god gives great life
hold youth mother hand,mother hold youth hand,mother hold youth hand
sees swallow head woman,woman sees swallow head,woman sees swallow head
stone hill cobra hide,cobra hide stone hill,cobra hide stone hill
watch god people life,god watch people life,god watch people life
soul father guide youth,father guide youth soul,father guide youth soul
heart life man feel,man feel heart life,man feel heart life
stone lift pillar man,man lift stone pillar,man lift stone pillar
hill people walk desert,people walk desert hill,people walk desert hill
path desert walk people,people walk desert path,people walk desert path
hears king storm mighty,king hears mighty storm,king hears mighty storm
star beautiful sees woman,woman sees beautiful star,woman sees beautiful star
finds stone man brick,man finds stone brick,man finds stone brick
fill servant water jar,servant fill jar water,servant fill jar water
man altar bring peace,man bring peace altar,man bring peace altar
man vessel gives stone,man gives stone vessel,man gives stone vessel
life guide mother youth,mother guide youth life,mother guide youth life
man owl star see,man see owl star,man see owl star
woman milk carry vessel,woman carry milk vessel,woman carry milk vessel
servant woman seated seat,servant seat seated woman,servant seat seated woman
town great sees youth,youth sees great town,youth sees great town
god loves beautiful people,god loves beautiful people,god loves beautiful people
great makes city king,king makes great city,king makes great city
grain sack man lift,man lift grain sack,man lift grain sack
god people soul grant,god grant soul people,god grant soul people
see maat woman feather,woman see feather maat,woman see feather maat
man road mountain follow,man follow mountain road,man follow mountain road
wind woman hear storm,woman hear wind storm,woman hear wind storm
servant master hears speak,servant hears master speak,servant hears master speak
vessel river fill servant,servant fill vessel river,servant fill vessel river
hill emerges above snake,snake emerges above hill,snake emerges above hill
see woman horizon mountain,woman see mountain horizon,woman see mountain horizon
backbone great gives power,backbone gives great power,backbone gives great power
book scribe makes scroll,scribe makes book scroll,scribe makes book scroll
become man scarab see,man see scarab become,man see scarab become
papyrus scribe gives scroll,scribe gives papyrus scroll,scribe gives papyrus scroll
gate guard river servant,servant guard river gate,servant guard river gate
see scarab man become,man see scarab become,man see scarab become
heart woman life hold,woman hold heart life,woman hold heart life
walk road people hill,people walk hill road,people walk hill road
power life gives god,god gives life power,god gives life power
soul ba finds peace,soul ba finds peace,soul ba finds peace
mountain horizon man see,man see mountain horizon,man see mountain horizon
people build town house,people build house town,people build house town
hear prayer people god,god hear people prayer,god hear people prayer
man speaks old peace,old man speaks peace,old man speaks peace
lotus plant god bless,god bless lotus plant,god bless lotus plant
field grain people gather,people gather field grain,people gather field grain
star beautiful woman sees,woman sees beautiful star,woman sees beautiful star
carry rope man vessel,man carry rope vessel,man carry rope vessel
clean temple mat servant,servant clean temple mat,servant clean temple mat
star woman beautiful sees,woman sees beautiful star,woman sees beautiful star
city see town god,god see city town,god see city town
man backbone lift stone,man lift backbone stone,man lift backbone stone
scribe papyrus makes clump,scribe makes papyrus clump,scribe makes papyrus clump
swallow see west woman,woman see swallow west,woman see swallow west
mother father people honor,people honor mother father,people honor mother father
servant clean house temple,servant clean house temple,servant clean house temple
scribe hears lord great,scribe hears great lord,scribe hears great lord
youth teach father life,father teach youth life,father teach youth life
beautiful loves god soul,god loves beautiful soul,god loves beautiful soul
chick quail finds snake,snake finds quail chick,snake finds quail chick
night owl see sky,owl see night sky,owl see night sky
people stone house build,people build stone house,people build stone house
riverbank sees great scribe,scribe sees great riverbank,scribe sees great riverbank
god watch star horizon,god watch star horizon,god watch star horizon
plant cuts man sickle,man cuts plant sickle,man cuts plant sickle
youth heart seek sweet,youth seek sweet heart,youth seek sweet heart
king slope sees hill,king sees hill slope,king sees hill slope
finds door servant bolt,servant finds door bolt,servant finds door bolt
father flow hear river,father hear river flow,father hear river flow
scribe great makes book,scribe makes great book,scribe makes great book
servant bolt door open,servant open door bolt,servant open door bolt
ba star becomes soul,soul ba becomes star,soul ba becomes star
hear people soul god,god hear soul people,god hear soul people
people honor seated god,people honor seated god,people honor seated god
water man ripple drink,man drink water ripple,man drink water ripple
woman storm hear sky,woman hear storm sky,woman hear storm sky
teach heart youth father,father teach youth heart,father teach youth heart
swallow see woman river,woman see swallow river,woman see swallow river
desert path walk people,people walk desert path,people walk desert path
open servant temple gate,servant open temple gate,servant open temple gate
bring woman peace altar,woman bring peace altar,woman bring peace altar
see woman mountain sky,woman see mountain sky,woman see mountain sky
god grant life soul,god grant soul life,god grant soul life
field grain woman plant,woman plant grain field,woman plant grain field
people town protect god,god protect people town,god protect town people
snake above emerges desert,snake emerges above desert,snake emerges above desert
rocky youth climb slope,youth climb rocky slope,youth climb rocky slope
people west god protect,god protect west people,god protect west people
handle woman basket carry,woman carry basket handle,woman carry basket handle
strong feel spirit man,man feel strong spirit,man feel strong spirit
sky god people protect,god protect sky people,god protect sky people
cross road people hill,people cross hill road,people cross hill road
plant sees lotus woman,woman sees lotus plant,woman sees lotus plant
vessel fill river servant,servant fill vessel river,servant fill river vessel water
water woman carry vessel,woman carry vessel water,woman carry vessel water
carry jar grain man,man carry grain jar,man carry grain jar
mother heart love youth,mother love youth heart,mother love youth heart
bread bring sweet man,man bring sweet bread,man bring sweet bread
god sky town protect,god protect sky town,god protect sky town
pellet man grain eats,man eats grain pellet,man eats grain pellet
give mother heart youth,mother give youth heart,mother give youth heart
mountain road finds foot,foot finds mountain road,foot finds mountain road
milk mother give youth,mother give youth milk,mother give youth milk
build stone temple people,people build stone temple,people build stone temple
youth climb mountain road,youth climb mountain road,youth climb mountain road
sweet youth life love,youth love sweet life,youth love sweet life
makes adze stone hand,hand makes stone adze,hand makes stone adze
soul father youth guide,father guide youth soul,father guide youth soul
see ox man head,man see head ox,man see head ox
youth strong seek power,youth seek strong power,youth seek strong power
sees animal belly man,man sees animal belly,man sees animal belly
great scarab becomes god,scarab becomes great god,scarab becomes great god
feel man strength heart,man feel heart strength,man feel heart strength
riverbank scribe great sees,scribe sees great riverbank,scribe sees great riverbank
servant open town gate,servant open town gate,servant open town gate
heart god hear soul,god hear heart soul,god hear heart soul
god spirit gives life,god gives life spirit,god gives life spirit
speaks man old truth,old man speaks truth,old man speaks truth
west river people cross,people cross west river,people cross river west
god people praise city,people praise god city,people praise god city
heart woman love feel,woman feel love heart,woman feel love heart
people west protect god,god protect west people,god protect west people
god protect town grain,god protect grain town,god protect grain town
teach strength youth father,father teach youth strength,father teach youth strength
great grant power god,god grant great power,god grant great power
sweet bread servant bring,servant bring sweet bread,servant bring sweet bread
snake see man cobra,man see cobra snake,man see cobra snake
voice father hear people,father hear people voice,father hear people voice
life strong man feel,man feel strong life,man feel strong life
finds stone youth chisel,youth finds stone chisel,youth finds stone chisel
authority servant hears master,servant hears master authority,servant hears master authority
mountain finds youth great,youth finds great mountain,youth finds great mountain
stone brick finds man,man finds stone brick,man finds stone brick
offering temple woman bring,woman bring offering temple,woman bring offering temple
clean reed stool servant,servant clean reed stool,servant clean reed stool
mother sweet loaf makes,mother makes sweet loaf,mother makes sweet loaf
jar carry milk woman,woman carry jar milk,woman carry milk jar
people follow desert road,people follow desert road,people follow desert road
prayer hear heart god,god hear heart prayer,god hear heart prayer
give heart sweet mother,mother give sweet heart,mother give sweet heart
woman hear storm sky,woman hear storm sky,woman hear storm sky
hear sky storm father,father hear storm sky,father hear storm sky
sack man lift grain,man lift grain sack,man lift grain sack
praise people power god,people praise god power,people praise god power
god sweet offering hears,god hears sweet offering,god hears sweet offering
walk riverbank west people,people walk riverbank west,people walk riverbank west
heart youth feel life,youth feel heart life,youth feel heart life
life father youth guide,father guide youth life,father guide youth life
woman hear desert wind,woman hear desert wind,woman hear desert wind
river west woman see,woman see river west,woman see river west
god people bless town,god bless people town,god bless people town
hill desert youth climb,youth climb desert hill,youth climb desert hill
offering bring servant milk,servant bring milk offering,servant bring milk offering
god see desert hill,god see desert hill,god see desert hill
senet youth board finds,youth finds senet board,youth finds senet board
servant plant lotus bring,servant bring lotus plant,servant bring lotus plant
sees stone throne king,king sees stone throne,king sees stone throne
rope servant twisted bring,servant bring twisted rope,servant bring twisted rope
great horizon makes god,god makes great horizon,god makes great horizon
feel man soul fire,man feel fire soul,man feel fire soul
adze scribe finds stone,scribe finds stone adze,scribe finds stone adze
peace youth sweet seek,youth seek sweet peace,youth seek sweet peace
woman star sees beautiful,woman sees beautiful star,woman sees beautiful star
peace heart great finds,heart finds great peace,heart finds great peace
field god town protect,god protect field town,god protect field town
people mountain cross pass,people cross mountain pass,people cross mountain pass
people honor throne god,people honor god throne,people honor throne god
god heart hear people,god hear people heart,god hear people heart
god sky rule throne,god rule throne sky,god rule throne sky
god strong grant life,god grant strong life,god grant strong life
watch life god people,god watch people life,god watch people life
fox servant bring three,servant bring three fox,servant bring three flax
man bolt finds door,man finds door bolt,man finds door bolt
finds vessel woman stone,woman finds stone vessel,woman finds stone vessel
mother guide youth love,mother guide youth love,mother guide youth love
hear father people voice,father hear people voice,father hear people voice
life father youth guide,father guide youth life,father guide youth life
horizon god town watch,god watch town horizon,god watch town horizon
beautiful soul god hears,god hears beautiful soul,god hears beautiful soul
youth strong feel life,youth feel strong life,youth feel strong life
god sweet grant peace,god grant sweet peace,god grant sweet peace
milk man jar bring,man bring milk jar,man bring milk jar
loaf bread mother gives,mother gives loaf bread,mother gives loaf bread
king hears scribe great,scribe hears great king,scribe hears great king
god rule star sky,god rule star sky,god rule star sky
quail swallow chick eats,swallow eats quail chick,swallow eats quail chick
life youth sweet love,youth love sweet life,youth love sweet life
man twisted flax follow,man follow twisted flax,man follow twisted flax
strong grant god power,god grant strong power,god grant strong power
djed stability god gives,god gives stability djed,god gives stability djed
grant peace sweet god,god grant sweet peace,god grant sweet peace
man follow road west,man follow west road,man follow west road
plows man strong field,strong man plows field,strong man plows field
life heart loves beautiful,heart loves beautiful life,heart loves beautiful life
soul becomes great god,soul becomes great god,soul becomes great god
fire man see sky,man see fire sky,man see fire sky
hear people father voice,father hear people voice,father hear people voice
sees stone chisel scribe,scribe sees stone chisel,scribe sees stone chisel
stone pillar man lift,man lift stone pillar,man lift stone pillar
see sky mountain woman,woman see mountain sky,woman see mountain sky
king finds tethering rope,king finds tethering rope,king finds tethering rope
god soul people hear,god hear people soul,god hear soul people
servant seat guard throne,servant guard throne seat,servant guard throne seat
hand makes brick strong,strong hand makes brick,strong hand makes brick
hear god prayer soul,god hear soul prayer,god hear soul prayer
praise people power god,people praise god power,people praise god power
open temple servant gate,servant open temple gate,servant open temple gate
hold mother youth face,mother hold youth face,mother hold youth face
fire man horizon see,man see fire horizon,man see fire horizon
desert woman hear wind,woman hear desert wind,woman hear desert wind
people snake great fear,people fear great snake,people fear great snake
build brick temple people,people build brick temple,people build brick temple
finds soul ba peace,soul ba finds peace,soul ba finds peace
lift brick man backbone,man lift brick backbone,man lift brick backbone
gives milk youth jar,youth gives milk jar,youth gives milk jar
path walk mountain people,people walk mountain path,people walk mountain path
milk vessel carry woman,woman carry milk vessel,woman carry milk vessel
finds youth great mountain,youth finds great mountain,youth finds great mountain
shelter people reed gather,people gather reed shelter,people gather reed shelter
servant rack sees jars,servant sees jars rack,servant sees jars rack
guide father power youth,father guide youth power,father guide youth power
hears beautiful soul god,god hears beautiful soul,god hears beautiful soul
carry rope man tethering,man carry tethering rope,man carry tethering rope
city rule god people,god rule city people,god rule city people
road riverbank sees woman,woman sees riverbank road,woman sees riverbank road
temple god people praise,people praise god temple,people praise temple god
hill climb youth stone,youth climb stone hill,youth climb stone hill
sweet finds heart life,heart finds sweet life,heart finds sweet life
man lift sickle grain,man lift sickle grain,man lift sickle grain
river god horizon see,god see river horizon,god see river horizon
honor people god temple,people honor god temple,people honor god temple
god truth hears sweet,god hears sweet truth,god hears sweet truth
road follow town man,man follow town road,man follow town road
great truth man speaks,man speaks great truth,man speaks great truth
man lift brick stone,man lift brick stone,man lift stone brick
watch sky hill god,god watch hill sky,god watch hill sky
guard servant house door,servant guard house door,servant guard house door
folded mother makes cloth,mother makes folded cloth,mother makes folded cloth
climb great hill youth,youth climb great hill,youth climb great hill
carry man grain vessel,man carry grain vessel,man carry grain vessel
finds stone youth ring,youth finds stone ring,youth finds stone ring
chick snake eats quail,snake eats quail chick,snake eats quail chick
woman owl sky see,woman see owl sky,woman see owl sky
cobra hill behind emerges,cobra emerges behind hill,cobra emerges behind hill
god great hears fear,god hears great fear,god hears great fear
guard town servant city,servant guard city town,servant guard city town
youth guide spirit mother,mother guide youth spirit,mother guide youth spirit
man scarab become see,man see scarab become,man see scarab become
woman scroll carry papyrus,woman carry papyrus scroll,woman carry papyrus scroll
star sees woman beautiful,woman sees beautiful star,woman sees beautiful star
west protect god people,god protect west people,god protect west people
papyrus clump woman plant,woman plant papyrus clump,woman plant papyrus clump
reed finds servant leaf,servant finds reed leaf,servant finds reed leaf
beautiful writing sees scribe,scribe sees beautiful writing,scribe sees beautiful writing
woman life feel heart,woman feel heart life,woman feel heart life
grain people field gather,people gather field grain,people gather grain field
life ankh mother give,mother give life ankh,mother give life ankh
lotus people altar gather,people gather lotus altar,people gather lotus altar
finds chick snake quail,snake finds quail chick,snake finds quail chick
people lotus altar gather,people gather lotus altar,people gather lotus altar
youth guide soul mother,mother guide youth soul,mother guide youth soul
door open servant house,servant open house door,servant open house door
servant gate guard riverbank,servant guard riverbank gate,servant guard riverbank gate
hill snake emerges slope,snake emerges hill slope,snake emerges hill slope
reed plant woman shelter,woman plant reed shelter,woman plant reed shelter
follow road river man,man follow river road,man follow river road
hill sees slope eye,eye sees hill slope,eye sees hill slope
man stone lift pillar,man lift stone pillar,man lift stone pillar
woman truth feather see,woman see feather truth,woman see feather truth
rule god horizon sky,god rule horizon sky,god rule horizon sky
hear storm father wind,father hear wind storm,father hear wind storm
bring loaf man bread,man bring bread loaf,man bring bread loaf
makes sky god beautiful,god makes beautiful sky,god makes beautiful sky
hand hold mother youth,mother hold youth hand,mother hold youth hand
ripple becomes water river,water ripple becomes river,water ripple becomes river
power god great bless,god bless great power,god bless great power
woman jar finds milk,woman finds milk jar,woman finds milk jar
horizon see mountain god,god see mountain horizon,god see mountain horizon
see cobra man hill,man see cobra hill,man see cobra hill
mouth speaks peace sweet,mouth speaks sweet peace,mouth speaks sweet peace
ripple big water becomes,water ripple becomes big,water ripple becomes big
sky people god protect,god protect sky people,god protect sky people
god sky watch horizon,god watch sky horizon,god watch sky horizon
power seek youth great,youth seek great power,youth seek great power
honor people god great,people honor great god,people honor great god
ripple water servant bring,servant bring water ripple,servant bring water ripple
storm see man sky,man see storm sky,man see storm sky
people walk west riverbank,people walk west riverbank,people walk riverbank west
grain field bless god,god bless field grain,god bless grain field
stone climb youth hill,youth climb hill stone,youth climb hill stone
papyrus woman plant clump,woman plant papyrus clump,woman plant papyrus clump
life bless great god,god bless great life,god bless great life
man strong feel soul,man feel strong soul,man feel strong soul
field town god protect,god protect field town,god protect field town
town city see god,god see city town,god see city town
youth beautiful loves father,father loves beautiful youth,father loves beautiful youth
lotus offering servant bring,servant bring lotus offering,servant bring lotus offering
road follow man town,man follow town road,man follow town road
mouth loaf eats sweet,mouth eats sweet loaf,mouth eats sweet loaf
lake woman beautiful sees,woman sees beautiful lake,woman sees beautiful lake
jar grain fill servant,servant fill grain jar,servant fill grain jar
see stone man snake,man see snake stone,man see snake stone
god horizon watch town,god watch town horizon,god watch horizon town
fire above hill emerges,fire emerges above hill,fire emerges above hill
scribe vessel finds stone,scribe finds stone vessel,scribe finds stone vessel
life soul bless god,god bless soul life,god bless soul life
flow river west town,river flow west town,river flow west town
belly animal sees eye,eye sees animal belly,eye sees animal belly
bird eats pellet grain,bird eats grain pellet,bird eats grain pellet
god face great sees,face sees great god,face sees great god
father youth hold life,father hold youth life,father hold youth life
scroll gives scribe papyrus,scribe gives papyrus scroll,scribe gives papyrus scroll
swallow sky woman see,woman see swallow sky,woman see swallow sky
gather field people grain,people gather field grain,people gather grain field
king authority gives power,king gives power authority,king gives power authority
west riverbank people walk,people walk riverbank west,people walk riverbank west
lotus plant woman plant,woman plant lotus plant,woman plant lotus plant
youth strong soul seek,youth seek strong soul,youth seek strong soul
hear woman storm sky,woman hear storm sky,woman hear storm sky
flow river father hear,father hear river flow,father hear river flow
head hears father bird,father hears bird head,father hears bird head
woman vessel finds stone,woman finds stone vessel,woman finds stone vessel
sees soul ba star,soul ba sees star,soul ba sees star
river walk west people,people walk river west,people walk river west
father road great finds,father finds great road,father finds great road
man cuts sickle plant,man cuts plant sickle,man cuts plant sickle
swallow hear sky woman,woman hear swallow sky,woman hear swallow sky
life heart youth feel,youth feel heart life,youth feel heart life
walk people west riverbank,people walk riverbank west,people walk riverbank west
river fill servant vessel,servant fill vessel river,servant fill vessel river
slope hill snake emerges,snake emerges hill slope,snake emerges hill slope
servant hears master authority,servant hears master authority,servant hears master authority
honor father mother people,people honor mother father,people honor mother father
see swallow great woman,woman see swallow great,woman see swallow great
peace father guide youth,father guide youth peace,father guide youth peace
guard servant gate riverbank,servant guard riverbank gate,servant guard riverbank gate
great king city makes,king makes great city,king makes great city
scribe makes beautiful book,scribe makes beautiful book,scribe makes beautiful book
animal finds belly cobra,cobra finds animal belly,cobra finds animal belly
youth adze stone finds,youth finds stone adze,youth finds stone adze
sees face sky beautiful,face sees beautiful sky,face sees beautiful sky
see swallow woman great,woman see swallow great,woman see swallow great
guard gate servant lake,servant guard lake gate,servant guard lake gate
great makes book scribe,scribe makes great book,scribe makes great book
mother give heart youth,mother give youth heart,mother give youth heart
sweet eats woman loaf,woman eats sweet loaf,woman eats sweet loaf
people west walk horizon,people walk west horizon,people walk horizon west
woman lake see sky,woman see lake sky,woman see lake sky
servant reed open shelter,servant open reed shelter,servant open reed shelter
sees temple great servant,servant sees great temple,servant sees great temple
woman road horizon walk,woman walk horizon road,woman walk horizon road
great power god grant,god grant great power,god grant great power
basket gives king handle,king gives basket handle,king gives basket handle
head see bird man,man see head bird,man see head bird
old finds mountain man,old man finds mountain,old man finds mountain
man sees west road,man sees road west,man sees road west
life mother spirit give,mother give life spirit,mother give life spirit
build temple people stone,people build stone temple,people build stone temple
walk west horizon people,people walk horizon west,people walk horizon west
water river becomes ripple,water ripple becomes river,water ripple becomes river
handle woman sees basket,woman sees basket handle,woman sees basket handle
power youth father teach,father teach youth power,father teach youth power
rope servant coil bring,servant bring rope coil,servant bring rope coil
head bird father hears,father hears bird head,father hears bird head
makes door hand bolt,hand makes door bolt,hand makes door bolt
see man fire sky,man see fire sky,man see fire sky
coil rope makes hand,hand makes coil rope,hand makes coil rope
clean stool mat servant,servant clean stool mat,servant clean stool mat
watch god horizon star,god watch star horizon,god watch star horizon
great god bless life,god bless great life,god bless great life
life father teach youth,father teach youth life,father teach youth life
authority hears master youth,youth hears master authority,youth hears master authority
open people gate temple,people open temple gate,people open temple gate
field grain god bless,god bless field grain,god bless grain field
rope carry coil man,man carry rope coil,man carry coil rope
rack sees jars scribe,scribe sees jars rack,scribe sees jars rack
people desert walk hill,people walk desert hill,people walk desert hill
servant field plows great,servant plows great field,servant plows great field
power great bless god,god bless great power,god bless great power
river gate servant guard,servant guard river gate,servant guard river gate
life woman feel sweet,woman feel sweet life,woman feel sweet life
open temple gate people,people open temple gate,people open temple gate
peace altar finds soul,soul finds peace altar,soul finds peace altar
servant offering gives bread,servant gives bread offering,servant gives bread offering
people rope carry vessel,people carry rope vessel,people carry rope vessel
guard servant gate house,servant guard house gate,servant guard house gate
youth road teach father,father teach youth road,father teach youth road
peace woman altar bring,woman bring peace altar,woman bring peace altar
see owl hill man,man see owl hill,man see owl hill
grain gather field people,people gather field grain,people gather grain field
jar milk gives woman,woman gives milk jar,woman gives milk jar
desert sees snake youth,youth sees desert snake,youth sees desert snake
strong gate temple becomes,temple gate becomes strong,temple gate becomes strong
thing great gives master,master gives great thing,master gives great thing
face sees beautiful sky,face sees beautiful sky,face sees beautiful sky
bring servant offering lotus,servant bring lotus offering,servant bring lotus offering
gives life power god,god gives life power,god gives life power
desert sees youth hare,youth sees desert hare,youth sees desert hare
storm fear sky man,man fear storm sky,man fear storm sky
snake hill emerges above,snake emerges above hill,snake emerges above hill
night owl see sky,owl see night sky,owl see night sky
people hear prayer god,god hear people prayer,god hear people prayer
basket woman carry handle,woman carry basket handle,woman carry basket handle
man hear storm river,man hear storm river,man hear storm river
sky see woman swallow,woman see swallow sky,woman see swallow sky
cuts old plant man,old man cuts plant,old man cuts plant
peace seek people sweet,people seek sweet peace,people seek sweet peace
protect town god river,god protect river town,god protect river town
stone build temple people,people build stone temple,people build stone temple
grain man carry vessel,man carry grain vessel,man carry grain vessel
strong grant power god,god grant strong power,god grant strong power
town protect god sky,god protect sky town,god protect sky town
guide youth strength father,father guide youth strength,father guide youth strength
people great fear snake,people fear great snake,people fear great snake
gives god life soul,god gives life soul,god gives life soul
find soul great people,people find great soul,people find great soul
climb slope youth hill,youth climb hill slope,youth climb hill slope
father mother loves beautiful,father loves beautiful mother,father loves beautiful mother
drink water man river,man drink water river,man drink water river
bring servant fox three,servant bring three fox,servant bring three fox
god mountain horizon watch,god watch mountain horizon,god watch mountain horizon
peace soul altar finds,soul finds peace altar,soul finds peace altar
woman handle carry basket,woman carry basket handle,woman carry basket handle
mountain horizon woman see,woman see mountain horizon,woman see mountain horizon
makes brick house scribe,scribe makes brick house,scribe makes brick house
people rope cross river,people cross river rope,people cross river rope
emerges cobra hill behind,cobra emerges behind hill,cobra emerges behind hill
pillar djed gives stability,pillar gives stability djed,pillar gives stability djed
stone lift man strength,man lift stone strength,man lift stone strength
god great scarab becomes,scarab becomes great god,scarab becomes great god
sky storm fear man,man fear storm sky,man fear storm sky
servant seat woman seated,servant seat seated woman,servant seat seated woman
power man feel heart,man feel heart power,man feel heart power
bring man peace altar,man bring peace altar,man bring peace altar
finds board youth senet,youth finds senet board,youth finds senet board
god bless grain field,god bless grain field,god bless grain field
river west people cross,people cross west river,people cross river west
feel strong man force,man feel strong force,man feel strong force
build river people town,people build river town,people build river town
youth feel sweet soul,youth feel sweet soul,youth feel sweet soul
drink man water lake,man drink lake water,man drink lake water
god plant bless lotus,god bless lotus plant,god bless lotus plant
sees reed youth shelter,youth sees reed shelter,youth sees reed shelter
protect god field town,god protect field town,god protect field town
plows servant great field,servant plows great field,servant plows great field
father makes leaf reed,father makes reed leaf,father makes reed leaf
youth life mother give,mother give youth life,mother give youth life
lotus woman plant field,woman plant lotus field,woman plant lotus field
river town build people,people build river town,people build river town
hill youth climb rocky,youth climb rocky hill,youth climb rocky hill
desert slope climb youth,youth climb desert slope,youth climb desert slope
town bless god people,god bless people town,god bless town people
father life hold youth,father hold youth life,father hold youth life
god people beautiful loves,god loves beautiful people,god loves beautiful people
hears god sweet offering,god hears sweet offering,god hears sweet offering
god give power strong,god give strong power,god give strong power
road people walk mountain,people walk mountain road,people walk mountain road
people cross west river,people cross west river,people cross river west
cross hill slope people,people cross hill slope,people cross hill slope
rope coil bring servant,servant bring rope coil,servant bring rope coil
prayer hear heart father,father hear heart prayer,father hear heart prayer
storm feel fear man,man feel storm fear,man feel fear storm
god field grain watch,god watch field grain,god watch field grain
great opens gate king,king opens great gate,king opens great gate
heart teach youth father,father teach youth heart,father teach youth heart
people stone build house,people build stone house,people build stone house
rocky climb youth hill,youth climb rocky hill,youth climb rocky hill
give sweet mother milk,mother give sweet milk,mother give sweet milk
swallow sky woman hear,woman hear swallow sky,woman hear swallow sky
see woman swallow west,woman see swallow west,woman see swallow west
god protect lake town,god protect lake town,god protect lake town
man backbone brick lift,man lift brick backbone,man lift brick backbone
hill slope woman walk,woman walk hill slope,woman walk hill slope
water woman fill jar,woman fill water jar,woman fill water jar
woman ka double see,woman see ka double,woman see ka double
bring peace offering servant,servant bring peace offering,servant bring peace offering
follow horizon road man,man follow horizon road,man follow horizon road
god grant people life,god grant people life,god grant people life
climb desert mountain youth,youth climb desert mountain,youth climb desert mountain
ripple water big becomes,water ripple becomes big,water ripple becomes big
fear feel man storm,man feel fear storm,man feel fear storm
god ankh life gives,god gives life ankh,god gives life ankh
carry milk jar woman,woman carry jar milk,woman carry milk jar
god lake protect town,god protect lake town,god protect lake town
bring shelter servant reed,servant bring reed shelter,servant bring reed shelter
storm people mighty fear,people fear mighty storm,people fear mighty storm
see woman riverbank lake,woman see lake riverbank,woman see lake riverbank
god people protect sky,god protect sky people,god protect sky people
house makes great king,king makes great house,king makes great house
river open gate servant,servant open river gate,servant open river gate
star beautiful woman sees,woman sees beautiful star,woman sees beautiful star
give mother milk jar,mother give milk jar,mother give milk jar
altar servant bring peace,servant bring peace altar,servant bring peace altar
peace people grant god,god grant people peace,god grant people peace
god throne honor people,people honor throne god,people honor god throne
river vessel fill servant,servant fill vessel river,servant fill vessel river
hill above emerges bird,bird emerges above hill,bird emerges above hill
thing great becomes fire,fire becomes great thing,fire becomes great thing
see man night owl,man see owl night,man see owl night
snake sees desert youth,youth sees desert snake,youth sees desert snake
gate open city people,people open city gate,people open city gate
throne bless god temple,god bless throne temple,god bless throne temple
hold power youth father,father hold youth power,father hold youth power
strength mother youth give,mother give youth strength,mother give youth strength
father wind storm hear,father hear wind storm,father hear wind storm
papyrus plant woman field,woman plant papyrus field,woman plant papyrus field
grant life god strong,god grant strong life,god grant strong life
sees god man old,old man sees god,old man sees god
love heart finds sweet,heart finds sweet love,heart finds sweet love
town house build people,people build house town,people build house town
fear king hears people,king hears people fear,king hears people fear
mother father loves beautiful,father loves beautiful mother,father loves beautiful mother
owl hear father night,father hear owl night,father hear owl night
hears god beautiful soul,god hears beautiful soul,god hears beautiful soul
great lord hears scribe,scribe hears great lord,scribe hears great lord
water woman jar fill,woman fill water jar,woman fill water jar
life god gives great,god gives great life,god gives great life
milk woman carry vessel,woman carry milk vessel,woman carry milk vessel
sweet woman life love,woman love sweet life,woman love sweet life
lake woman road walk,woman walk lake road,woman walk lake road
soul youth teach father,father teach youth soul,father teach youth soul
reed open shelter people,people open reed shelter,people open reed shelter
servant guard door town,servant guard town door,servant guard town door
people protect god field,god protect field people,god protect field people
god protect lake town,god protect lake town,god protect lake town
woman man seated loves,woman loves seated man,man loves seated woman
horizon god lake watch,god watch lake horizon,god watch lake horizon
cobra stone see man,man see cobra stone,man see cobra stone
life heart youth feel,youth feel heart life,youth feel heart life
city king sees beautiful,king sees beautiful city,king sees beautiful city
sky fear storm man,man fear storm sky,man fear storm sky
youth seek life sweet,youth seek sweet life,youth seek sweet life
finds mountain foot road,foot finds mountain road,foot finds mountain road
sky father storm hear,father hear storm sky,father hear storm sky
three servant bring fox,servant bring three fox,servant bring three fox
grant ankh life god,god grant life ankh,god grant life ankh
walk mountain horizon people,people walk mountain horizon,people walk mountain horizon
road teach youth father,father teach youth road,father teach youth road
finds stone great man,man finds great stone,man finds great stone
man swallow sky watch,man watch swallow sky,man watch swallow sky
mother spirit guide youth,mother guide youth spirit,mother guide youth spirit
watch god west river,god watch river west,god watch river west
guard riverbank town servant,servant guard riverbank town,servant guard riverbank town
