Input,Target,Prediction
thousand a ripple river the in swim fish,a thousand fish swim in the river ripple,a thousand fish swim in the river ripple
the great old with man master the speaks,the old man speaks with the great master,the old man speaks with the great master
stool the mat a upon sits small man,a man sits upon the small stool mat,a man sits upon the small stool mat
with truth hears basket the woman a a,a woman with a basket hears the truth,a woman with a basket hears the truth
lord all finds peace the things of sweet,the lord of all things finds sweet peace,the lord of all things finds sweet peace
servant carries milk to a temple jar a,a servant carries a milk jar to temple,a servant carries a milk jar to temple
mountain desert shines the star a above great,a star shines above the great desert mountain,a star shines above the great desert mountain
of the birth is placenta a sign great,the placenta is a sign of great birth,the placenta is a sign of great birth
green a flies from clump papyrus swallow the,a swallow flies from the green papyrus clump,a swallow flies from the green papyrus clump
sky peacefully morning gate under walk people toward,people walk toward gate under morning sky peacefully,people walk toward gate under morning sky peacefully
the strong the mother backbone of is very,the backbone of the mother is very strong,the backbone of the mother is very strong
the people the of house speaks master to,the master of the house speaks to people,the master of the house speaks to people
man carefully beside riverbank leaf cuts reed,man cuts reed leaf beside riverbank carefully,man cuts reed leaf beside riverbank carefully
youth eye the of sees the a god,a youth sees the eye of the god,a youth sees the eye of the god
sand a finds ring in the a youth,a youth finds a ring in the sand,a youth finds a ring in the sand
desert god above with mountain great strength lifts,god lifts mountain above desert with strength great,god lifts mountain above desert with strength great
star of the father soul the a becomes,the soul of the father becomes a star,the soul of the father becomes a star
a in water plant woman sees lotus the,the woman sees a lotus plant in water,the woman sees a lotus plant in water
is very the of heart king good the,the heart of the king is very good,the heart of the king is very good
before wisdom old speaks people peacefully man,old man speaks wisdom before people peacefully,old man speaks wisdom before people peacefully
sky fire great the above becomes mountain the,the great sky becomes fire above the mountain,the great sky becomes fire above the mountain
the the is great of very power god,the power of the god is very great,the power of the god is very great
truth as quietly god woman listens speaks,woman listens quietly as god speaks truth,woman listens quietly as god speaks truth
yearly people offerings together with honor ancestors pillar,people honor ancestors pillar with offerings yearly together,people honor ancestors pillar with offerings yearly together
today bread offering grinds grain for into woman,woman grinds grain into bread for offering today,woman grinds grain into bread for offering today
the backbone man very a of is great,the backbone of a man is very great,the backbone of a man is very great
to the a gate city grain carries servant,a servant carries grain to the city gate,a servant carries grain to the city gate
power strength throne on with sits king great,king sits on throne with power great strength,king sits on throne with power great strength
woman gives to god a beautiful life the,a god gives life to the beautiful woman,a god gives life to the beautiful woman
writing water hands with scribe washes before,scribe washes hands with water before writing,scribe washes hands with water before writing
the in smells man water the a lotus,a man smells the lotus in the water,a man smells the lotus in the water
about a scribe the writing heart makes the,a scribe makes the writing about the heart,a scribe makes the writing about the heart
night at woman owl seated call sky hears,seated woman hears owl call at night sky,seated woman hears owl call at night sky
writes reed pen scribe with truth a a,a scribe writes truth with a reed pen,a scribe writes truth with a reed pen
spirit ka peace the finds house the in,the spirit ka finds peace in the house,the spirit ka finds peace in the house
ring the youth sand finds in a a,a youth finds a ring in the sand,a youth finds a ring in the sand
chick the the stone brick on sits quail,the quail chick sits on the stone brick,the quail chick sits on the stone brick
ka in the finds content spirit temple the,the spirit ka finds content in the temple,the spirit ka finds content in the temple
reads the of book the scribe father the,the scribe reads the book of the father,the scribe reads the book of the father
a above bird hill beautiful the flies desert,a beautiful bird flies above the desert hill,a beautiful bird flies above the desert hill
about book the writes scribe the a truth,the scribe writes a book about the truth,the scribe writes a book about the truth
is woman the face great beautiful of the,the beautiful face of the woman is great,the beautiful face of the woman is great
the of great soul people the sees lord,the great lord sees the soul of people,the great lord sees the soul of people
book scribe reads the a of the dead,a scribe reads the book of the dead,a scribe reads the book of the dead
speaks of the to house the people master,the master of the house speaks to people,the master of the house speaks to people
child strong become sees mother and healthy,mother sees child become strong and healthy,mother sees child become strong and healthy
the god sees of heart man the seated,the seated god sees the heart of man,the seated god sees the heart of man
man fox finds a with skins three peace,a man with three fox skins finds peace,a man with three fox skins finds peace
the bird of the small is backbone very,the backbone of the bird is very small,the backbone of the bird is very small
spirit from emerges ka temple gate the the,the spirit ka emerges from the temple gate,the spirit ka emerges from the temple gate
for youth place the riverbank the a is,the riverbank is a place for the youth,the riverbank is a place for the youth
the god great gives authority to king the,the god gives authority to the great king,the god gives authority to the great king
the of sits head a bird on basket,the head of bird sits on a basket,the head of bird sits on a basket
a seen temple in face beautiful is the,a beautiful face is seen in the temple,a beautiful face is seen in the temple
in the desert the hare clump hides papyrus,the desert hare hides in the papyrus clump,the desert hare hides in the papyrus clump
a makes man adze with stool an the,a man with an adze makes the stool,a man with an adze makes the stool
field a the hoe man with a plows,a man with a hoe plows the field,a man plows the field with a hoe
for the is the twisted rope used flax,the twisted flax is used for the rope,the twisted flax is used for the rope
city with authority a protects great man the,a man with authority protects the great city,a man with authority protects the great city
reed a river the sits shelter bank on,a reed shelter sits on the river bank,a reed shelter sits on the river bank
the tilled man field a hoe with a,a man with a hoe tilled the field,a man with a hoe tilled the field
peace strength life forever and grants god,god grants peace life and strength forever,god grants peace life and strength forever
call seated night hears sky at owl woman,seated woman hears owl call at night sky,seated woman hears owl call at night sky
gives conical to father child a loaf a,a father gives a conical loaf to child,a father gives a conical loaf to child
to a jar temple brings woman a milk,a woman brings a milk jar to temple,a woman brings a milk jar to temple
the great finds peace of lord house the,the lord of the house finds great peace,the lord of the house finds great peace
the spirit in peace ka finds the temple,the spirit ka finds peace in the temple,the spirit ka finds peace in the temple
plant lotus the sees a in woman water,the woman sees a lotus plant in water,the woman sees a lotus plant in water
coil a rope of cobra sits upon a,a cobra sits upon a coil of rope,a cobra sits upon a coil of rope
woman sees basket with field the a a,a woman with a basket sees the field,a woman with a basket sees the field
sky king authority with sees the a great,a king with authority sees the great sky,a king with authority sees the great sky
man a field the plows hoe with a,a man plows the field with a hoe,a man plows the field with a hoe
beneath night filled stands woman sky star,woman stands beneath star filled night sky,woman stands beneath star filled night sky
to a father youth ring a gives the,a father gives a ring to the youth,a father gives a ring to the youth
quietly sits youth man old remembering beside lake,old man sits beside lake remembering youth quietly,old man sits beside lake remembering youth quietly
power the king of upon a sits seat,a king sits upon the seat of power,a king sits upon the seat of power
god the gives authority king to great the,the god gives authority to the great king,the god gives authority to the great king
on rests sleeping holding mat mother child,mother rests on mat holding sleeping child,mother rests on mat holding sleeping child
master souls sees the the of truth all,the master of all souls sees the truth,the master of all souls sees the truth
grows beautiful plant lotus a lake in the,a beautiful lotus plant grows in the lake,a beautiful plant grows in the lake side
of the peace the finds house lord great,the lord of the house finds great peace,the lord of the house finds great peace
old speaks with the god man great the,the old man speaks with the great god,the old man speaks with the great god
plows field with man hoe the a a,a man with a hoe plows the field,a man plows the field with a hoe
shelter flies over a the swallow green reed,a swallow flies over the green reed shelter,a swallow flies over the green reed shelter
and for life peace love people town mother,mother love life and peace for people town,mother love life and peace for people town
people with from calm god sky authority watches,god watches people from sky with calm authority,god watches people from sky with calm authority
plant clump papyrus near the grows lotus a,a lotus plant grows near the papyrus clump,a lotus plant grows near the papyrus clump
a father a gives youth to ring his,a father gives a ring to his youth,a father gives a ring to his youth
emerges high gate a star the city above,a star emerges above the high city gate,a star emerges above the high city gate
scribe the the the sees book truth in,the scribe sees the truth in the book,the scribe sees the truth in the book
desert three fox skins man a finds in,a man finds three fox skins in desert,a man finds three fox skins in desert
things master all content of very is the,the master of all things is very content,the master of all things is very content
writes book truth about the scribe a the,the scribe writes a book about the truth,the scribe writes a book about the truth
a woman altar to a the jar brings,a woman brings a jar to the altar,a woman brings a jar to the altar
the gives a god the man heart to,the god gives a heart to the man,the god gives a heart to the man
the viper brick a near crawls horned stone,a horned viper crawls near the stone brick,a horned viper crawls near the stone brick
the voice god the woman of hears a,a woman hears the voice of the god,a woman hears the voice of the god
grain field in quail the the chick finds,the quail chick finds grain in the field,the quail chick finds grain in the field
a sky in a soul becomes the star,a soul becomes a star in the sky,a soul becomes a star in the sky
people great above sky see hill desert horizon,people see horizon above desert hill sky great,people see horizon above desert hill sky great
from temple gate ka emerges spirit the the,the spirit ka emerges from the temple gate,the spirit ka emerges from the temple gate
moves cobra the brick large the clay behind,the cobra moves behind the large clay brick,the cobra moves behind the large clay brick
large hides clay brick cobra the a behind,a cobra hides behind the large clay brick,a cobra hides behind the large clay brick
stool senet board the on great the sits,the great senet board sits on the stool,the great senet board sits on the stool
milk queen are a thousand jars of for,a thousand jars of milk are for queen,a thousand jars of milk are for queen
offerings yearly with pillar together ancestors people honor,people honor ancestors pillar with offerings yearly together,people honor ancestors pillar with offerings yearly together
the finds of content man great heart a,the heart of a man finds great content,the heart of a man finds great content
the cobra the large behind moves clay brick,the cobra moves behind the large clay brick,the cobra moves behind the large clay brick
the seated to god old man the speaks,the old man speaks to the seated god,the old man speaks to the seated god
loaf a a gives conical to servant father,a servant gives a conical loaf to father,a servant gives a conical loaf to father
filled star sky night beneath woman stands,woman stands beneath star filled night sky,woman stands beneath star filled night sky
woman calmly road toward follows riverbank west,woman follows riverbank road toward west calmly,woman follows riverbank road toward west calmly
birth mother son gives to strong a the,the mother gives birth to a strong son,the mother gives birth to a strong son
daughter ring father to gives a a the,a father gives a ring to the daughter,a father gives a ring to the daughter
god servant milk a jar to a gives,a servant gives a milk jar to god,a servant gives a milk jar to god
the sits quail chick brick stone the on,the quail chick sits on the stone brick,the quail chick sits on the stone brick
stone cold on the animal belly is the,the animal belly is cold on the stone,the animal belly is cold on the stone
scribe a the papyrus on single stroke marks,the scribe marks a single stroke on papyrus,the scribe marks a single stroke on papyrus
the father a the heart youth hears of,a youth hears the heart of the father,a youth hears the heart of the father
on the reed shelter river bank a sits,a reed shelter sits on the river bank,a reed shelter sits on the river bank
swallow reed green shelter over a flies the,a swallow flies over the green reed shelter,a swallow flies over the green reed shelter
becomes the of a bird man soul a,the soul of a man becomes a bird,the soul of a man becomes a bird
star is a peace house the above of,a star is above the house of peace,a star is above the house of peace
gives the a city great to king power,a king gives power to the great city,a king gives power to the great city
wall youth cobra the behind a the sees,a youth sees the cobra behind the wall,a youth sees the cobra behind the wall
flood before begins yearly inspects king season field,king inspects field before flood season begins yearly,king inspects field before flood season begins yearly
of peace finds heart the sweet king the,the heart of the king finds sweet peace,the heart of the king finds sweet peace
the clump in the hare hides papyrus desert,the desert hare hides in the papyrus clump,the desert hare hides in the papyrus clump
star god becomes a a in the sky,a star becomes a god in the sky,a star becomes a god in the sky
in power life of is the truth great,the great power of life is in truth,the great power of life is in truth
the wall a house of bricks thousand build,a thousand bricks build the wall of house,a thousand bricks build the wall of house
bird afterlife the a a soul becomes in,a soul becomes a bird in the afterlife,a soul becomes a bird in the afterlife
clump a to green flies the papyrus swallow,a swallow flies to the green papyrus clump,a swallow flies to the green papyrus clump
great storm hill the moves west the across,the great storm moves across the west hill,the great storm moves across the west hill
marrow strength man the is venerated of the,the venerated marrow is the strength of man,the venerated marrow is the strength of man
bread people together sharing on sit peacefully stool,people sit on stool sharing bread peacefully together,people sit on stool sharing bread peacefully together
swallow the high flies river above a bank,a swallow flies above the high river bank,a swallow flies above the high river bank
flax twisted rope for man binds a the,a man binds the twisted flax for rope,a man binds the twisted flax for rope
temple reads book the a the scribe in,a scribe reads the book in the temple,a scribe reads the book in the temple
son the conical to a gives father loaf,the father gives a conical loaf to son,the father gives a conical loaf to son
in the pearl lake finds a a youth,a youth finds a pearl in the lake,a youth finds a pearl in the lake
the all of sees truth master the every,the master of all every sees the truth,the master of all every sees the truth
a swim fish in ripple the thousand river,a thousand fish swim in the river ripple,a thousand fish swim in the river ripple
a woman altar brings jar a to the,a woman brings a jar to the altar,a woman brings a jar to the altar
man a a the with chisel makes throne,a man with a chisel makes the throne,a man with a chisel makes the throne
birth a mother gives the to beautiful child,the mother gives birth to a beautiful child,the mother gives birth to a beautiful child
calmly king people from speak today hear throne,people hear king speak from throne calmly today,people hear king speak from throne calmly today
to loaf the a gives father son conical,the father gives a conical loaf to son,the father gives a conical loaf to son
mother gathering walks household grain food for field,mother walks field gathering grain for household food,mother walks field gathering grain for household food
the throne a uses chisel scribe a on,a scribe uses a chisel on the throne,a scribe uses a chisel on the throne
of shines star the the above gold house,the star shines above the house of gold,the star shines above the house of gold
the above peak is mountain star great a,a star is above the great mountain peak,a star is above the great mountain peak
gives the loaf to a youth father conical,the father gives a conical loaf to youth,the father gives a conical loaf to youth
the ka spirit door temple enters the through,the spirit ka enters through the temple door,the spirit ka enters through the temple door
becomes fire the sky power the of great,the great power of the sky becomes fire,the great power of the sky becomes fire
finds the of the king peace heart great,the heart of the king finds great peace,the heart of the king finds great peace
the desert great swallow flies hill a from,a swallow flies from the great desert hill,a swallow flies from the great desert hill
ka within wall the exists stone the spirit,the spirit ka exists within the stone wall,the spirit ka exists within the stone wall
field ring in youth finds a the a,a youth finds a ring in the field,a youth finds a ring in the field
the stone on animal is belly cold the,the animal belly is on the cold stone,the animal belly is cold on the stone
drink shelter together reed people near water,people drink water near reed shelter together,people drink water near reed shelter together
the does fear lord snake great the not,the great lord does not fear the snake,the great lord does not fear the snake
of is king great the very authority the,the authority of the king is very great,the authority of the king is very great
to city gate is the the made stone,the gate to the city is made stone,the gate to the city is made stone
build city bricks the great a town thousand,a thousand bricks build the great city town,a thousand bricks build the great city town
opens before entering house quietly bolt woman door,woman opens door bolt before entering house quietly,woman opens door bolt before entering house quietly
adze an a with wood the cuts man,a man with an adze cuts the wood,a man with an adze cuts the wood
near the door bolt lock crawls a snake,a snake crawls near the door bolt lock,a snake crawls near the door bolt lock
god offering great to father temple gives bread,father gives bread offering to god great temple,father gives bread offering to god great temple
a three desert in skins fox finds man,a man finds three fox skins in desert,a man finds three fox skins in desert
hears of father a voice the the youth,a youth hears the voice of the father,a youth hears the voice of the father
stability with stands power firm and temple,temple stands firm with stability and power,temple stands firm with stability and power
the sees a face a woman mirror with,a woman with a mirror sees the face,a woman with a mirror sees the face
a a jar in finds sand the man,a man finds a jar in the sand,a man finds a jar in the sand
above house is life star of a the,a star is above the house of life,a star is above the house of life
king command carefully scribe and hears writes,scribe hears king command and writes carefully,scribe hears king command and writes carefully
a a ground tilled man the with hoe,a man with a hoe tilled the ground,a man with a hoe tilled the ground
shelter the a servant to reed carries grain,a servant carries grain to the reed shelter,a servant carries grain to the reed shelter
desert king together road across follow people,people follow king across desert road together,people follow king across desert road together
field the in finds a man stone a,a man finds a stone in the field,a man finds a stone in the field
a gate to walks woman with basket a,a woman with a basket walks to gate,a woman with a basket walks to gate
of the gives master offering an house the,the master of the house gives an offering,the master of the house gives an offering
a the of master the house eats loaf,the master of the house eats a loaf,the master of the house eats a loaf
the spirit man ka body the enters of,the spirit ka enters the body of man,the spirit ka enters the body of man
sky a stars shine in the thousand great,a thousand stars shine in the great sky,a thousand stars shine in the great sky
heart mother of the beautiful very is the,the heart of the mother is very beautiful,the heart of the mother is very beautiful
city above emerges a gate high star the,a star emerges above the high city gate,a star emerges above the high city gate
brings milk servant a altar for a jar,a servant brings a milk jar for altar,a servant brings a milk jar for altar
of is great the truth power god in,the great power of god is in truth,the great power of god is in truth
jar to temple woman milk brings a a,a woman brings a milk jar to temple,a woman brings a milk jar to temple
great flying town swallow above sky people see,people see swallow great flying above town sky,people see swallow great flying above town sky
command writes carefully and hears scribe king,scribe hears king command and writes carefully,scribe hears king command and writes carefully
near together water drink reed shelter people,people drink water near reed shelter together,people drink water near reed shelter together
calm god sky watches people from with authority,god watches people from sky with calm authority,god watches people from sky with calm authority
to green plant the runs the hare desert,the desert hare runs to the green plant,the desert hare runs to the green plant
inside chick the the quail sits clump papyrus,the quail chick sits inside the papyrus clump,the quail chick sits inside the papyrus clump
altar jar to the brings a a woman,a woman brings a jar to the altar,a woman brings a jar to the altar
river in grows lotus the plant beautiful a,a beautiful lotus plant grows in the river,a beautiful lotus plant grows in the river
sky a in god becomes a the star,a star becomes a god in the sky,a star becomes a god in the sky
man heart truth god sees with of,god sees heart of man with truth,god sees heart of man with truth
the the cobra in youth desert a sees,a youth sees the cobra in the desert,a youth sees the cobra in the desert
the finds peace sweet of lord house the,the lord of the house finds sweet peace,the lord of the house finds sweet peace
the house master the speaks the of truth,the master of the house speaks the truth,the master of the house speaks the truth
power great of gives sun the fire the,the great power of the sun gives fire,the great power of the sun gives fire
heart of the lord all the things sees,the lord of all things sees the heart,the lord of all things sees the heart
sees riverbank coil near cautiously man today snake,man sees snake coil near riverbank cautiously today,man sees snake coil near riverbank cautiously today
horned wall the viper hides in stone the,the horned viper hides in the stone wall,the horned viper hides in the stone wall
the stars thousand a above shine hill desert,a thousand stars shine above the desert hill,a thousand stars shine above the desert hill
for king scribe temple writes book great in,scribe writes book in temple for king great,scribe writes book in temple for king great
a rack scribe in the jars a puts,a scribe puts the jars in a rack,a scribe puts the jars in a rack
earth hoe with tilled the a man a,a man with a hoe tilled the earth,a man with a hoe tilled the earth
bread offering woman for today grain grinds into,woman grinds grain into bread for offering today,woman grinds grain into bread for offering today
opens horizon with god light emerges and,god opens horizon and emerges with light,god opens horizon and emerges with light
ka body spirit woman the enters of the,the spirit ka enters the body of woman,the spirit ka enters the body of woman
sees papyrus scribe a a scroll with truth,a scribe with a papyrus scroll sees truth,a scribe with a papyrus scroll sees truth
sits great a behind temple gate the king,a king sits behind the great temple gate,a king sits behind the great temple gate
sees mirror with a truth a woman the,a woman with a mirror sees the truth,a woman with a mirror sees the truth
star the in becomes horizon a a god,a star becomes a god in the horizon,a star becomes a god in the horizon
road water jar woman carries slowly across town,woman carries water jar across town road slowly,woman carries water jar across town road slowly
morning lotus opens plant in the water the,the lotus plant opens in the morning water,the lotus plant opens in the morning water
power the light great gives the of sun,the great power of the sun gives light,the great power of the sun gives light
to papyrus the a swallow clump flies green,a swallow flies to the green papyrus clump,a swallow flies to the green papyrus clump
mother scribe the for reads book the the,the scribe reads the book for the mother,the scribe reads the book for the mother
a servant the brings in a rack jars,a servant brings the jars in a rack,a servant brings the jars in a rack
desert the great moves land the over storm,the great storm moves over the desert land,the great storm moves over the desert land
the the today to king seated speaks scribe,the scribe speaks to the seated king today,the scribe speaks to the seated king today
on cold is stone belly animal the the,the animal belly is on the cold stone,the animal belly is cold on the stone
of marrow a life finds the venerated man,a man finds the venerated marrow of life,a man finds the venerated marrow of life
a star emerges the from night great sky,a star emerges from the great night sky,a star emerges from the great night sky
walks servant the the road basket a with,the servant with a basket walks the road,the servant with a basket walks the road
a the shine town city stars over thousand,a thousand stars shine over the city town,a thousand stars shine over the city town
god seated the the of sees man heart,the seated god sees the heart of man,the seated god sees the heart of man
a mother heart the very of is good,the heart of a mother is very good,the heart of a mother is very good
twisted rope binds the flax a man into,a man binds the twisted flax into rope,a man binds the twisted flax into rope
father the star becomes the of soul a,the soul of the father becomes a star,the soul of the father becomes a star
a rack brings in the steward a jars,a steward brings the jars in a rack,a steward brings the jars in a rack
wall on beautiful bird the temple sits a,a beautiful bird sits on the temple wall,a beautiful bird sits on the temple wall
a man town with a behind club walks,a man with a club walks behind town,a man with a club walks behind town
man door and opens house safely peace enters,man opens door and enters house safely peace,man opens door and enters house safely peace
shelter the hare the in desert hides reed,the desert hare hides in the reed shelter,the desert hare hides in the reed shelter
rope flax doorway house beside quietly mother braids,mother braids flax rope beside house doorway quietly,mother braids flax rope beside house doorway quietly
king of throne upon sits the power a,a king sits upon the throne of power,a king sits upon the throne of power
place youth riverbank is the for a the,the riverbank is a place for the youth,the riverbank is a place for the youth
town road man sees suddenly crossing near cobra,man sees cobra crossing road near town suddenly,man sees cobra crossing road near town suddenly
venerated man marrow of the the strength is,the venerated marrow is the strength of man,the venerated marrow is the strength of man
water is seen face beautiful the a in,a beautiful face is seen in the water,a beautiful face is seen in the water
for a a heart scribe the chisel uses,a scribe uses a chisel for the heart,a scribe uses a chisel for the heart
quietly beside sharpens man today stone block adze,man sharpens adze beside stone block quietly today,man sharpens adze beside stone block quietly today
to the is made gate city the stone,the gate to the city is made stone,the gate to the city is made stone
a on chisel scribe the uses the stone,the scribe uses a chisel on the stone,the scribe uses a chisel on the stone
things the world sees lord of all the,the lord of all things sees the world,the lord of all things sees the world
great speaks man master to the the old,the old man speaks to the great master,the old man speaks to the great master
head wall a temple bird on the is,a bird head is on the temple wall,a bird head is on the temple wall
scribe washes water before hands writing with,scribe washes hands with water before writing,scribe washes hands with water before writing
a ring to father his daughter a gives,a father gives a ring to his daughter,a father gives a ring to his daughter
places offering altar woman peacefully bread upon loaf,woman places bread loaf upon altar offering peacefully,woman places bread loaf upon altar offering peacefully
on remains brick belly the animal the warm,the animal belly remains on the warm brick,the animal belly remains on the warm brick
heart god strength peace grants eternal stability and,god grants heart peace strength and stability eternal,god grants heart peace strength and stability eternal
a large behind cobra stone the hides brick,a cobra hides behind the large stone brick,a cobra hides behind the large stone brick
river woman star above at sees night sky,woman sees star above river at night sky,woman sees star above river at night sky
great is the a star above temple gate,a star is above the great temple gate,a star is above the great temple gate
for side ox rib is of god a,a side rib of ox is for god,a side rib of ox is for god
the gate is city door bolt the for,the door bolt is for the city gate,the door bolt is for the city gate
servant a loaf gives conical a to father,a servant gives a conical loaf to father,a servant gives a conical loaf to father
find thousand the way to a people peace,a thousand people find the way to peace,a thousand people find the way to peace
queen jars a of thousand for are milk,a thousand jars of milk are for queen,a thousand jars of milk are for queen
together offerings ancestors yearly pillar honor with people,people honor ancestors pillar with offerings yearly together,people honor ancestors pillar with offerings yearly together
a ring to the the servant gives king,the king gives a ring to the servant,the king gives a ring to the servant
the adze sits the on scribe brick of,the adze of the scribe sits on brick,the adze of the scribe sits on brick
slowly horizon road beyond town toward walks scribe,scribe walks road beyond town toward horizon slowly,scribe walks road beyond town toward horizon slowly
green moves through viper horned the field the,the horned viper moves through the green field,the horned viper moves through the green field
the house spirit ka the walls moves between,the spirit ka moves between the house walls,the spirit ka moves between the house walls
from scarab water people ripple see life become,people see scarab become life from water ripple,people see scarab become life from water ripple
land moves west the storm great across the,the great storm moves across the west land,the great storm moves across the west land
with a man the plant sickle a cuts,a man with a sickle cuts the plant,a man with a sickle cuts the plant
mother strong the is very the backbone of,the backbone of the mother is very strong,the backbone of the mother is very strong
queen basket a servant carries to the a,a servant carries a basket to the queen,a servant carries a basket to the queen
begins king field before yearly season flood inspects,king inspects field before flood season begins yearly,king inspects field before flood season begins yearly
reads all the scribe for the papyrus scroll,the scribe reads the papyrus scroll for all,the scribe reads the papyrus scroll scroll scroll for all
above night woman sees star sky at river,woman sees star above river at night sky,woman sees star above river at night sky
eternally stability god grants throne strongly djed to,god grants stability djed to throne eternally strongly,god grants stability djed to throne eternally strongly
for bolt is city door gate the the,the door bolt is for the city gate,the door bolt is for the city gate
grinds today offering woman grain into for bread,woman grinds grain into bread for offering today,woman grinds grain into bread for offering today
a finds the in a sand youth ring,a youth finds a ring in the sand,a youth finds a ring in the sand
plea master of the people hears the all,the master of all people hears the plea,the master of all people hears the plea
above thousand shine stars bank a the river,a thousand stars shine above the river bank,a thousand stars shine above the river bank
lies rope coil behind the basket a of,a coil of rope lies behind the basket,a coil of rope lies behind the basket
great behind gate sits the a king temple,a king sits behind the great temple gate,a king sits behind the great temple gate
lake drinks under water youth sky beside,youth drinks water beside lake under sky,youth drinks water beside lake under sky
stone carefully chisel block beside sharpens scribe,scribe sharpens chisel beside stone block carefully,scribe sharpens chisel beside stone block carefully
of with truth man sees heart god,god sees heart of man with truth,god sees heart of man with truth
life great of sun gives power the the,the great power of the sun gives life,the great power of the sun gives life
gate woman enters and opens town calmly,woman opens gate and enters town calmly,woman opens gate and enters town calmly
the a great to power king city gives,a king gives power to the great city,a king gives power to the great city
is stone of the on the fish backbone,the backbone of the fish is on stone,the backbone of the fish is on stone
game scribe senet plays of a the board,the scribe plays a game of senet board,the scribe plays a game of senet board
the door cobra a behind large hides bolt,a cobra hides behind the large door bolt,a cobra hides behind the large door bolt
place thousand stars the in shine underground a,a thousand stars shine in the underground place,a thousand stars shine in the underground place
life body granting within soul places god,god places soul within body granting life,god places soul within body granting life
master sees every of truth the the all,the master of all every sees the truth,the master of all every sees the truth
speaks the a people truth scribe to the,a scribe speaks the truth to the people,a scribe speaks the truth to the people
daily respect teaches peace mother love and youth,mother teaches youth love peace and respect daily,mother teaches youth love peace and respect daily
house master eats the of bread the the,the master of the house eats the bread,the master of the house eats the bread
the great face is of woman the beautiful,the beautiful face of the woman is great,the beautiful face of the woman is great
star sees river at woman sky night above,woman sees star above river at night sky,woman sees star above river at night sky
place from underground a great emerges the snake,a great snake emerges from the underground place,a great snake emerges from the underground place
old the the sound wind of hears man,the old man hears the sound of wind,the old man hears the sound of wind
the walks the man temple to old gate,the old man walks to the temple gate,the old man walks to the temple gate
hare papyrus the desert clump in the hides,the desert hare hides in the papyrus clump,the desert hare hides in the papyrus clump
the stone cloth a folded seat lies on,a folded cloth lies on the stone seat,a folded cloth lies on the stone seat
a the to a scribe king ring gives,a king gives a ring to the scribe,a king gives a ring to the scribe
truth master the of every all sees the,the master of all every sees the truth,the master of all every sees the truth
eats house loaf the the of master a,the master of the house eats a loaf,the master of the house eats a loaf
mirror face a her with woman sees the,the woman with a mirror sees her face,the woman with a mirror sees her face
softly woman plant lotus holding field walks,woman walks field holding lotus plant softly,woman walks field holding lotus plant softly
of into slowly basket man grain carries town,man carries basket of grain into town slowly,man carries basket of grain into town slowly
a conical gives loaf the youth to father,the father gives a conical loaf to youth,the father gives a conical loaf to youth
lion belly ground a is animal the on,a lion animal belly is on the ground,a lion animal belly is on the ground
king throne to gather before hear people,people gather before throne to hear king,people gather before throne to hear king
a hears of voice the scribe the king,a scribe hears the voice of the king,a scribe hears the voice of the king
people the house of to the master speaks,the master of the house speaks to people,the master of the house speaks to people
the the god of power makes great world,the great power of god makes the world,the great power of god makes the world
in for are rack the master jars the,the jars in rack are for the master,the jars in rack are for the master
ring a gives woman the king to the,the king gives a ring to the woman,the king gives a ring to the woman
of backbone soul the truth the is the,the backbone of the soul is the truth,the backbone of the soul is the truth
the goddess man the old to speaks great,the old man speaks to the great goddess,the old man speaks to the great goddess
of sees master the the house basket the,the master of the house sees the basket,the master of the house sees the basket
the sees beautiful a with man sky authority,a man with authority sees the beautiful sky,a man with authority sees the beautiful sky
will and with man king the drink eat,the man will eat and drink with king,the man will eat and drink with king
of master house the sweet the milk gives,the master of the house gives sweet milk,the master of the house gives sweet milk
backbone a of very the is man straight,the backbone of a man is very straight,the backbone of a man is very straight
leads a people king with the a club,a king with a club leads the people,a king with a club leads the people
an for adze uses the boat scribe the,the scribe uses an adze for the boat,the scribe uses an adze for the boat
the the the scribe of father reads book,the scribe reads the book of the father,the scribe reads the book of the father
life woman the a to beautiful god gives,a god gives life to the beautiful woman,a god gives life to the beautiful woman
fire shelter the reed burns great in the,the great fire burns in the reed shelter,the great fire burns in the reed shelter
papyrus the lotus a grows near plant clump,a lotus plant grows near the papyrus clump,a lotus plant grows near the papyrus clump
soul becomes in a star a the sky,a soul becomes a star in the sky,a soul becomes a star in the sky
water people from life see ripple become scarab,people see scarab become life from water ripple,people see scarab become life from water ripple
the hides plant desert in hare green the,the desert hare hides in the green plant,the desert hare hides in the green plant
animal warm the is stone belly on the,the animal belly is on the warm stone,the animal belly is on the warm stone
stars in sky great shine thousand the a,a thousand stars shine in the great sky,a thousand stars shine in the great sky
on the the of backbone is altar fish,the backbone of the fish is on altar,the backbone of the fish is on altar
in god life birth gives town to people,god gives birth life to people in town,god gives birth life to people in town
finds spirit sky the ka peace in the,the spirit ka finds peace in the sky,the spirit ka finds peace in the sky
gold of house shines above the star the,the star shines above the house of gold,the star shines above the house of gold
gives great god bread to father temple offering,father gives bread offering to god great temple,father gives bread offering to god great temple
a man side cuts the chisel with a,a man with a chisel cuts the side,a man with a chisel cuts the side
youth the a hears the voice father of,a youth hears the voice of the father,a youth hears the voice of the father
of life god power in is the great,the great power of life is in god,the great power of life is in god
