Input,Target,Prediction
heart hear god soul,god hear heart soul,god hear heart soul
plant finds lotus woman,woman finds lotus plant,woman finds lotus plant
king slope sees hill,king sees hill slope,king sees hill slope
climb youth rocky hill,youth climb rocky hill,youth climb rocky hill
road people desert walk,people walk desert road,people walk desert road
finds door bolt scribe,scribe finds door bolt,scribe finds door bolt
see desert man mountain,man see desert mountain,man see desert mountain
desert see mountain man,man see desert mountain,man see desert mountain
man feel spirit strong,man feel strong spirit,man feel strong spirit
mountain finds great youth,youth finds great mountain,youth finds great mountain
ripple water lake finds,water ripple finds lake,water ripple finds lake
seek peace youth sweet,youth seek sweet peace,youth seek sweet peace
jar open woman water,woman open jar water,woman open jar water
west woman see horizon,woman see west horizon,woman see west horizon
bring peace satisfy man,man bring peace satisfy,man bring peace satisfy
man swallow watch sky,man watch swallow sky,man watch swallow sky
god people praise seated,people praise seated god,people praise seated god
life seek youth strong,youth seek strong life,youth seek strong life
hears great fear god,god hears great fear,god hears great fear
basket carry handle woman,woman carry basket handle,woman carry basket handle
youth mother love hold,mother hold youth love,mother hold youth love
father heart prayer hear,father hear heart prayer,father hear heart prayer
river people rope cross,people cross river rope,people cross rope river
sky see star man,man see star sky,man see star sky
god bless plant lotus,god bless lotus plant,god bless lotus plant
god papyrus clump sees,god sees papyrus clump,god sees papyrus clump
honor people king seated,people honor seated king,people honor seated king
woman lotus field plant,woman plant lotus field,woman plant lotus field
servant milk fill jar,servant fill jar milk,servant fill jar milk
mountain youth road climb,youth climb mountain road,youth climb mountain road
servant jar milk fill,servant fill jar milk,servant fill jar milk
city build town people,people build city town,people build city town
people god praise temple,people praise temple god,people praise god temple
town city king sees,king sees city town,king sees city town
woman horizon hear storm,woman hear storm horizon,woman hear storm horizon
road walk field woman,woman walk field road,woman walk field road
drink water man ripple,man drink water ripple,man drink water ripple
cross town people bridge,people cross town bridge,people cross town bridge
finds heart life sweet,heart finds sweet life,heart finds sweet life
follow river man road,man follow river road,man follow river road
scroll papyrus scribe finds,scribe finds papyrus scroll,scribe finds papyrus scroll
offering peace bring woman,woman bring peace offering,woman bring peace offering
strong youth soul seek,youth seek strong soul,youth seek strong soul
hear night woman owl,woman hear night owl,woman hear owl night
god desert horizon see,god see desert horizon,god see desert horizon
woman basket finds handle,woman finds basket handle,woman finds basket handle
father youth guide heart,father guide youth heart,father guide youth heart
king gate great opens,king opens great gate,king opens great gate
teach youth power father,father teach youth power,father teach youth power
desert god watch town,god watch desert town,god watch desert town
strong youth life seek,youth seek strong life,youth seek strong life
woman beautiful lake sees,woman sees beautiful lake,woman sees beautiful lake
give sweet mother heart,mother give sweet heart,mother give sweet heart
watch horizon west god,god watch west horizon,god watch west horizon
hold youth power father,father hold youth power,father hold youth power
book makes scribe great,scribe makes great book,scribe makes great book
sweet love youth life,youth love sweet life,youth love sweet life
servant river open gate,servant open river gate,servant open river gate
west follow road man,man follow west road,man follow west road
cobra hill emerges behind,cobra emerges behind hill,cobra emerges behind hill
hold life woman heart,woman hold heart life,woman hold heart life
bread bring offering man,man bring bread offering,man bring bread offering
mother strength youth guide,mother guide youth strength,mother guide youth strength
god throne people praise,people praise god throne,people praise god throne
people city door open,people open city door,people open city door
sees desert youth snake,youth sees desert snake,youth sees desert snake
man road river follow,man follow river road,man follow river road
great people god praise,people praise great god,people praise great god
board youth senet finds,youth finds senet board,youth finds senet board
lotus field gather people,people gather lotus field,people gather lotus field
youth senet board finds,youth finds senet board,youth finds senet board
heart father voice hear,father hear heart voice,father hear heart voice
twisted man follow flax,man follow twisted flax,man follow twisted flax
bolt makes door hand,hand makes door bolt,hand makes door bolt
finds horizon star king,king finds horizon star,king finds horizon star
feel man strong heart,man feel strong heart,man feel strong heart
town god mountain protect,god protect mountain town,god protect mountain town
loves beautiful father youth,father loves beautiful youth,father loves beautiful youth
mother gives loaf conical,mother gives conical loaf,mother gives conical loaf
feather honor truth people,people honor feather truth,people honor feather truth
vessel servant fill milk,servant fill vessel milk,servant fill vessel milk
woman heart sweet feel,woman feel sweet heart,woman feel sweet heart
ripple bring servant water,servant bring water ripple,servant bring water ripple
temple house servant clean,servant clean house temple,servant clean house temple
milk man bring jar,man bring milk jar,man bring milk jar
mother youth hold hand,mother hold youth hand,mother hold youth hand
feel sweet woman heart,woman feel sweet heart,woman feel sweet heart
grain vessel carry man,man carry grain vessel,man carry grain vessel
loves father mother beautiful,father loves beautiful mother,father loves beautiful mother
folded cloth makes mother,mother makes folded cloth,mother makes folded cloth
carry woman vessel water,woman carry vessel water,woman carry vessel water
soul youth seek strong,youth seek strong soul,youth seek strong soul
bring bread offering man,man bring bread offering,man bring bread offering
love heart woman feel,woman feel love heart,woman feel love heart
ripple water finds lake,water ripple finds lake,water ripple finds lake
build town people city,people build city town,people build city town
stone chisel finds scribe,scribe finds stone chisel,scribe finds stone chisel
walk people road town,people walk town road,people walk town road
cuts strong brick club,strong club cuts brick,strong club cuts brick
servant grain bring jar,servant bring grain jar,servant bring grain jar
father youth life guide,father guide youth life,father guide youth life
youth heart give mother,mother give youth heart,mother give youth heart
house servant gate opens,servant opens house gate,servant opens house gate
see woman lake riverbank,woman see lake riverbank,woman see lake riverbank
servant guard town gate,servant guard town gate,servant guard town gate
servant seat throne guard,servant guard throne seat,servant guard throne seat
god bless town people,god bless people town,god bless people town
ankh life mother give,mother give life ankh,mother give life ankh
plows servant hoe field,servant plows field hoe,servant plows field hoe
woman star horizon see,woman see star horizon,woman see star horizon
ripple river hear woman,woman hear river ripple,woman hear river ripple
papyrus scribe scroll finds,scribe finds papyrus scroll,scribe finds papyrus scroll
man vessel carry water,man carry vessel water,man carry vessel water
strong becomes king god,strong king becomes god,strong king becomes god
scribe skins three sees,scribe sees three skins,scribe sees three skins
soul hear prayer god,god hear soul prayer,god hear soul prayer
chick snake quail finds,snake finds quail chick,snake finds quail chick
open city door people,people open city door,people open city door
great finds soul altar,soul finds great altar,soul finds great altar
god bless field grain,god bless field grain,god bless grain field
handle king basket gives,king gives basket handle,king gives basket handle
heart hear prayer god,god hear heart prayer,god hear heart prayer
king great gives throne,king gives great throne,king gives great throne
sickle plant man cuts,man cuts plant sickle,man cuts plant sickle
soul youth guide father,father guide youth soul,father guide youth soul
woman jar carry water,woman carry jar water,woman carry water jar
beautiful god people loves,god loves beautiful people,god loves beautiful people
god great hears man,man hears great god,man hears great god
fire strength feel man,man feel fire strength,man feel fire strength
man road follow west,man follow west road,man follow west road
stone makes king throne,king makes stone throne,king makes stone throne
sees man star horizon,man sees horizon star,man sees horizon star
servant reed open shelter,servant open reed shelter,servant open reed shelter
god sees truth heart,god sees heart truth,god sees heart truth
youth hare sees desert,youth sees desert hare,youth sees desert hare
see star sky man,man see star sky,man see star sky
god sky hill watch,god watch hill sky,god watch hill sky
heart feel strong woman,woman feel strong heart,woman feel strong heart
hand adze makes stone,hand makes stone adze,hand makes stone adze
swallow man watch sky,man watch swallow sky,man watch swallow sky
city guard throne servant,servant guard city throne,servant guard city throne
guard gate lake servant,servant guard lake gate,servant guard lake gate
god people beautiful loves,god loves beautiful people,god loves beautiful people
reed servant leaf bring,servant bring reed leaf,servant bring reed leaf
sweet milk mother give,mother give sweet milk,mother give sweet milk
mountain climb desert youth,youth climb desert mountain,youth climb desert mountain
storm sky hear father,father hear storm sky,father hear storm sky
board senet youth finds,youth finds senet board,youth finds senet board
snake stone see man,man see snake stone,man see snake stone
field reed plant woman,woman plant reed field,woman plant reed field
strength youth give mother,mother give youth strength,mother give youth strength
life youth guide mother,mother guide youth life,mother guide youth life
eats mouth pellet grain,mouth eats grain pellet,mouth eats grain pellet
honor feather maat people,people honor maat feather,people honor maat feather
see star sky woman,woman see sky star,woman see star sky
ripple water man drink,man drink water ripple,man drink water ripple
seat servant god seated,servant seat seated god,servant seat seated god
lotus gather people field,people gather lotus field,people gather lotus field
god city rule town,god rule city town,god rule city town
old cuts man plant,old man cuts plant,old man cuts plant
reed finds servant shelter,servant finds reed shelter,servant finds reed shelter
sky woman see star,woman see star sky,woman see star sky
snake man see cobra,man see cobra snake,man see cobra snake
door youth bolt sees,youth sees door bolt,youth sees door bolt
chisel stone scribe finds,scribe finds stone chisel,scribe finds stone chisel
beautiful horizon god sees,god sees beautiful horizon,god sees beautiful horizon
bolt door scribe finds,scribe finds door bolt,scribe finds door bolt
house servant clean temple,servant clean house temple,servant clean house temple
makes adze stone hand,hand makes stone adze,hand makes stone adze
protect west people god,god protect west people,god protect west people
makes father reed shelter,father makes reed shelter,father makes reed shelter
youth strength hold father,father hold youth strength,father hold youth strength
man horizon mountain see,man see mountain horizon,man see mountain horizon
river man ripple drink,man drink river ripple,man drink river ripple
finds horizon king star,king finds horizon star,king finds horizon star
feather truth mouth speaks,mouth speaks feather truth,mouth speaks feather truth
woman twisted flax carry,woman carry twisted flax,woman carry twisted flax
youth god speak hears,youth hears god speak,youth hears god speak
god life ankh gives,god gives life ankh,god gives life ankh
becomes ripple big water,water ripple becomes big,water ripple becomes big
servant water vessel fill,servant fill vessel water,servant fill vessel water
throne sees stone king,king sees stone throne,king sees stone throne
see swallow woman west,woman see swallow west,woman see swallow west
sees servant rack jars,servant sees jars rack,servant sees jars rack
old man mountain finds,old man finds mountain,old man finds mountain
god temple gate watch,god watch temple gate,god watch temple gate
king makes city great,king makes great city,king makes great city
scribe hears speak master,master hears scribe speak,scribe hears master speak
cuts adze plant stone,stone adze cuts plant,stone adze cuts plant
sky man star see,man see star sky,man see star sky
see mountain woman horizon,woman see mountain horizon,woman see mountain horizon
reed father leaf makes,father makes reed leaf,father makes reed leaf
people walk west riverbank,people walk west riverbank,people walk riverbank west
earth sky god rule,god rule sky earth,god rule sky earth
sees servant rack jars,servant sees jars rack,servant sees jars rack
carry grain jar man,man carry grain jar,man carry grain jar
sees scribe stone chisel,scribe sees stone chisel,scribe sees stone chisel
old man youth hears,youth hears old man,youth hears old man
life god ankh gives,god gives life ankh,god gives life ankh
desert see man hare,man see desert hare,man see desert hare
king fear people hears,king hears people fear,king hears people fear
drink man water river,man drink river water,man drink water river
father guide love youth,father guide youth love,father guide youth love
star god watch sky,god watch star sky,god watch star sky
sees mountain man road,man sees mountain road,man sees mountain road
king desert sees hill,king sees desert hill,king sees desert hill
gives scroll papyrus scribe,scribe gives papyrus scroll,scribe gives papyrus scroll
god sky people protect,god protect sky people,god protect sky people
life feel youth sweet,youth feel sweet life,youth feel sweet life
seat seated god servant,servant seat seated god,servant seat seated god
god see hill horizon,god see hill horizon,god see hill horizon
man great king becomes,man becomes great king,man becomes great king
people god town protect,god protect town people,god protect town people
offering lotus bring servant,servant bring lotus offering,servant bring lotus offering
woman loves seated man,woman loves seated man,man loves seated woman
honor maat people feather,people honor maat feather,people honor maat feather
sweet peace seek people,people seek sweet peace,people seek sweet peace
god hill sky watch,god watch hill sky,god watch hill sky
reed leaf carry woman,woman carry reed leaf,woman carry reed leaf
scribe finds scroll papyrus,scribe finds papyrus scroll,scribe finds papyrus scroll
pellet bring grain servant,servant bring grain pellet,servant bring grain pellet
god power give strong,god give strong power,god give strong power
servant lotus plant bring,servant bring lotus plant,servant bring lotus plant
desert hill people walk,people walk desert hill,people walk desert hill
finds man great stone,man finds great stone,man finds great stone
milk bring offering servant,servant bring milk offering,servant bring milk offering
great thing gives master,master gives great thing,master gives great thing
open reed servant shelter,servant open reed shelter,servant open reed shelter
road people walk mountain,people walk mountain road,people walk mountain road
king strong god becomes,strong king becomes god,strong king becomes god
temple people god honor,people honor god temple,people honor god temple
gives backbone great power,backbone gives great power,backbone gives great power
finds ring stone king,king finds stone ring,king finds stone ring
river servant fill vessel,servant fill vessel river,servant fill vessel river
bring satisfy servant peace,servant bring peace satisfy,servant bring peace satisfy
chick snake eats quail,snake eats quail chick,snake eats quail chick
rule mountain god sky,god rule mountain sky,god rule mountain sky
man river ripple drink,man drink river ripple,man drink river ripple
servant gate house opens,servant opens house gate,servant opens house gate
twisted flax servant makes,servant makes twisted flax,servant makes twisted flax
god great honor people,people honor great god,people honor great god
gives woman jar milk,woman gives milk jar,woman gives milk jar
servant fill basket grain,servant fill grain basket,servant fill grain basket
hill emerges fire above,fire emerges above hill,fire emerges above hill
throne people honor god,people honor god throne,people honor throne god
plant reed woman shelter,woman plant reed shelter,woman plant reed shelter
finds bolt man door,man finds door bolt,man finds door bolt
horizon storm man see,man see storm horizon,man see storm horizon
mighty hears storm king,king hears mighty storm,king hears mighty storm
river hear woman ripple,woman hear river ripple,woman hear river ripple
man feel heart life,man feel heart life,man feel heart life
clean servant reed mat,servant clean reed mat,servant clean reed mat
grant great god life,god grant great life,god grant great life
animal sees belly man,man sees animal belly,man sees animal belly
guard servant house door,servant guard house door,servant guard house door
strong life youth seek,youth seek strong life,youth seek strong life
life youth soul seek,youth seek soul life,youth seek soul life
youth desert sees snake,youth sees desert snake,youth sees snake desert
man power feel strong,man feel strong power,man feel strong power
servant man seat seated,servant seat seated man,servant seat seated man
man see viper horned,man see horned viper,man see horned viper
throne king stone makes,king makes stone throne,king makes stone throne
bring peace servant offering,servant bring peace offering,servant bring peace offering
mountain woman road walk,woman walk mountain road,woman walk mountain road
coil rope carry man,man carry coil rope,man carry rope coil
bless god power strong,god bless strong power,god bless strong power
mother give youth power,mother give youth power,mother give youth power
give youth mother peace,mother give youth peace,mother give youth peace
give youth mother heart,mother give youth heart,mother give youth heart
clean stool reed servant,servant clean reed stool,servant clean reed stool
desert man finds hare,man finds desert hare,man finds desert hare
feel life woman sweet,woman feel sweet life,woman feel sweet life
mountain rule god sky,god rule mountain sky,god rule mountain sky
gather papyrus people scroll,people gather papyrus scroll,people gather papyrus scroll
mouth peace speaks sweet,mouth speaks sweet peace,mouth speaks sweet peace
walk road people mountain,people walk mountain road,people walk mountain road
protect god grain field,god protect grain field,god protect grain field
scribe papyrus makes clump,scribe makes papyrus clump,scribe makes papyrus clump
servant great temple sees,servant sees great temple,servant sees great temple
woman reed carry leaf,woman carry reed leaf,woman carry reed leaf
woman lotus plant field,woman plant lotus field,woman plant lotus field
bless river people god,god bless river people,god bless river people
father voice youth hear,father hear youth voice,father hear youth voice
sweet eats woman loaf,woman eats sweet loaf,woman eats sweet loaf
servant bolt gate open,servant open gate bolt,servant open gate bolt
god desert see hill,god see desert hill,god see desert hill
find people great thing,people find great thing,people find great thing
god grain field bless,god bless grain field,god bless grain field
peace bring man altar,man bring peace altar,man bring peace altar
youth heart father teach,father teach youth heart,father teach youth heart
rope man coil carry,man carry rope coil,man carry coil rope
rocky hill climb youth,youth climb rocky hill,youth climb rocky hill
desert protect god town,god protect desert town,god protect desert town
mountain man see horizon,man see mountain horizon,man see mountain horizon
life give mother sweet,mother give sweet life,mother give sweet life
god becomes great scarab,scarab becomes great god,scarab becomes great god
city honor people god,people honor god city,people honor god city
heart feel woman peace,woman feel heart peace,woman feel heart peace
hold hand youth father,father hold youth hand,father hold youth hand
father makes reed leaf,father makes reed leaf,father makes reed leaf
eye sees belly animal,eye sees animal belly,eye sees animal belly
servant basket lord bring,servant bring basket lord,servant bring basket lord
strong soul feel youth,youth feel strong soul,youth feel strong soul
god grant life strong,god grant strong life,god grant strong life
hears god soul beautiful,god hears beautiful soul,god hears beautiful soul
becomes scarab great god,scarab becomes great god,scarab becomes great god
field protect god grain,god protect grain field,god protect grain field
become see scarab man,man see scarab become,man see scarab become
people temple stone build,people build stone temple,people build stone temple
hear soul prayer god,god hear soul prayer,god hear soul prayer
grain woman vessel carry,woman carry vessel grain,woman carry grain vessel
woman finds basket handle,woman finds basket handle,woman finds basket handle
horizon god mountain watch,god watch mountain horizon,god watch mountain horizon
life mother youth hold,mother hold youth life,mother hold youth life
father youth peace hold,father hold youth peace,father hold youth peace
man king becomes great,man becomes great king,man becomes great king
father hold power youth,father hold youth power,father hold youth power
youth give mother strength,mother give youth strength,mother give youth strength
father hear river flow,father hear river flow,father hear river flow
offering bread share people,people share bread offering,people share bread offering
mother sees youth beautiful,mother sees beautiful youth,mother sees beautiful youth
father hold strength youth,father hold youth strength,father hold youth strength
king finds rope tethering,king finds tethering rope,king finds tethering rope
river road walk people,people walk river road,people walk river road
god see horizon river,god see river horizon,god see river horizon
servant bread offering gives,servant gives bread offering,servant gives bread offering
reed youth sees shelter,youth sees reed shelter,youth sees reed shelter
grant life god heart,god grant heart life,god grant heart life
climb rocky youth slope,youth climb rocky slope,youth climb rocky slope
gather grain field people,people gather field grain,people gather grain field
sees great father city,father sees great city,father sees great city
walk riverbank woman path,woman walk riverbank path,woman walk riverbank path
cuts brick strong club,strong club cuts brick,strong club cuts brick
beautiful star woman sees,woman sees beautiful star,woman sees beautiful star
god king strong becomes,strong king becomes god,strong king becomes god
father youth voice hear,father hear youth voice,father hear youth voice
man lord basket carry,man carry basket lord,man carry basket lord
see star woman horizon,woman see star horizon,woman see star horizon
becomes star soul ba,soul ba becomes star,soul ba becomes star
beautiful sees youth mother,mother sees beautiful youth,mother sees beautiful youth
walk west river people,people walk river west,people walk river west
makes offering woman sweet,woman makes sweet offering,woman makes sweet offering
youth father hold life,father hold youth life,father hold youth life
city rule god town,god rule city town,god rule city town
temple stone build people,people build stone temple,people build stone temple
seek power youth strong,youth seek strong power,youth seek strong power
riverbank people cross hill,people cross riverbank hill,people cross riverbank hill
serve servant king seated,servant serve seated king,servant serve seated king
hare see desert man,man see desert hare,man see desert hare
lotus bring servant offering,servant bring lotus offering,servant bring lotus offering
horizon sky watch god,god watch sky horizon,god watch horizon sky
servant gives milk jar,servant gives milk jar,servant gives milk jar
master mighty hears storm,master hears mighty storm,master hears mighty storm
river fill servant vessel,servant fill vessel river,servant fill vessel river
great youth sees town,youth sees great town,youth sees great town
beautiful king sees city,king sees beautiful city,king sees beautiful city
see horizon god hill,god see hill horizon,god see hill horizon
house build people stone,people build stone house,people build stone house
mountain road foot finds,foot finds mountain road,foot finds mountain road
lotus plant youth sees,youth sees lotus plant,youth sees lotus plant
finds stone man vessel,man finds stone vessel,man finds stone vessel
seated honor people king,people honor seated king,people honor seated king
strong becomes gate temple,temple gate becomes strong,temple gate becomes strong
road guide mother youth,mother guide youth road,mother guide youth road
woman lake walk road,woman walk lake road,woman walk lake road
ring scarab stone becomes,scarab becomes stone ring,scarab becomes stone ring
seat throne king sees,king sees seat throne,king sees seat throne
watch lotus field god,god watch lotus field,god watch lotus field
strong power youth feel,youth feel strong power,youth feel strong power
bring satisfy peace man,man bring peace satisfy,man bring peace satisfy
milk vessel man bring,man bring milk vessel,man bring milk vessel
grain field god bless,god bless field grain,god bless field grain
road riverbank walk woman,woman walk riverbank road,woman walk riverbank road
strength feel man heart,man feel heart strength,man feel heart strength
servant house gate guard,servant guard house gate,servant guard house gate
seek heart youth sweet,youth seek sweet heart,youth seek sweet heart
grant strong god power,god grant strong power,god grant strong power
life mother give sweet,mother give sweet life,mother give sweet life
feel strong man heart,man feel strong heart,man feel strong heart
guide youth father love,father guide youth love,father guide youth love
authority servant master hears,servant hears master authority,servant hears master authority
finds rope hand coil,hand finds coil rope,hand finds coil rope
servant opens gate house,servant opens house gate,servant opens house gate
fear heart finds great,heart finds great fear,heart finds great fear
west man follow road,man follow west road,man follow west road
flax scribe makes twisted,scribe makes twisted flax,scribe makes twisted flax
shelter sees king reed,king sees reed shelter,king sees reed shelter
sees woman plant lotus,woman sees lotus plant,woman sees lotus plant
strong plows field man,strong man plows field,strong man plows field
water ripple becomes big,water ripple becomes big,water ripple becomes big
servant offering gives bread,servant gives bread offering,servant gives bread offering
lotus woman garden plant,woman plant lotus garden,woman plant lotus garden
god gives stone stability,god gives stability stone,god gives stability stone
maat feather honor people,people honor maat feather,people honor maat feather
fear hears king people,king hears people fear,king hears people fear
horizon god sky watch,god watch sky horizon,god watch horizon sky
jar woman carry water,woman carry water jar,woman carry jar water
stone finds ring youth,youth finds stone ring,youth finds stone ring
sweet truth mouth speaks,mouth speaks sweet truth,mouth speaks sweet truth
west protect town god,god protect west town,god protect west town
life sweet woman love,woman love sweet life,woman love sweet life
open city servant bolt,servant open city bolt,servant open city bolt
hill sees youth desert,youth sees desert hill,youth sees desert hill
people road hill walk,people walk hill road,people walk hill road
mother gives offering sweet,mother gives sweet offering,mother gives sweet offering
hare desert hill sees,desert hare sees hill,desert hare sees hill
star horizon sees man,man sees horizon star,man sees horizon star
riverbank see god people,god see riverbank people,god see riverbank people
grain carry jar man,man carry grain jar,man carry grain jar
man ripple drink water,man drink water ripple,man drink water ripple
soul star ba becomes,soul ba becomes star,soul ba becomes star
djed stability pillar gives,pillar gives stability djed,pillar gives stability djed
mountain see horizon god,god see mountain horizon,god see mountain horizon
desert viper finds horned,horned viper finds desert,horned viper finds desert
mother life youth give,mother give youth life,mother give youth life
walk people west road,people walk west road,people walk west road
stool servant clean reed,servant clean reed stool,servant clean reed stool
woman bring peace offering,woman bring peace offering,woman bring peace offering
gather field grain people,people gather field grain,people gather grain field
god becomes strong king,strong king becomes god,strong king becomes god
temple build people pillar,people build temple pillar,people build temple pillar
king seated servant serve,servant serve seated king,servant serve seated king
servant fill basket grain,servant fill grain basket,servant fill grain basket
city open people gate,people open city gate,people open city gate
storm man fear sky,man fear storm sky,man fear storm sky
slope hill eye sees,eye sees hill slope,eye sees hill slope
woman walk horizon road,woman walk horizon road,woman walk horizon road
see cobra man hill,man see cobra hill,man see cobra hill
grain people pellet gather,people gather grain pellet,people gather grain pellet
see ka woman spirit,woman see ka spirit,woman see ka spirit
animal sees man belly,man sees animal belly,man sees animal belly
finds bolt door servant,servant finds door bolt,servant finds door bolt
bless temple god throne,god bless throne temple,god bless throne temple
throne city servant guard,servant guard city throne,servant guard city throne
hill man see desert,man see desert hill,man see desert hill
finds mountain old man,old man finds mountain,old man finds mountain
king people seated honor,people honor seated king,people honor seated king
hold heart woman child,woman hold child heart,woman hold child heart
god field people protect,god protect field people,god protect field people
watch sky people god,god watch sky people,god watch sky people
bless god god seated,god bless seated god,god bless seated god
mother youth teach love,mother teach youth love,mother teach youth love
open people town door,people open town door,people open town door
water ripple becomes river,water ripple becomes river,water ripple becomes river
door bolt sees youth,youth sees door bolt,youth sees door bolt
peace offering woman bring,woman bring peace offering,woman bring peace offering
man king becomes great,man becomes great king,man becomes great king
seated god bless throne,god bless seated throne,god bless seated throne
fill servant jar water,servant fill jar water,servant fill jar water
soul feel man strong,man feel strong soul,man feel strong soul
god city people praise,people praise god city,people praise god city
love heart feel woman,woman feel love heart,woman feel love heart
desert king sees hill,king sees desert hill,king sees desert hill
shore lake cross people,people cross lake shore,people cross lake shore
god horizon mountain watch,god watch mountain horizon,god watch mountain horizon
adze cuts stone plant,stone adze cuts plant,adze cuts stone plant
snake quail finds chick,snake finds quail chick,snake finds quail chick
west river walk people,people walk river west,people walk river west
bolt finds servant door,servant finds door bolt,servant finds door bolt
rope king finds tethering,king finds tethering rope,king finds tethering rope
leaf gather reed people,people gather reed leaf,people gather reed leaf
road walk people town,people walk town road,people walk town road
fear people mighty fire,people fear mighty fire,people fear mighty fire
woman see sky star,woman see sky star,woman see star sky
god people soul hear,god hear people soul,god hear soul people
offering grain servant bring,servant bring grain offering,servant bring grain offering
authority servant master hears,servant hears master authority,servant hears master authority
finds woman lotus plant,woman finds lotus plant,woman finds lotus plant
youth town sees great,youth sees great town,youth sees great town
grant heart life god,god grant heart life,god grant heart life
give life strong mother,mother give strong life,mother give strong life
storm man feel fear,man feel storm fear,man feel fear storm
great gives god life,god gives great life,god gives great life
god horizon sky see,god see horizon sky,god see horizon sky
woman plant leaf reed,woman plant reed leaf,woman plant reed leaf
sweet woman eats loaf,woman eats sweet loaf,woman eats sweet loaf
coil servant rope bring,servant bring rope coil,servant bring rope coil
seek heart youth life,youth seek heart life,youth seek heart life
writing beautiful sees scribe,scribe sees beautiful writing,scribe sees beautiful writing
youth climb road mountain,youth climb mountain road,youth climb mountain road
river flow man watch,man watch river flow,man watch river flow
carry water vessel man,man carry vessel water,man carry vessel water
king sees beautiful city,king sees beautiful city,king sees beautiful city
quail chick owl sees,owl sees quail chick,owl sees quail chick
sees horizon king beautiful,king sees beautiful horizon,king sees beautiful horizon
west walk horizon people,people walk horizon west,people walk west horizon
god horizon watch lake,god watch lake horizon,god watch lake horizon
servant house mat clean,servant clean house mat,servant clean house mat
gives great life god,god gives great life,god gives great life
sees slope eye hill,eye sees hill slope,eye sees hill slope
cobra water emerges ripple,cobra emerges water ripple,cobra emerges water ripple
servant jars sees rack,servant sees jars rack,servant sees jars rack
papyrus scroll bring servant,servant bring papyrus scroll,servant bring papyrus scroll
emerges cobra behind hill,cobra emerges behind hill,cobra emerges behind hill
river water man drink,man drink water river,man drink water river
plant sickle man cuts,man cuts plant sickle,man cuts plant sickle
lift man pillar stone,man lift stone pillar,man lift stone pillar
cobra finds belly animal,cobra finds animal belly,cobra finds animal belly
gate city servant guard,servant guard city gate,servant guard city gate
power father youth teach,father teach youth power,father teach youth power
basket woman grain carry,woman carry basket grain,woman carry basket grain
sees king horizon star,king sees horizon star,king sees horizon star
fill jar servant milk,servant fill milk jar,servant fill jar milk
heart god hears authority,heart hears god authority,heart hears god authority
give ankh life mother,mother give life ankh,mother give life ankh
people hill slope cross,people cross hill slope,people cross hill slope
mouth feather speaks truth,mouth speaks feather truth,mouth speaks feather truth
night watch owl silent,owl watch silent night,owl watch silent night
people god mountain protect,god protect mountain people,god protect mountain people
reed woman carry leaf,woman carry reed leaf,woman carry reed leaf
horizon mountain god watch,god watch mountain horizon,god watch mountain horizon
bolt open servant house,servant open house bolt,servant open house bolt
servant temple guard door,servant guard temple door,servant guard temple door
mountain climb desert youth,youth climb desert mountain,youth climb desert mountain
king guard seated servant,servant guard seated king,servant guard seated king
bless life god great,god bless great life,god bless great life
see cobra man hill,man see cobra hill,man see cobra hill
youth guide soul mother,mother guide youth soul,mother guide youth soul
viper see horned man,man see horned viper,man see horned viper
sky watch god star,god watch star sky,god watch star sky
reed people leaf gather,people gather reed leaf,people gather reed leaf
seek youth power strong,youth seek strong power,youth seek strong power
owl horizon see man,man see owl horizon,man see owl horizon
desert hare finds man,man finds desert hare,man finds desert hare
desert cross people road,people cross desert road,people cross desert road
god beautiful people loves,god loves beautiful people,god loves beautiful people
woman riverbank walk path,woman walk riverbank path,woman walk riverbank path
plant garden lotus woman,woman plant lotus garden,woman plant lotus garden
cuts old man plant,old man cuts plant,old man cuts plant
sees mighty lord people,mighty lord sees people,mighty lord sees people
people praise throne god,people praise god throne,people praise god throne
gate king great opens,king opens great gate,king opens great gate
throne god rule sky,god rule throne sky,god rule throne sky
protect town field god,god protect field town,god protect field town
sky horizon god rule,god rule horizon sky,god rule horizon sky
head sees woman swallow,woman sees swallow head,woman sees swallow head
heart woman feel peace,woman feel heart peace,woman feel heart peace
follow road people desert,people follow desert road,people follow desert road
spirit hold mother youth,mother hold youth spirit,mother hold youth spirit
servant temple open gate,servant open temple gate,servant open temple gate
sweet god offering hears,god hears sweet offering,god hears sweet offering
god protect mountain town,god protect mountain town,god protect mountain town
fire fear mighty people,people fear mighty fire,people fear mighty fire
grant power god people,god grant power people,god grant people power
brick lift backbone man,man lift brick backbone,man lift brick backbone
people honor ba soul,people honor soul ba,people honor soul ba
water river becomes ripple,water ripple becomes river,water ripple becomes river
three scribe skins sees,scribe sees three skins,scribe sees three skins
rope carry vessel people,people carry rope vessel,people carry rope vessel
feel man heart life,man feel heart life,man feel heart life
west riverbank walk people,people walk riverbank west,people walk riverbank west
bring offering bread man,man bring bread offering,man bring bread offering
father skins three gives,father gives three skins,father gives three skins
people town open gate,people open town gate,people open town gate
makes brick scribe stone,scribe makes stone brick,scribe makes stone brick
river rope people cross,people cross rope river,people cross rope river
servant guard king seated,servant guard seated king,servant guard seated king
youth chisel finds stone,youth finds stone chisel,youth finds stone chisel
man cobra stone see,man see cobra stone,man see cobra stone
