Scattered Input,Ground Truth,Reconstructed,CosSim
/ town gives birth begets authority strength / force,authority strength / force gives birth / begets town,authority strength / force gives birth / begets town,1.0000001192092896
basket milk jar with handle vessel,basket with handle milk jar vessel,basket with handle milk jar vessel,1.0000001192092896
stability door gate (djed) house bolt,door bolt gate stability (djed) house,door bolt gate stability (djed) house,1.0
he king (king) people sedge / above,sedge (king) he / king above people,sedge (king) above people,0.9514922499656677
swallow (great) hill sky mountain above,swallow (great) sky above mountain hill,swallow (great) sky above mountain hill,0.9999999403953552
head bird eye star sees of,head of bird eye sees star,head of bird eye sees star,1.0000001192092896
head / pellet grain ox of field,head of ox grain / pellet field,head of ox grain / pellet field,1.000000238418579
flax coil twisted riverbank rope of,twisted flax coil of rope riverbank,twisted flax coil of rope riverbank,1.0
/ seated senet stool board mat man,senet board stool / mat seated man,senet board stool / mat seated man,1.0000001192092896
animal gives / placenta birth belly begets,placenta animal belly gives birth / begets,animal belly placenta gives birth / begets,0.9904192090034485
cloth thing folded fox three skins,three fox skins folded cloth thing,three fox skins folded cloth thing,1.0000001192092896
pillar strong / / side backbone grandfather rib,side / rib backbone pillar / grandfather strong,side / rib backbone strong pillar / grandfather,0.9906402826309204
offering grain peace / / altar pellet thousand,thousand grain / pellet offering peace / altar,thousand grain / pellet offering peace / altar,1.0
life field (ankh) plows (tills) sickle,sickle plows (tills) field life (ankh),sickle plows (tills) field life (ankh),1.0000001192092896
road city town plows (repeated) / hoe,hoe plows (repeated) road city / town,hoe plows (repeated) road city / town,1.0
reed lake river shelter clump papyrus,reed shelter papyrus clump lake river,reed shelter lake papyrus clump river,0.9902296662330627
writing leaf scroll papyrus reed scribe /,reed leaf writing / scribe papyrus scroll,reed leaf writing / scribe papyrus scroll,1.0000001192092896
coil rope tethering of gate rope,tethering rope coil of rope gate,coil of rope tethering rope gate,0.990859866142273
rack in jars ring vessel stone,ring stone vessel jars in rack,ring stone vessel jars in rack stone,0.9870560765266418
viper snake horned hill desert fear,horned viper snake fear desert hill,horned viper snake fear desert hill,1.0000001192092896
head bird of owl sees bird,owl head of bird sees bird,owl head of bird sees bird,0.9999999403953552
city town foot town riverbank road /,foot road riverbank town city / town,foot road riverbank town town,0.9555041193962097
thing stroke single (plural marker) stroke,single stroke stroke (plural marker) thing,single stroke stroke (plural marker) thing,0.9999999403953552
(ba) (ankh) (spirit) god ka soul life,ka (spirit) soul (ba) life (ankh) god,ka (spirit) soul (ba) life (ankh) god,1.0
peace satisfy mountain horizon sky / west,west mountain horizon sky peace / satisfy,west mountain horizon sky peace / satisfy,1.0000001192092896
father good mother / marrow venerated / beautiful,venerated / marrow father mother beautiful / good,venerated / marrow father mother beautiful / good,1.0000001192092896
mighty great negation (no/not) fear / god,negation (no/not) fear great / mighty god,negation (no/not) fear great / mighty god,1.0000001192092896
opens is exists (or / road gate found),opens / exists (or is found) gate road,opens / exists (or is found) gate road,1.0000001192092896
great / sky storm mountain fire mighty,storm fire sky great / mighty mountain,storm fire sky great / mighty mountain,1.0000001192092896
horizon water ripple (great) emerge swallow,swallow (great) emerge horizon water ripple,swallow (great) emerge horizon water ripple,1.0000001192092896
life belly / gives birth begets placenta animal,animal belly placenta gives birth / begets life,animal belly placenta gives birth / begets life,1.0
all) / good / (lord beautiful basket thing,basket (lord / all) thing beautiful / good,basket (lord / all) thing beautiful / good,0.9999999403953552
king authority / power / strength force he,strength / force power authority he / king,authority power strength / force he / king,0.9821707010269165
to gate / behind retreat return / back,to return / retreat behind / back gate,to return / retreat behind / back gate,1.000000238418579
upon slope / brick hill face house,face / upon hill slope brick house,face / upon hill slope brick house,1.0000001192092896
plant love / heart lotus beautiful good,heart love beautiful / good lotus plant,heart love beautiful / good lotus plant,0.9999999403953552
bread eat mouth speak jar drink / /,mouth eat / drink / speak bread jar,mouth eat / drink / speak bread jar,1.0
do strong / make forearm to hand,forearm strong hand to do / make,forearm strong hand to do / make,1.0
seat adze great / chisel throne stone,chisel adze stone seat / throne great,chisel adze stone seat / throne great,1.0000001192092896
snake cobra force club strength fear /,club strength / force fear cobra snake,club strength / force fear cobra snake,1.0
water snake ripple emerge lake underground,underground lake water ripple snake emerge,underground lake water ripple snake emerge,1.0000001192092896
man scribe book seated me) / (i,seated man (i / me) scribe book,seated man (i / me) scribe book,1.0000001192092896
seated plant woman love lotus peace,seated woman love lotus plant peace,seated woman love lotus plant peace,1.0
mighty great authority (king) / sedge power,sedge (king) authority great / mighty power,sedge (king) authority great / mighty power,1.0000001192092896
altar peace conical loaf / (give) offering,conical loaf (give) offering peace / altar,conical loaf (give) offering peace / altar,1.0000001192092896
coil rope rope tethering of riverbank,coil of rope tethering rope riverbank,coil of rope tethering rope riverbank,1.0
hill mountain star sky horizon desert,horizon star sky mountain desert hill,horizon star sky mountain desert hill,1.0
soul father old / venerated marrow man,old man venerated / marrow father soul,old man venerated / marrow father soul,1.0000001192092896
head horizon bird of quail chick,quail chick head of bird horizon,quail chick head of bird horizon,1.0
life (ankh) star / scarab become mighty great /,scarab / become life (ankh) great / mighty star,scarab / become great / mighty life (ankh),0.8988046050071716
papyrus river lake ripple water clump,river water ripple lake papyrus clump,lake water ripple papyrus clump river,0.9839199185371399
mountain desert slope hill above sky,sky above mountain desert hill slope,sky above mountain desert hill slope,1.0000001192092896
/ big / seat king great / throne he,he / king seat / throne great / big,great / big he / king seat / throne,0.9629012942314148
house / to do brick servant make,servant to do / make brick house,servant to do / make brick house,1.0
birth gives life mother youth / begets,mother gives birth / begets youth life,mother gives birth / begets youth life,1.0000001192092896
youth heart love / beautiful father good,father heart love beautiful / good youth,father heart love beautiful / good youth,1.0000001192092896
hear / old (truth/maat) feather listen man,old man hear / listen feather (truth/maat),old man hear / listen feather (truth/maat),1.0
/ hand scribe writing scroll scribe papyrus,scribe writing / scribe papyrus scroll hand,writing / scribe papyrus scroll hand scribe,0.9846800565719604
god (ankh) life heart soul deity /,god / deity life (ankh) heart soul,god / deity life (ankh) heart soul,0.9999998807907104
/ god eye / upon deity face sees,eye sees face / upon god / deity,eye sees face / upon god / deity,1.0
/ drink mouth bread loaf speak / eat,mouth eat / drink / speak bread loaf,mouth eat / drink / speak loaf bread,0.9960804581642151
of bread offering / loaf peace altar,loaf of bread offering peace / altar,loaf of bread offering peace / altar,1.0000001192092896
vessel jar satisfy jar milk peace /,vessel jar milk jar peace / satisfy,vessel jar milk jar peace / satisfy,0.9999999403953552
town city / town road town gate,road city / town gate town town,road town gate town town,0.956121027469635
foot back house road / behind brick,foot road behind / back brick house,foot road behind / back brick house,1.0
thing to thing make hand / do,hand to do / make thing thing,hand to do / make thing thing,1.0000001192092896
grain field pellet plant hoe plows /,field plant grain / pellet hoe plows,field plant grain / pellet hoe plows,1.000000238418579
great sickle plows / field mighty (tills),sickle plows (tills) great / mighty field,sickle plows (tills) great / mighty field,1.0
power / (djed) stability grandfather pillar authority,stability (djed) pillar / grandfather power authority,stability (djed) pillar / grandfather power authority,1.0000001192092896
(lord) / authority master (every) force / strength all,authority strength / force master (lord) / all (every),authority strength / force master (lord) / all (every),1.0000001192092896
(ba) god soul (ankh) life (spirit) ka,soul (ba) ka (spirit) life (ankh) god,ka (spirit) soul (ba) life (ankh) god,0.987016499042511
(truth/maat) peace feather content / heart (satisfied),feather (truth/maat) heart peace / content (satisfied),feather (truth/maat) heart peace / content (satisfied),1.0
storm sky fire slope hill mountain,storm fire sky mountain hill slope,storm fire sky mountain hill slope,1.0000001192092896
star emerge (great) sky swallow horizon,swallow (great) emerge horizon sky star,swallow (great) emerge horizon sky star,1.0000001192092896
horizon of quail head bird sky chick,quail chick head of bird horizon sky,quail chick head of bird sky horizon,0.9940330982208252
town sedge (king) town / city people,sedge (king) people city / town town,sedge (king) people city / town town,1.0
basket / great thing / big all) (lord,basket (lord / all) thing great / big,basket (lord / all) thing great / big,1.0
chisel house stone city brick adze,adze chisel stone brick house city,adze chisel brick house city stone,0.9684139490127563
do make strong forearm thing / to,forearm strong to do / make thing,forearm strong to do / make thing,1.0
flax rope coil twisted rope of,twisted flax rope coil of rope,twisted flax rope coil of rope,1.0
tethering rope jars vessel ring stone,tethering rope ring stone vessel jars,tethering rope ring stone vessel jars,1.0
/ thousand deity / god altar offering peace,thousand offering peace / altar god / deity,thousand offering peace / altar god / deity,1.0
force / strength backbone rib / power side,side / rib backbone strength / force power,side / rib backbone strength / force power,1.0
underground emerge water river ripple snake,underground snake emerge water ripple river,underground snake emerge water ripple river,1.0000001192092896
west heart satisfy horizon / peace mountain,west mountain horizon peace / satisfy heart,west mountain horizon peace / satisfy heart,1.0
venerated / marrow old soul (ba) man,venerated / marrow old man soul (ba),old man venerated / marrow soul (ba),0.9770663976669312
/ found) (or is exists opens road town,opens / exists (or is found) road town,opens / exists (or is found) road town,1.0
god deity / (or like as example) /,like / as (or example) god / deity,like / as (or example) god / deity,1.0
placenta belly begets gives birth animal /,animal belly placenta gives birth / begets,animal belly placenta gives birth / begets,1.0000001192092896
clump papyrus lake reed river shelter,reed shelter lake papyrus clump river,reed shelter lake papyrus clump river,1.0000001192092896
/ good life sweet beautiful lotus plant,lotus plant sweet beautiful / good life,beautiful / good lotus plant sweet life,0.9731621146202087
chisel adze stone big throne / / seat great,adze chisel stone seat / throne great / big,chisel adze stone seat / throne great / big,0.986034631729126
venerated heart father (ba) soul / hear marrow,venerated / marrow father hear heart soul (ba),venerated / marrow father hear heart soul (ba),1.0
authority strength / mighty king power force / he / great,authority strength / force power he / king great / mighty,authority strength / force great / mighty he / king power great / mighty,0.9787837862968445
papyrus swallow lake riverbank clump river,lake riverbank papyrus clump river swallow,lake riverbank papyrus clump river swallow,1.0000001192092896
three folded / beautiful thing skins fox cloth good,three fox skins folded cloth thing beautiful / good,three fox skins folded cloth thing beautiful / good,1.0000001192092896
birth belly animal (ankh) youth / gives life begets,animal belly gives birth / begets youth life (ankh),animal belly gives birth / begets youth life (ankh),1.0
mountain star horizon sky above,horizon star sky above mountain,horizon star sky above mountain,0.9999999403953552
peace with / milk handle altar vessel jar basket,basket with handle milk jar vessel peace / altar,basket with handle milk jar vessel peace / altar,1.0000001192092896
city town door house gate (djed) bolt stability /,door bolt gate stability (djed) house city / town,door bolt gate stability (djed) house city / town,0.9999999403953552
mighty / he (king) king great sedge authority / people,sedge (king) he / king great / mighty authority people,sedge (king) authority great / mighty he / king,0.9642778038978577
plows / field pellet (tills) grain strong sickle,sickle plows (tills) grain / pellet field strong,sickle plows (tills) grain / pellet field strong,1.0000001192092896
emerge good beautiful / horizon (great) sky swallow,swallow (great) emerge horizon sky beautiful / good,swallow (great) emerge horizon sky beautiful / good,1.0
viper horned fear desert hill snake slope,horned viper snake fear desert hill slope,horned viper snake fear desert hill slope,0.9999999403953552
seated stool mat peace man / satisfy senet / board,senet board stool / mat seated man peace / satisfy,senet board stool / mat seated man peace / satisfy,1.0000001192092896
/ / offering deity god / mighty great thousand altar peace,thousand offering peace / altar god / deity great / mighty,thousand offering peace / altar god / deity great / mighty,1.0
scribe / writing book hand papyrus scroll scribe,writing / scribe book papyrus scroll hand scribe,writing / scribe book papyrus scroll hand scribe,1.0000001192092896
loaf mouth vessel / jar of bread speak eat drink /,mouth eat / drink / speak loaf of bread jar vessel,mouth eat / drink / speak loaf of bread jar vessel,1.0
/ man marrow become life old venerated (ankh) youth,youth become old man life (ankh) venerated / marrow,youth become old man life (ankh) venerated / marrow,1.0
sweet (ankh) / plant heart beautiful lotus good life,lotus plant sweet beautiful / good life (ankh) heart,lotus plant sweet beautiful / good life (ankh) heart,1.0000001192092896
strong stability (djed) backbone rib side / power,side / rib backbone strong power stability (djed),side / rib backbone strong power stability (djed),1.0
tethering with of coil handle hand rope basket rope,coil of rope tethering rope basket with handle hand,coil of rope tethering rope basket with handle hand,1.0000001192092896
ripple water river underground snake emerge,underground snake river water ripple emerge,underground snake emerge water ripple river,0.9427063465118408
west slope horizon mountain desert hill,west mountain desert hill slope horizon,west mountain desert hill slope horizon,1.0
opens exists city town road gate / (or found) is / town,opens / exists (or is found) gate road town city / town,opens / exists (or is found) gate road city / town town,0.9987716674804688
/ / / to behind return house retreat town gate city back,to return / retreat behind / back gate city / town house,to return / retreat behind / back gate city / town,0.9658191800117493
(ba) / soul mighty / life god ka great (spirit) (ankh) deity,ka (spirit) soul (ba) life (ankh) god / deity great / mighty,ka (spirit) soul (ba) life (ankh) god / deity great / mighty,1.0
of hoe strong head grain / field pellet ox,head of ox grain / pellet field hoe strong,head of ox grain / pellet field hoe strong,1.0000001192092896
sky of bird head eye sees star,head of bird eye sees star sky,head of bird eye sees star sky,1.0
hand leaf / make book scribe / to writing do reed,reed leaf writing / scribe hand to do / make book,reed leaf writing / scribe hand to do / make book,1.0000001192092896
lotus clump river shelter plant lake papyrus reed,reed shelter lake papyrus clump river lotus plant,lake papyrus clump river shelter lake,0.7541261315345764
youth animal gives birth life / belly begets placenta,placenta animal belly gives birth / begets youth life,animal belly placenta gives birth / begets youth life,0.9915915727615356
big city / great town house / town brick,brick house city / town town great / big,great / big brick house city / town town,0.9748564958572388
make / great good hand mighty thing do to / beautiful /,hand to do / make thing beautiful / good great / mighty,hand to do / make thing beautiful / good great / mighty,1.0
to brick make do forearm strong / hand,forearm strong hand to do / make brick,forearm strong hand to do / make brick,1.0
storm fire sky great / fear mighty,storm fire sky great / mighty fear,storm fire sky fear great / mighty,0.9664364457130432
authority / people he hear / king great listen,people hear / listen authority he / king great,people hear / listen authority he / king great,1.0
(upon) on slope house / town hill brick face,face / on (upon) hill slope brick house town,face / on (upon) hill slope brick house town,1.0000001192092896
/ as / example) force power god (or / deity like strength,like / as (or example) god / deity power strength / force,like / as (or example) god / deity power strength / force,1.0000001192092896
(satisfied) heart loaf content peace bread loaf of / (give) conical,conical loaf (give) loaf of bread heart peace / content (satisfied),conical loaf (give) loaf of bread heart peace / content (satisfied),0.9999999403953552
jar peace jar altar vessel / milk jars rack in,jar vessel jars in rack milk jar peace / altar,vessel jars in rack milk jar peace / altar,0.9902337193489075
great jars vessel stone rack in ring,ring stone vessel jars in rack great,great ring stone vessel jars in rack stone,0.9750138521194458
great stroke marker) thing (plural stroke single / big,single stroke stroke (plural marker) thing great / big,single stroke stroke (plural marker) thing great / big,1.0000001192092896
(ankh) upon beautiful (ba) face life / god / good soul,beautiful / good face / upon soul (ba) life (ankh) god,beautiful / good face / upon soul (ba) life (ankh) god,1.0000001192092896
king listen authority (lord) servant (every) all hear master / /,master (lord) / all (every) servant hear / listen authority king,master (lord) / all (every) servant hear / listen authority king,1.0000001192092896
/ strong power force authority strength great / mighty,authority power great / mighty strength / force strong,authority power great / mighty strength / force strong,0.9999999403953552
mother begets / youth life gives father birth,father mother gives birth / begets youth life,father mother gives birth / begets youth life,1.0
soul (ba) heart (satisfied) / peace life content (ankh) god,heart peace / content (satisfied) soul (ba) life (ankh) god,god / soul (ba) heart peace / content life (ankh),0.9569146633148193
sky desert mountain hill horizon above,horizon above desert hill mountain sky,horizon sky above mountain desert hill,0.9833019971847534
stability (djed) / grandfather town pillar great house / city,stability (djed) pillar / grandfather house city / town great,stability (djed) pillar / grandfather house city / town great,0.9999999403953552
stool chisel to adze / do mat make stone /,adze chisel to do / make stool / mat stone,adze chisel to do / make stool / mat stone,1.0
with in vessel basket jar milk handle jars rack,basket with handle jars in rack milk jar vessel,basket with handle jars in rack milk jar vessel,1.0
pillar / bolt house (djed) stability grandfather door gate,door bolt gate house stability (djed) pillar / grandfather,door bolt gate house stability (djed) pillar / grandfather,1.0000001192092896
sedge / (king) (every) authority / (lord) all master town king he,sedge (king) authority he / king master (lord) / all (every) town,sedge (king) authority he / king master (lord) / all (every) town,1.0
quail of (great) bird chick horizon swallow head sky,quail chick head of bird swallow (great) sky horizon,quail chick head of bird swallow (great) sky horizon,1.0
servant fox folded beautiful thing / cloth three good skins,three fox skins folded cloth thing beautiful / good servant,three fox skins folded cloth thing beautiful / good servant,1.0000001192092896
birth gives placenta begets belly / side youth / animal rib,side / rib animal belly placenta gives birth / begets youth,side / rib animal belly placenta gives birth / begets youth,1.0000001192092896
grain / peace pellet offering / thousand heart altar,thousand grain / pellet offering peace / altar heart,thousand grain / pellet offering peace / altar heart,0.9999999403953552
plows water ripple field sickle (tills) road river,sickle plows (tills) field river water ripple road,sickle plows (tills) field river water ripple road,0.9999999403953552
hoe road (repeated) hill desert slope mountain plows,hoe plows (repeated) road mountain desert hill slope,hoe plows (repeated) road mountain desert hill slope,1.0
lake (great) shelter swallow reed clump papyrus riverbank,reed shelter papyrus clump lake riverbank swallow (great),reed shelter lake riverbank papyrus clump swallow (great),0.984929621219635
scroll leaf book scribe reed papyrus writing hand /,reed leaf writing / scribe papyrus scroll book hand,reed leaf writing / scribe papyrus scroll book hand,1.0000001192092896
coil of rope rope all) basket tethering / hand (lord,tethering rope coil of rope basket (lord / all) hand,tethering rope coil of rope basket (lord / all) hand,1.0000001192092896
stone jar stone ring jars vessel in rack,ring stone vessel jar jars in rack stone,ring stone vessel jar jars in rack stone,0.9999999403953552
viper hill (to desert slope horned snake hare be) desert,horned viper snake desert hill slope desert hare (to be),horned viper snake desert hill slope desert hare (to be),1.0000001192092896
good / beautiful bird woman sees head owl seated of,owl head of bird sees seated woman beautiful / good,owl head of bird sees seated woman beautiful / good,1.0
foot town riverbank city gate road / town,foot road town city / town gate riverbank,foot road riverbank town gate,0.9193616509437561
town city (plural single / thing marker) stroke stroke people,single stroke stroke (plural marker) thing people city / town,single stroke stroke (plural marker) thing people city / town,0.9999999403953552
soul ka / deity god (ankh) heart life (spirit) (ba),ka (spirit) soul (ba) heart life (ankh) god / deity,ka (spirit) soul (ba) heart life (ankh) god,0.9848792552947998
above mountain west star sky horizon above,west mountain horizon sky star above above,west mountain horizon sky star above above,1.0
marrow / venerated father mother heart / life peace satisfy,venerated / marrow father mother heart peace / satisfy life,venerated / marrow father mother heart peace / satisfy life,1.0000001192092896
negation / deity god strength mighty force fear / / (no/not) great,negation (no/not) fear great / mighty god / deity strength / force,negation (no/not) fear great / mighty god / deity strength / force,0.9999998211860657
riverbank found) road is gate (or exists opens field /,opens / exists (or is found) gate road riverbank field,opens / exists (or is found) gate road riverbank field,1.0000001192092896
horizon slope sky hill mountain fire storm,storm fire sky mountain hill slope horizon,storm fire sky mountain hill slope horizon,1.0
horizon beautiful good / life sky emerge (ankh) swallow (great),swallow (great) emerge horizon sky beautiful / good life (ankh),swallow (great) emerge horizon sky beautiful / good life (ankh),1.0000001192092896
gives / placenta belly (ankh) animal youth life begets birth,animal belly placenta gives birth / begets youth life (ankh),animal belly placenta gives birth / begets youth life (ankh),1.0000001192092896
(lord thing basket all) beautiful (ankh) good life / / god,basket (lord / all) thing beautiful / good life (ankh) god,basket (lord / all) thing beautiful / good life (ankh) god,1.0000001192092896
strong / he king grandfather strength power pillar / authority / force,strength / force power authority he / king strong pillar / grandfather,strength / force power authority he / king strong,0.8362976908683777
town behind / back / return to gate retreat road,to return / retreat behind / back gate town road,to return / retreat behind / back gate town road,1.0000001192092896
face on / / hill brick (upon) town house slope brick city,face / on (upon) hill slope brick house brick city / town,face / on (upon) hill slope brick house brick city / town,1.0000001192092896
heart plant peace good beautiful satisfy love lotus sweet / /,heart love beautiful / good lotus plant sweet peace / satisfy,heart love beautiful / good lotus plant sweet peace / satisfy,1.0000001192092896
eat / mouth loaf bread / vessel speak drink jar,mouth eat / drink / speak bread loaf vessel jar,mouth eat / drink / speak loaf bread jar vessel,0.9858271479606628
strong make stone to forearm do / hand brick,forearm strong hand to do / make stone brick,forearm strong hand to do / make stone brick,1.0
chisel big stone mighty throne seat great adze / /,chisel adze stone seat / throne great / big mighty,chisel adze stone seat / throne great / big,0.9629807472229004
snake club fear snake strength cobra / force,club strength / force fear cobra snake snake,club strength / force fear cobra snake,0.9939520955085754
underground lake water emerge desert snake ripple,underground lake water ripple snake emerge desert,underground lake water ripple snake emerge desert,1.0000001192092896
/ writing me) scribe (i / hand man book seated scribe,seated man (i / me) book writing / scribe hand scribe,seated man (i / me) scribe book writing / scribe hand scribe,0.9926648139953613
love woman satisfy plant seated lotus life peace / (ankh),seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh),1.0
(king) sedge mighty / power authority he king king / great,sedge (king) authority great / mighty power he / king king,sedge (king) authority great / mighty power he / king,0.9951971173286438
deity (give) altar / (ankh) life offering peace loaf god conical /,conical loaf (give) offering peace / altar god / deity life (ankh),conical loaf (give) offering peace / altar life (ankh) god / deity,0.9896879196166992
coil rope ripple tethering rope of lake water riverbank,coil of rope tethering rope riverbank lake water ripple,coil of rope tethering rope riverbank lake water ripple,1.0000001192092896
desert star hill sky hill mountain horizon,horizon star sky mountain desert hill hill,horizon star sky mountain desert hill,0.9931217432022095
/ marrow father soul heart venerated (ba) man old,old man venerated / marrow father heart soul (ba),old man venerated / marrow father heart soul (ba),1.0000001192092896
sky quail horizon of star chick bird head,quail chick head of bird horizon sky star,quail chick head of bird horizon sky star,1.0
stroke single papyrus / writing scribe scroll book hand,papyrus scroll book writing / scribe hand single stroke,writing / scribe book papyrus scroll hand single stroke,0.992818295955658
/ (tills) pellet grain plows field hoe field,grain / pellet field hoe plows (tills) field,field grain / pellet hoe plows (tills) field,0.9947532415390015
house pillar town / city stability town (djed) grandfather /,stability (djed) pillar / grandfather house city / town town,stability (djed) pillar / grandfather house city / town town,1.0000001192092896
heart mother (ankh) soul youth father (ba) life,father mother youth life (ankh) heart soul (ba),father mother youth life (ankh) heart soul (ba),0.9999999403953552
above sky mountain slope field desert hill,sky above mountain desert hill slope field,sky above mountain desert hill slope field,1.0000001192092896
adze town / chisel brick stone cut city,adze chisel cut stone brick city / town,adze chisel cut stone brick city / town,1.0
mat / seated woman (ankh) senet life stool board,senet board stool / mat seated woman life (ankh),senet board stool / mat seated woman life (ankh),1.0000001192092896
/ venerated satisfy peace / heart mother (ba) marrow soul,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy,1.0
heart god lotus deity life plant (ankh) sweet /,lotus plant sweet life (ankh) heart god / deity,lotus plant sweet life (ankh) heart god / deity,1.000000238418579
head horizon chick quail bird of star sky,quail chick head of bird sky star horizon,quail chick head of bird horizon sky star,0.9899439215660095
three fox all thing / (every) cloth master folded skins (lord),three fox skins folded cloth thing master (lord) / all (every),three fox skins folded cloth thing master (lord) / all (every),1.0
/ / gives belly youth birth animal placenta good beautiful begets,animal belly placenta gives birth / begets beautiful / good youth,animal belly placenta gives birth / begets beautiful / good youth,1.0000001192092896
/ thousand peace god deity soul offering (ba) / altar,thousand offering peace / altar god / deity soul (ba),thousand offering peace / altar god / deity soul (ba),1.0000001192092896
field ripple / sickle (tills) water pellet grain plows,sickle plows (tills) field grain / pellet water ripple,sickle plows (tills) field grain / pellet water ripple,1.0000001192092896
town city / (repeated) plows hoe house road brick,hoe plows (repeated) road city / town house brick,hoe plows (repeated) road city / town brick,0.9793355464935303
shelter (great) sky swallow papyrus reed lake clump,reed shelter lake papyrus clump swallow (great) sky,reed shelter lake papyrus clump swallow (great) sky,0.9999999403953552
/ writing reed scribe hand scribe leaf scroll papyrus,reed leaf writing / scribe papyrus scroll hand scribe,reed leaf writing / scribe papyrus scroll hand scribe,1.0
tethering vessel of coil rope with handle rope basket,tethering rope coil of rope basket with handle vessel,tethering rope coil of rope basket with handle vessel,1.0
rack stone jars ring stone vessel throne in,ring stone vessel jars in rack stone throne,ring stone vessel jars in rack stone throne,1.0000001192092896
fear mountain hill desert viper hill snake horned,horned viper snake fear desert hill mountain hill,horned viper snake fear desert hill mountain,0.9858025908470154
of heart owl sees bird head man seated,owl head of bird sees seated man heart,owl head of bird sees seated man heart,1.0
road town foot riverbank ripple gate water,foot road town gate riverbank water ripple,foot road town gate riverbank water ripple,1.0000001192092896
force single stroke strength (plural stroke thing marker) / people,single stroke stroke (plural marker) thing people strength / force,single stroke stroke (plural marker) thing people strength / force,1.0
soul satisfy / (ba) life ka heart (ankh) peace (spirit),ka (spirit) soul (ba) life (ankh) heart peace / satisfy,ka (spirit) soul (ba) heart peace / satisfy life (ankh) soul (ba) heart,0.982309877872467
west star above horizon sky mountain hill,west mountain horizon sky star above hill,west mountain horizon sky star above hill,1.0000001192092896
good / father mother venerated / life (ankh) marrow beautiful youth,venerated / marrow father mother youth life (ankh) beautiful / good,venerated / marrow father mother youth life (ankh) beautiful / good,0.9999999403953552
fire great god / / deity storm mighty fear (no/not) negation,negation (no/not) fear storm fire great / mighty god / deity,negation (no/not) fear storm fire great / mighty god / deity,1.0000001192092896
city (or road opens gate / found) / town exists is town,opens / exists (or is found) gate road city / town town,opens / exists (or is found) gate road city / town town,1.0
sky above star (great) emerge horizon swallow,swallow (great) emerge horizon sky star above,swallow (great) emerge horizon sky star above,1.0000001192092896
king power authority / force / strength he sedge (king),sedge (king) authority he / king power strength / force,sedge (king) authority power strength / force,0.9701947569847107
thing / (ankh) life good all) / (lord beautiful heart basket,basket (lord / all) thing beautiful / good life (ankh) heart,basket (lord / all) thing beautiful / good life (ankh) heart,1.0
behind gate to retreat house town / / city / return back,to return / retreat behind / back gate house city / town,to return / retreat behind / back gate city / town,0.9726943373680115
on house brick (upon) stone slope hill face /,face / on (upon) hill slope brick house stone,face / on (upon) hill slope brick house stone,1.0000001192092896
speak milk drink / mouth eat bread of loaf / jar,mouth eat / drink / speak loaf of bread milk jar,mouth eat / drink / speak loaf of bread milk jar,1.0
do forearm to thing great strong hand mighty / make /,forearm strong hand to do / make thing great / mighty,forearm strong hand to do / make thing great / mighty,1.0000001192092896
adze town town stone chisel city / house brick,chisel adze stone brick house city / town town,adze chisel stone brick house city / town town,0.9888155460357666
/ hill desert force strength club cobra fear snake,club strength / force fear cobra snake desert hill,club strength / force fear cobra snake desert hill,1.0000001192092896
horizon emerge water underground snake ripple lake,underground lake water ripple snake emerge horizon,underground lake water ripple snake emerge horizon,1.0
(i seated book papyrus me) / man scroll scribe,seated man (i / me) scribe book papyrus scroll,seated man (i / me) scribe book papyrus scroll,1.0
love lotus satisfy sweet peace plant seated woman /,seated woman love lotus plant sweet peace / satisfy,seated woman love lotus plant sweet peace / satisfy,0.9999999403953552
/ authority (king) / great he king power mighty sedge,sedge (king) he / king authority power great / mighty,sedge (king) authority great / mighty power he / king,0.9907112717628479
deity offering peace / altar conical life (give) god (ankh) / loaf,conical loaf (give) offering peace / altar life (ankh) god / deity,conical loaf (give) offering peace / altar life (ankh) god / deity,1.0000001192092896
city of road town coil rope tethering riverbank / rope,coil of rope tethering rope riverbank road city / town,coil of rope tethering rope riverbank road city / town,1.0000001192092896
man marrow venerated father soul (ba) ka (spirit) old /,old man venerated / marrow father soul (ba) ka (spirit),old man venerated / marrow father soul (ba) ka (spirit),1.0000001192092896
field plant field plows / (tills) grain pellet hoe,grain / pellet field hoe plows (tills) field plant,grain / pellet field hoe plows (tills) field plant,1.0
great mighty / stability city (djed) / pillar grandfather / town house,stability (djed) pillar / grandfather house city / town great / mighty,stability (djed) pillar / grandfather house city / town great,0.978663980960846
birth heart life father (ankh) begets gives mother / youth,father mother gives birth / begets youth life (ankh) heart,father mother gives birth / begets youth life (ankh) heart,1.0000001192092896
above horizon slope desert sky mountain hill,sky above mountain desert hill slope horizon,horizon sky above mountain desert hill slope horizon,0.981711745262146
book hand / to writing make do / papyrus scribe scroll,writing / scribe book papyrus scroll hand to do / make,writing / scribe to do / make papyrus scroll book hand,0.9801952838897705
fire sky mountain mighty storm hill / slope great,great / mighty storm fire sky mountain hill slope,great / mighty storm fire sky mountain hill slope,1.0000001192092896
