Input,Target,Prediction
horizon / / eye big every fire lord sees great,lord / every eye sees great / big fire horizon,lord / every eye sees great / big fire horizon
/ heart mother good listen / hear (ba) soul beautiful,mother hear / listen beautiful / good heart soul (ba),mother hear / listen beautiful / good heart soul (ba)
woman lord carries basket,woman carries basket lord,woman carries basket lord
return to gate town retreat behind / / road back,to return / retreat behind / back gate town road,to return / retreat behind / back gate town road
by rules authority king,king rules by authority,king rules by authority
/ thousand (ba) god offering / altar soul peace deity,thousand offering peace / altar god / deity soul (ba),thousand offering peace / altar god / deity soul (ba)
walks town road man,man walks road town,man walks road town
west heart satisfy horizon / peace mountain,west mountain horizon peace / satisfy heart,west mountain horizon peace / satisfy heart
opens city gate toward town,gate opens toward city town,gate opens toward city town
cobra desert emerge mountain hill snake,cobra snake emerge desert hill mountain,cobra snake emerge desert hill mountain
love people great king every,every people love great king,every people love great king
road travel west people,people travel road west,people travel road west
plows water ripple field sickle (tills) road river,sickle plows (tills) field river water ripple road,sickle plows (tills) field river water ripple road
scroll great scribe papyrus makes,great scribe makes papyrus scroll,great scribe makes papyrus scroll
grandfather mighty stability / (djed) great / / town city pillar house,stability (djed) pillar / grandfather house city / town great / mighty,stability (djed) pillar / grandfather house city / town great / mighty
gate behind house sits woman,woman sits behind house gate,woman sits behind house gate
cuts field ripe grain sickle,sickle cuts ripe field grain,sickle cuts ripe field grain
seated face man sees god,seated god sees man face,seated god sees man face
vessel stone ring rack jars stone in,ring stone vessel jars in rack stone,ring stone vessel jars in rack stone
people (king) sedge city town / town,sedge (king) people city / town town,sedge (king) people city / town town
seated stool house board senet mat man /,senet board stool / mat seated man house,senet board stool / mat seated man house
man hears god voice,man hears voice god,man hears god voice
marrow old venerated / father man soul,old man venerated / marrow father soul,old man venerated / marrow father soul
life (ba) father soul youth (ankh) heart mother,father mother youth life (ankh) heart soul (ba),father mother youth life (ankh) heart soul (ba)
god mountain shapes stone,god shapes stone mountain,god shapes stone mountain
bird of sees owl head bird,owl head of bird sees bird,owl head of bird sees bird
clump plants woman papyrus,woman plants papyrus clump,woman plants papyrus clump
sky horizon chick head bird of quail,quail chick head of bird horizon sky,quail chick head of bird horizon sky
rests god throne on,god rests on throne,god rests on throne
listen people decree royal,people listen royal decree,people listen royal decree
/ backbone rib power / force strength side,side / rib backbone strength / force power,side / rib backbone strength / force power
great god birth youth gives,great god gives birth youth,great god gives birth youth
life belly youth (ankh) placenta birth gives / animal begets,animal belly placenta gives birth / begets youth life (ankh),animal belly placenta gives birth / begets youth life (ankh)
town rules city king,king rules town city,king rules town city
chisel big stone mighty throne seat great adze / /,chisel adze stone seat / throne great / big mighty,chisel adze stone seat / throne great / big mighty
satisfied god content peace grants,god grants peace content satisfied,god grants peace content satisfied
stone chisel holds man,man holds chisel stone,man holds chisel stone
god (ankh) life heart soul deity /,god / deity life (ankh) heart soul,god / deity life (ankh) heart soul
behind brick / house back road foot,foot road behind / back brick house,foot road behind / back brick house
star hill mountain hill horizon desert sky,horizon star sky mountain desert hill hill,horizon star sky mountain desert hill hill
people fear dark underground,people fear dark underground,people fear dark underground
/ great / (lord big basket all) thing,basket (lord / all) thing great / big,basket (lord / all) thing great / big
gate near stands woman,woman stands near gate,woman stands near gate
house brick back behind road / foot,foot road behind / back brick house,foot road behind / back brick house
papyrus scribe makes scroll great,great scribe makes papyrus scroll,great scribe makes papyrus scroll
eat speak bread vessel mouth / jar / drink,mouth eat / drink / speak bread jar vessel,mouth eat / drink / speak bread jar vessel
god underground lives west,god lives underground west,god lives underground west
seated throne sits king,king sits seated throne,king sits seated throne
(spirit) (ankh) soul life (ba) ka god,soul (ba) ka (spirit) life (ankh) god,soul (ba) ka (spirit) life (ankh) god
voice hears god man,god hears voice man,man hears god voice
lake papyrus clump river shelter reed,reed shelter lake papyrus clump river,reed shelter lake papyrus clump river
becomes stone brick strong power,strong power becomes stone brick,strong power becomes stone brick
above mountain star sky west above horizon,west mountain horizon sky star above above,west mountain horizon sky star above above
man heart hear listen listens,man listens hear listen heart,man listens hear listen heart
gives god peace satisfied,god gives peace satisfied,god gives peace satisfied
chisel stone adze do / to make,adze chisel to do / make stone,adze chisel to do / make stone
gather temple people,people gather temple,people gather temple
/ animal begets (ankh) belly placenta youth birth gives life,animal belly placenta gives birth / begets youth life (ankh),animal belly placenta gives birth / begets youth life (ankh)
(ankh) youth become life / marrow man old venerated,youth become old man venerated / marrow life (ankh),youth become old man life (ankh) venerated / marrow
heart life listen writing feather (truth/maat) (ankh) scribe / / hear,writing / scribe hear / listen feather (truth/maat) heart life (ankh),writing / scribe hear / listen feather (truth/maat) heart life (ankh)
gate west house god opens,god opens house gate west,god opens house gate west
bread king people gives offering,king gives bread offering people,king gives bread offering people
by riverbank people gather,people gather by riverbank,people gather by riverbank
sees bird heart man of seated head owl,owl head of bird sees seated man heart,owl head of bird sees seated man heart
good animal placenta beautiful begets youth / belly / birth gives,animal belly placenta gives birth / begets beautiful / good youth,animal belly placenta gives birth / begets beautiful / good youth
town road woman city walks,woman walks road city town,woman walks road city town
(i book man seated scribe me) /,seated man (i / me) scribe book,seated man (i / me) scribe book
/ master listen servant (lord) all hear (every) / / authority king he,master (lord) / all (every) servant hear / listen authority he / king,master (lord) / all (every) servant hear / listen authority he / king
man land field plows,man plows land field,man plows land field
above god lifts sky,god lifts sky above,god lifts sky above
strength holds force power king,king holds power strength force,king holds power strength force
fears man viper horned snake,man fears horned viper snake,man fears horned viper snake
(every) all force (lord) master strength / authority /,authority strength / force master (lord) / all (every),authority strength / force master (lord) / all (every)
gate enters house man,man enters house gate,man enters house gate
face / god sees eye upon / deity,eye sees face / upon god / deity,eye sees face / upon god / deity
mother honor people father life,people honor father mother life,people honor father mother life
god birth gives youth great,great god gives birth youth,great god gives birth youth
/ town city foot riverbank town road,foot road riverbank town city / town,foot road riverbank town city / town
storm great hill / desert behind / mighty back mountain,great / mighty storm behind / back desert hill mountain,great / mighty storm behind / back desert hill mountain
brick house adze chisel stone city,adze chisel stone brick house city,adze chisel stone brick house city
/ to retreat / town behind back gate return,to return / retreat behind / back gate town,to return / retreat behind / back gate town
life god mortal renews,god renews mortal life,god renews mortal life
shelter river reed lake clump papyrus,reed shelter lake papyrus clump river,reed shelter lake papyrus clump river
mighty / hill great behind / storm mountain back desert,great / mighty storm behind / back desert hill mountain,great / mighty storm behind / back desert hill mountain
storm great back mountain / hill mighty / desert behind,great / mighty storm behind / back desert hill mountain,great / mighty storm behind / back desert hill mountain
to strong hand / do forearm great thing / mighty make,forearm strong hand to do / make thing great / mighty,forearm strong hand to do / make thing great / mighty
crook holds king power,king holds crook power,king holds crook power
horizon heart mountain / peace west sky satisfy,west mountain horizon sky peace / satisfy heart,west mountain horizon sky peace / satisfy heart
life makes beautiful good heart,good heart makes beautiful life,good heart makes beautiful life
sky lake reflects star,lake reflects star sky,lake reflects star sky
rope carries coil man,man carries coil rope,man carries coil rope
during cries night silent owl,owl cries during silent night,owl cries during silent night
snake cobra king sees mighty,mighty king sees cobra snake,mighty king sees cobra snake
god throne grants power,god grants power throne,god grants power throne
(ankh) god / beautiful peace life to / / satisfy good sweet do make,beautiful / good god to do / make life (ankh) sweet peace / satisfy,beautiful / good god to do / make life (ankh) sweet peace / satisfy
bread man of loaf eats,man eats loaf of bread,man eats loaf of bread
walks woman behind house,woman walks behind house,woman walks behind house
city road house brick / town (repeated) plows hoe,hoe plows (repeated) road city / town house brick,hoe plows (repeated) road city / town house brick
town plant back house chick city / behind quail lotus /,quail chick behind / back lotus plant house city / town,quail chick behind / back lotus plant house city / town
hoe city road / plows town (repeated),hoe plows (repeated) road city / town,hoe plows (repeated) road city / town
town / big city / face upon riverbank road / house great,great / big house face / upon riverbank road city / town,great / big house face / upon riverbank road city / town
sky (great) above hill swallow mountain,swallow (great) sky above mountain hill,swallow (great) sky above mountain hill
woman pours milk sweet,woman pours sweet milk,woman pours sweet milk
man brick builds house,man builds house brick,man builds house brick
truth god judges heart,god judges heart truth,god judges heart truth
road found) gate exists / is opens (or,opens / exists (or is found) gate road,opens / exists (or is found) gate road
/ club force snake snake fear strength cobra,club strength / force fear cobra snake snake,club strength / force fear cobra snake snake
people hears god prayers,god hears prayers people,man hears god prayers
drinks river from man,man drinks from river,man drinks from river
people settle field fertile,people settle fertile field,people settle fertile field
life soul sweet heart lotus (ankh) (ba) plant,lotus plant sweet life (ankh) soul (ba) heart,lotus plant sweet life (ankh) soul (ba) heart
beautiful loves woman life,woman loves beautiful life,woman loves beautiful life
mighty thousand / god / altar / great deity offering peace,thousand offering peace / altar god / deity great / mighty,thousand offering peace / altar god / deity great / mighty
/ (tills) pellet grain plows field hoe field,grain / pellet field hoe plows (tills) field,field grain / pellet hoe plows (tills) field
lotus plant woman tends,woman tends lotus plant,woman tends lotus plant
voice hears god man,man hears god voice,man hears god voice
gives begets youth (ankh) birth belly / animal life,animal belly gives birth / begets youth life (ankh),animal belly gives birth / begets youth life (ankh)
in ring throne rack vessel jars stone stone,ring stone vessel jars in rack stone throne,ring stone vessel jars in rack stone throne
god force commands life,god commands life force,god commands life force
god / (ba) life soul face / beautiful upon good (ankh),beautiful / good face / upon soul (ba) life (ankh) god,beautiful / good face / upon soul (ba) life (ankh) god
bread heart loaf youth (give) of conical father loaf,father conical loaf (give) loaf of bread youth heart,father conical loaf (give) loaf of bread youth heart
becomes scarab cycle life renewal,scarab becomes life cycle renewal,scarab becomes life cycle renewal
(truth/maat) hear scribe (ba) feather soul heart listen /,scribe hear / listen feather (truth/maat) heart soul (ba),scribe hear / listen feather (truth/maat) heart soul (ba)
rope handle of basket tethering rope vessel coil with,tethering rope coil of rope basket with handle vessel,tethering rope coil of rope basket with handle vessel
in stone jars ring rack vessel,ring stone vessel jars in rack,ring stone vessel jars in rack
king land every rules,king rules every land,king rules every land
vessel ripple carries life water,vessel carries water ripple life,vessel carries water ripple life
stone throne to thing / hand make do,hand to do / make thing stone throne,hand to do / make thing stone throne
people stroke / force strength thing marker) stroke single (plural,single stroke stroke (plural marker) thing people strength / force,single stroke stroke (plural marker) thing people strength / force
above sky mountain slope field desert hill,sky above mountain desert hill slope field,sky above mountain desert hill slope field
three fox cloth folded skins thing,three fox skins folded cloth thing,three fox skins folded cloth thing
/ belly placenta gives birth begets animal,placenta animal belly gives birth / begets,placenta animal belly gives birth / begets
lotus offers woman offering,woman offers lotus offering,woman offers lotus offering
near stands shelter reed field,reed shelter stands near field,reed shelter stands near field
sweet hears woman words,woman hears sweet words,woman hears sweet words
mighty people praise god,people praise mighty god,people praise mighty god
woman before kneels god,woman kneels before god,woman kneels before god
/ conical servant / great king mighty loaf (give) power he,he / king conical loaf (give) power great / mighty servant,he / king conical loaf (give) power great / mighty servant
god people protects strong,strong god protects people,strong god protects people
of head chick (great) swallow sky bird quail horizon,quail chick head of bird swallow (great) sky horizon,quail chick head of bird swallow (great) sky horizon
/ people hear great / listen authority he king,people hear / listen authority he / king great,people hear / listen authority he / king great
cobra snake man sees,man sees cobra snake,man sees cobra snake
quail of (great) bird chick horizon swallow head sky,quail chick head of bird swallow (great) sky horizon,quail chick head of bird swallow (great) sky horizon
/ he above sedge king (king) people,sedge (king) he / king above people,sedge (king) he / king above people
toward horizon woman walks,woman walks toward horizon,woman walks toward horizon
mother woman hears voice,woman hears mother voice,woman hears mother voice
field strong man great plows,strong man plows great field,strong man plows great field
cuts man grain sickle,man cuts grain sickle,man cuts grain sickle
satisfy love plant woman / lotus (ankh) life peace seated,seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh)
lotus woman offering offers,woman offers lotus offering,woman offers lotus offering
placenta woman child holds,woman holds child placenta,woman holds child placenta
of tethering rope rope coil riverbank,coil of rope tethering rope riverbank,coil of rope tethering rope riverbank
cycle renews life god,god renews life cycle,god renews life cycle
rope tethering man cuts,man cuts rope tethering,man cuts rope tethering
offering altar consumes peace fire,fire consumes offering altar peace,fire consumes offering altar peace
holds chisel stone man,man holds chisel stone,man holds chisel stone
book me) / man scribe seated (i,seated man (i / me) scribe book,seated man (i / me) scribe book
great youth (lord) master / / speak eat all / drink listen hear / big / (every),youth hear / listen great / big master (lord) / all (every) eat / drink / speak,youth hear / listen great / big master (lord) / all (every) eat / drink / speak
god holy inhabits temple,god inhabits holy temple,god inhabits holy temple
god watches from sky,god watches from sky,god watches from sky
divine maat honor people,people honor divine maat,people honor divine maat
/ make hand do to strong forearm,forearm strong hand to do / make,forearm strong hand to do / make
grants king land people,king grants land people,king grants land people
god deity life heart soul (spirit) (ba) / (ankh) ka,god / deity ka (spirit) soul (ba) heart life (ankh),god / deity ka (spirit) soul (ba) heart life (ankh)
underground lake water emerge desert snake ripple,underground lake water ripple snake emerge desert,underground lake water ripple snake emerge desert
father hears heart strong soul,strong father hears heart soul,strong father hears heart soul
sky sees man star,man sees star sky,man sees star sky
stone rack in vessel jars ring stone,ring stone vessel jars in rack stone,ring stone vessel jars in rack stone
shapes wood adze man,man shapes wood adze,man shapes wood adze
sacred writes man words,man writes sacred words,man writes sacred words
deity example) like / / god (or as,like / as (or example) god / deity,like / as (or example) god / deity
/ hand scribe writing scroll scribe papyrus,scribe writing / scribe papyrus scroll hand,scribe writing / scribe papyrus scroll hand
authority king by rules,king rules by authority,king rules by authority
star sky horizon mountain above,horizon star sky above mountain,horizon star sky above mountain
emerge (ba) horizon / soul / back good beautiful sky behind,beautiful / good soul (ba) emerge behind / back sky horizon,beautiful / good soul (ba) emerge behind / back sky horizon
heavy lifts stone man,man lifts heavy stone,man lifts heavy stone
(ba) soul (spirit) peace satisfy life (ankh) / heart ka,ka (spirit) soul (ba) life (ankh) heart peace / satisfy,ka (spirit) soul (ba) life (ankh) heart peace / satisfy
shelter river clump papyrus lake reed,reed shelter papyrus clump lake river,reed shelter papyrus clump lake river
bird sees seated good / head woman of owl beautiful,owl head of bird sees seated woman beautiful / good,owl head of bird sees seated woman beautiful / good
to servant / do make house brick,servant to do / make brick house,servant to do / make brick house
sky horizon star emerge (great) swallow,swallow (great) emerge horizon sky star,swallow (great) emerge horizon sky star
/ offering thousand pellet grain peace heart / altar,thousand grain / pellet offering peace / altar heart,thousand grain / pellet offering peace / altar heart
/ rib / pillar strong stability backbone grandfather (djed) side,side / rib backbone strong stability (djed) pillar / grandfather,side / rib backbone strong stability (djed) pillar / grandfather
temple inhabits god holy,god inhabits holy temple,god inhabits holy temple
mountain sky above desert slope hill,sky above mountain desert hill slope,sky above mountain desert hill slope
(ba) / ka great mighty (ankh) (spirit) / god life soul deity,ka (spirit) soul (ba) life (ankh) god / deity great / mighty,ka (spirit) soul (ba) life (ankh) god / deity great / mighty
man old honor people,people honor old man,people honor old man
people west king leads,king leads people west,king leads people west
of drink speak / eat loaf milk mouth jar / bread,mouth eat / drink / speak loaf of bread milk jar,mouth eat / drink / speak loaf of bread milk jar
(ankh) soul sweet heart (ba) life lotus plant,lotus plant sweet life (ankh) soul (ba) heart,lotus plant sweet life (ankh) soul (ba) heart
hears woman mother voice,woman hears mother voice,woman hears mother voice
field land man plows,man plows land field,man plows land field
authority / king hear king / he people listen,people hear / listen authority he / king king,people hear / listen authority he / king king
city god gate guards,god guards city gate,god guards city gate
cross winding people road,people cross winding road,people cross winding road
town city protects god,god protects city town,god protects city town
eye great / / fire horizon big every sees lord,lord / every eye sees great / big fire horizon,lord / every eye sees great / big fire horizon
/ / offering deity god / mighty great thousand altar peace,thousand offering peace / altar god / deity great / mighty,thousand offering peace / altar god / deity great / mighty
upon eye face horizon sees,eye sees face upon horizon,eye sees face upon horizon
do / servant to house make brick,servant to do / make brick house,servant to do / make brick house
food grain jar pellet stores,jar stores grain pellet food,jar stores grain pellet food
man scribe book seated me) / (i,seated man (i / me) scribe book,seated man (i / me) scribe book
coil rope man carries,man carries coil rope,man carries coil rope
horizon satisfy sky mountain west / peace,west mountain horizon sky peace / satisfy,west mountain horizon sky peace / satisfy
desert hill star mountain sky horizon,horizon star sky mountain desert hill,horizon star sky mountain desert hill
power symbolizes throne seat royal,seat throne symbolizes royal power,seat throne symbolizes royal power
/ town / peace king he to / do every lord / make satisfy,he / king to do / make peace / satisfy lord / every town,he / king to do / make peace / satisfy lord / every town
offering altar / (ankh) god loaf (give) life / peace deity conical,conical loaf (give) offering peace / altar life (ankh) god / deity,conical loaf (give) offering peace / altar god / deity life (ankh)
house gate door (djed) bolt stability,door bolt gate stability (djed) house,door bolt gate stability (djed) house
mighty great cobra city / / behind / town back gate,great / mighty cobra behind / back gate city / town,great / mighty cobra behind / back gate city / town
west peace satisfy sky / heart horizon mountain,west mountain horizon sky peace / satisfy heart,west mountain horizon sky peace / satisfy heart
water emerge lake snake desert ripple underground,underground lake water ripple snake emerge desert,underground lake water ripple snake emerge desert
/ authority (king) strength king power / sedge he force,he / king sedge (king) authority power strength / force,sedge (king) authority he / king power strength / force
opens gate horizon god,god opens gate horizon,god opens gate horizon
spirit ka man dwells within,ka spirit dwells within man,ka spirit dwells within man
birth gives life mother youth / begets,mother gives birth / begets youth life,mother gives birth / begets youth life
above sky mountain hill desert horizon,horizon above desert hill mountain sky,sky above mountain desert hill
live under people protection,people live under protection,people live under protection
bank people cross river,people cross river bank,people cross river bank
lord speak hears servant good,good servant hears lord speak,good servant hears lord speak
marrow people honor venerated,people honor venerated marrow,people honor venerated marrow
seated (i book me) / scribe man,seated man (i / me) scribe book,seated man (i / me) scribe book
on brick slope house hill (upon) / face stone,face / on (upon) hill slope brick house stone,face / on (upon) hill slope brick house stone
desert hill snake slope water emerge ripple,snake emerge desert hill slope water ripple,snake emerge desert hill slope water ripple
great throne / he big / seat / king,he / king seat / throne great / big,he / king seat / throne great / big
commands people king servant,king commands servant people,king commands servant people
sky power breaks storm force,storm breaks sky power force,storm breaks sky power force
stability grandfather pillar authority / (djed) / strength power force,pillar / grandfather stability (djed) strength / force power authority,pillar / grandfather stability (djed) strength / force
gate man enters house,man enters house gate,man enters house gate
plows field man fertile,man plows fertile field,man plows fertile field
conical heart loaf peace (give) bread / satisfy,conical loaf (give) bread heart peace / satisfy,conical loaf (give) bread heart peace / satisfy
underground west emerges from god,god emerges from underground west,god emerges from underground west
great / stone seat / throne chisel adze big,adze chisel stone seat / throne great / big,adze snake stone seat / throne great / big
viper snake hill desert fear horned slope,horned viper snake fear desert hill slope,horned viper snake fear desert hill slope
by riverbank people gather,people gather by riverbank,people gather by riverbank
papyrus reed writing book hand scribe / scroll leaf,reed leaf writing / scribe papyrus scroll book hand,reed leaf writing / scribe papyrus scroll book hand
(spirit) (ankh) peace satisfy life heart (ba) soul / ka,ka (spirit) soul (ba) life (ankh) heart peace / satisfy,ka (spirit) soul (ba) life (ankh) heart peace / satisfy
man soil tills plows,man tills soil plows,man tills soil plows
coil of basket handle rope rope tethering hand with,coil of rope tethering rope basket with handle hand,coil of rope tethering rope basket with handle hand
fire great god / / deity storm mighty fear (no/not) negation,negation (no/not) fear storm fire great / mighty god / deity,negation (no/not) fear storm fire great / mighty god / deity
house / pillar stability city grandfather / (djed) town great,stability (djed) pillar / grandfather house city / town great,stability (djed) pillar / grandfather house city / town great
life heart father mother (ba) (ankh) soul youth,father mother youth life (ankh) heart soul (ba),father mother youth life (ankh) heart soul (ba)
sees heart god man,god sees heart man,god sees heart man
man stone pillar lifts,man lifts stone pillar,man lifts stone pillar
heart god sees man of,god sees heart of man,god sees heart of man
/ lord feather speak man eat / (truth/maat) every / god hear drink,lord / every god hear man eat / drink / speak feather (truth/maat),lord / every god hear man eat / drink / speak feather (truth/maat)
rope rope of flax coil twisted,twisted flax rope coil of rope,twisted flax rope coil of rope
/ (every) all strength / force (lord) master authority,authority strength / force master (lord) / all (every),authority strength / force master (lord) / all (every)
beautiful heart good sweet / plant (ankh) lotus life,lotus plant sweet beautiful / good life (ankh) heart,lotus plant sweet beautiful / good life (ankh) heart
twisted man ties flax,man ties twisted flax,man ties twisted flax
peace offering / thousand jar milk bread altar,thousand offering peace / altar bread milk jar,thousand offering peace / altar bread milk jar
people king land grants,king grants land people,king grants land people
hill plows (repeated) road slope hoe mountain desert,hoe plows (repeated) road mountain desert hill slope,hoe plows (repeated) road mountain desert hill slope
fear underground people dark,people fear dark underground,people fear dark underground
decree people royal listen,people listen royal decree,people listen royal decree
town back quail / / city house chick behind plant lotus,quail chick behind / back lotus plant house city / town,quail chick behind / back lotus plant house city / town
(spirit) (ba) god life (ankh) soul ka,soul (ba) ka (spirit) life (ankh) god,ka (spirit) soul (ba) life (ankh) god
beautiful lord mother / every / love father good youth,lord / every father love beautiful / good youth mother,lord / every father love beautiful / good youth mother
pellet plows plant grain / hoe field,field plant grain / pellet hoe plows,field plant grain / pellet hoe plows
walks horizon woman toward,woman walks toward horizon,woman walks toward horizon
follows town woman road,woman follows road town,woman follows road town
begets life placenta animal belly gives youth / birth,placenta animal belly gives birth / begets youth life,placenta animal belly gives birth / begets youth life
good beautiful life (ankh) upon face soul (ba) god / /,beautiful / good face / upon soul (ba) life (ankh) god,beautiful / good face / upon soul (ba) life (ankh) god
plant lotus sweet seated life woman sees,seated woman sees lotus plant sweet life,seated woman sees lotus plant sweet life
hand papyrus book reed leaf writing scribe scroll /,reed leaf writing / scribe papyrus scroll book hand,reed leaf writing / scribe papyrus scroll book hand
foot riverbank across steps,foot steps across riverbank,foot steps across riverbank
water life god gives,god gives water life,god gives water life
man strength grips forearm,man grips forearm strength,man grips forearm strength
behind / back return to gate / retreat,to return / retreat behind / back gate,to return / retreat behind / back gate
drinks vessel from man,man drinks from vessel,man drinks from vessel
town city gate riverbank town road foot /,foot road town city / town gate riverbank,foot road town city / town gate riverbank
emerge (ankh) life river ripple water field,life (ankh) emerge water ripple river field,life (ankh) emerge water ripple river field
city dwell town people,people dwell city town,people dwell city town
strong people protects god,strong god protects people,strong god protects people
satisfy / seated / king (give) throne peace stone god loaf conical,seated god / king conical loaf (give) stone throne peace / satisfy,seated god / king conical loaf (give) stone throne peace / satisfy
settle fertile field people,people settle fertile field,people settle fertile field
sky under gather people,people gather under sky,people gather under sky
life plant sweet become lotus (ankh) beautiful good /,beautiful / good lotus plant become sweet life (ankh),beautiful / good lotus plant become sweet life (ankh)
clump water ripple shelter papyrus reed lake,lake water ripple papyrus clump reed shelter,lake water ripple papyrus clump reed shelter
thing / make throne hand to stone do,hand to do / make thing stone throne,hand to do / make thing stone throne
mountain hill above sky desert slope,sky above mountain desert hill slope,sky above mountain desert hill slope
strong cut stone city hand brick / town,strong hand cut stone brick city / town,strong hand cut stone brick city / town
pillar / bolt house (djed) stability grandfather door gate,door bolt gate house stability (djed) pillar / grandfather,door bolt gate house stability (djed) pillar / grandfather
man sacred words writes,man writes sacred words,man writes sacred words
god hears voice man,man hears god voice,man hears voice god
god brings satisfied peace,god brings peace satisfied,god brings peace satisfied
king sedge great / authority mighty / (king) he power,sedge (king) he / king authority power great / mighty,sedge (king) he / king authority power great / mighty
/ / / to behind return house retreat town gate city back,to return / retreat behind / back gate city / town house,to return / retreat behind / back gate city / town house
protects king city people,king protects city people,king protects city people
sky from watches god,god watches from sky,god watches from sky
king seat sits throne,king sits seat throne,king sits seat throne
stability great / grandfather city pillar (djed) town / house,stability (djed) pillar / grandfather house city / town great,stability (djed) pillar / grandfather house city / town great
mother / life satisfy father heart peace marrow / venerated,venerated / marrow father mother heart peace / satisfy life,venerated / marrow father mother heart peace / satisfy life
hears people king prayers,king hears people prayers,king hears people prayers
/ god mighty deity negation strength fear great / / (no/not) force,negation (no/not) fear great / mighty god / deity strength / force,negation (no/not) fear great / mighty god / deity strength / force
snake cobra man sees,man sees cobra snake,man sees cobra snake
sits house woman behind gate,woman sits behind house gate,woman sits behind house gate
chisel adze stone big throne / / seat great,adze chisel stone seat / throne great / big,adze chisel stone seat / throne great / big
strong / he king grandfather strength power pillar / authority / force,strength / force power authority he / king strong pillar / grandfather,strength / force power authority he / king strong pillar / grandfather
plant offer people lotus,people offer lotus plant,people offer lotus plant
god unites truth heart,god unites heart truth,god unites heart truth
strength / strong mighty authority power / great force,authority power great / mighty strength / force strong,authority power great / mighty strength / force strong
grants god life people,god grants life people,god grants life people
sedge mighty / king authority he king (king) power great /,sedge (king) authority great / mighty power he / king king,sedge (king) authority great / mighty power
to thing hand do / thing make,hand to do / make thing thing,hand to do / make thing thing
scroll scribe writing / papyrus book scribe hand,papyrus scroll book writing / scribe hand scribe,papyrus scroll book writing / scribe hand scribe
mountain star sky west above hill horizon,west mountain horizon sky star above hill,west mountain horizon sky star above hill
grain field pellet plant hoe plows /,field plant grain / pellet hoe plows,field plant grain / pellet hoe plows
star god sky places,god places star sky,god places star sky
man climbs desert hill,man climbs desert hill,man climbs desert hill
field ripple (ankh) life river emerge water,life (ankh) emerge water ripple river field,life (ankh) emerge water ripple river field
gate house / behind / / to return town back retreat city,to return / retreat behind / back gate city / town house,to return / retreat behind / back gate house city / town
soul (ba) heart (satisfied) / peace life content (ankh) god,heart peace / content (satisfied) soul (ba) life (ankh) god,heart peace / content (satisfied) soul (ba) life (ankh) god
become / sweet good beautiful plant (ankh) lotus life,beautiful / good lotus plant become sweet life (ankh),beautiful / good lotus plant become sweet life (ankh)
house town big town brick great city / /,brick house city / town town great / big,brick house city / town town great / big
man papyrus clump plants,man plants papyrus clump,man plants papyrus clump
by live people lake,people live by lake,people live by lake
heart feather hear / (truth/maat) soul scribe listen (ba),scribe hear / listen feather (truth/maat) heart soul (ba),scribe hear / listen feather (truth/maat) heart soul (ba)
peace (ankh) love woman seated life / lotus plant satisfy,seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh)
house bolt door gate / stability city town (djed),door bolt gate stability (djed) house city / town,door bolt gate stability (djed) house city / town
jar handle with milk rack vessel in basket jars,basket with handle jars in rack milk jar vessel,basket with handle jars in rack milk jar vessel
old people honor man,people honor old man,people honor old man
(ankh) venerated beautiful youth mother / marrow life / father good,venerated / marrow father mother youth life (ankh) beautiful / good,venerated / marrow father mother youth life (ankh) beautiful / good
vessel / eat drink mouth / jar bread speak,mouth eat / drink / speak bread jar vessel,mouth eat / drink / speak bread jar vessel
beautiful good life heart makes,good heart makes beautiful life,good heart makes beautiful life
grants people god life,god grants life people,god grants life people
pellet / field grain plows sickle (tills) strong,sickle plows (tills) grain / pellet field strong,sickle plows (tills) grain / pellet field strong
in vessel stone jars rack stone throne ring,ring stone vessel jars in rack stone throne,ring stone vessel jars in rack stone throne
man stone brick shapes,man shapes brick stone,man shapes brick stone
star emerge (great) sky swallow horizon,swallow (great) emerge horizon sky star,swallow (great) emerge horizon sky star
plows tills man soil,man tills soil plows,man tills soil plows
great strength power becomes mighty,mighty power becomes great strength,mighty power becomes great strength
king force power strength holds,king holds power strength force,king holds power strength force
scribe / papyrus scribe writing hand scroll book,writing / scribe book papyrus scroll hand scribe,writing / scribe book papyrus scroll hand scribe
pillar authority power strength force / (djed) stability grandfather /,pillar / grandfather stability (djed) strength / force power authority,pillar / grandfather stability (djed) strength / force power authority
underground west god lives,god lives underground west,god lives underground west
god gate hidden opens,god opens hidden gate,god opens hidden gate
hear / listen king (every) he authority / (lord) servant / all master,master (lord) / all (every) servant hear / listen authority he / king,master (lord) / all (every) servant hear / listen authority he / king
great / mountain sky storm fire mighty,storm fire sky great / mighty mountain,storm fire sky great / mighty mountain
/ hill house on / brick slope face brick town city (upon),face / on (upon) hill slope brick house brick city / town,face / on (upon) hill slope brick house brick city / town
becomes mighty power sky star,mighty power becomes star sky,mighty power becomes star sky
horned hill slope snake fear desert viper,horned viper snake fear desert hill slope,horned viper snake fear desert hill slope
on rests throne god,god rests on throne,god rests on throne
drinks from man river,man drinks from river,man drinks from river
man hears owl,man hears owl,man hears owl
near river live people,people live near river,people live near river
king city walks road,king walks road city,king walks road city
