Input,Target,Prediction
/ above behind temple people gate / mighty emerge gate city great road back,people emerge above gate behind / back great / mighty city road temple gate,people emerge above gate behind / back great / mighty city road temple gate
back sees god man mountain behind / great above town,great god sees man above mountain behind / back town,great god sees man above mountain behind / back town
strength army command force king,king command army strength force,king command army strength force
sees star example) like deity god truth (or / as /,god / deity sees truth like / as (or example) star,god / deity sees truth like / as (or example) star
/ mat rest house stool man,man rest stool / mat house,man rest stool / mat house
strength sees stability king (djed) force above / power house,king sees strength / force above stability (djed) power house,king sees strength / force above stability (djed) power house
town road adze scribe brick chisel stone sees house above,scribe sees adze chisel above brick stone house town road,scribe sees adze chisel above brick stone house town road
mountain great / behind beautiful road town to back / return man city / good / above retreat,man to return / retreat above road behind / back beautiful / good city / town great mountain,man to return / retreat above road behind / back beautiful / good city / town great mountain
mountain hare hill above viper emerge (to gate road desert desert be) horned,desert hare (to be) horned viper emerge above desert hill mountain road gate,desert hare (to be) horned viper emerge above desert hill mountain road gate
as great listen / hear king authority example) like (or god /,king hear / listen authority like / as (or example) great god,king hear / listen authority like / as (or example) great god
back skins house vessel above sees woman three fox behind /,woman sees three fox skins above vessel behind / back house,woman sees three fox skins above vessel behind / back house
woman / / eat back / behind drink stone / pellet grain speak sweet,woman eat / drink / speak sweet grain / pellet behind / back stone,woman eat / drink / speak sweet grain / pellet behind / back stone
old man stone become behind house back mother / youth sees,mother sees youth become old man behind / back stone house,mother sees youth become old man behind / back stone house
stone / back great / deity temple mighty / hear heart listen god behind /,god / deity hear / listen heart behind / back great / mighty stone temple,god / deity hear / listen heart behind / back great / mighty stone temple
mat do make stool / above (lord to / basket servant / all),servant to do / make basket (lord / all) above stool / mat,servant to do / make basket (lord / all) above stool / mat
scribe book behind city above / sees great back house,scribe sees book above house behind / back great city,scribe sees book above house behind / back great city
bread woman loaf sweet behind of reed / mother youth shelter back house,woman mother youth behind / back reed shelter sweet loaf of bread house,woman mother youth behind / back reed shelter house sweet loaf of bread
speak drink eat / / people bread life,people eat / drink / speak bread life,people eat / drink / speak bread life
woman reed / loaf sweet back behind shelter bread youth mother,woman mother youth behind / back reed shelter sweet loaf bread,woman mother youth behind / back reed shelter sweet loaf bread
west gate soul underground cross,soul cross gate west underground,soul cross gate west underground
lake good sees river / plant above plant lotus woman / beautiful back behind,woman sees lotus plant above lake behind / back beautiful / good plant river,woman sees lotus plant above lake behind / back beautiful / good plant river
power town great / authority seated god king / city,seated god / king authority power great city / town,seated god / king authority power great city / town
grain back / house sweet eat / pellet speak woman / / drink behind,woman eat / drink / speak sweet grain / pellet behind / back house,woman eat / drink / speak sweet grain / pellet behind / back house
back great / mighty bolt / city door behind stone house gate,door bolt stone house gate behind / back great / mighty city,door bolt stone house gate behind / back great / mighty city
back negation sees town book house / stone (no/not) city scribe behind,scribe negation (no/not) sees book behind / back stone house town city,scribe negation (no/not) sees book behind / back stone house town city
house / town (lord above book basket behind back all) scribe sees /,scribe sees book above basket (lord / all) behind / back house town,scribe sees book above basket (lord / all) behind / back house town
listen above good life / heart beautiful hear / deity thing god /,god / deity hear / listen heart above beautiful / good life thing,god / deity hear / listen heart above beautiful / good life thing
make writing do / to scribe scribe behind / / riverbank back,scribe to do / make writing / scribe behind / back riverbank,scribe to do / make writing / scribe behind / back riverbank
road town / behind stone temple marrow house back city become venerated / youth,youth become venerated / marrow behind / back stone temple house road city town,youth become venerated / marrow behind / back stone temple house road city town
peace throne temple god sit,god sit throne temple peace,god sit throne temple peace
basket town goods people move,people move goods basket town,people move goods basket town
desert above hill be) hare man (to slope emerge sees,man sees desert hare (to be) emerge above hill slope,man sees desert hare (to be) emerge above hill slope
/ (or writing papyrus house mat thing / / as stool scribe example) scroll scribe like,scribe writing / scribe papyrus scroll like / as (or example) thing stool / mat house,scribe writing / scribe papyrus scroll like / as (or example) thing stool / mat house
stand king above power authority people,king stand above people power authority,king stand above people power authority
god upon face give / above king deity to life / (ankh),god / deity to give life (ankh) above face / upon king,god / deity to give life (ankh) above face / upon king
sees house above lotus woman lake behind plant / back town,woman sees lotus plant above lake behind / back house town,woman sees lotus plant above lake behind / back house town
peace dwell temple god content,god dwell temple peace content,god dwell temple peace content
three skins sees / vessel fox house behind woman back above,woman sees three fox skins above vessel behind / back house,woman sees three fox skins above vessel behind / back house
servant temple offering jar carry,servant carry jar offering temple,servant carry jar offering temple
life face / youth give above god / deity upon (ankh) to,god / deity to give life (ankh) above face / upon youth,god / deity to give life (ankh) above face / upon youth
/ temple king stone behind back sees above adze chisel,king sees adze chisel above stone behind / back temple,king sees adze chisel above stone behind / back temple
town people city road travel,people travel road town city,people travel road town city
beautiful heart / good sees seated woman man house,seated man sees beautiful / good woman house heart,seated man sees beautiful / good woman house heart
sky (or / example) as soul great like above emerge swallow / big (ba) horizon,soul (ba) emerge above sky like / as (or example) great / big swallow horizon,soul (ba) emerge above sky like / as (or example) great / big swallow horizon
basket all) coil senet / rope board seat (lord of,senet board coil of rope basket (lord / all) seat,senet board coil of rope basket sweet seat
sky / (or / like big swallow as example) soul emerge above (ba) great,soul (ba) emerge above sky like / as (or example) great / big swallow,soul (ba) emerge above sky like / as (or example) great / big swallow
field clump chick beautiful good lake papyrus above river quail / emerge,quail chick emerge above beautiful / good papyrus clump field lake river,quail chick emerge above beautiful / good papyrus clump field lake river
behind / hoe man chisel adze back stone sickle sees,man sees sickle hoe adze chisel behind / back stone,man sees sickle hoe adze chisel behind / back stone
god sees above horizon sky soul emerge great / (ba) deity,god / deity sees soul (ba) emerge above sky great horizon,god / deity sees soul (ba) emerge above sky great horizon
west soul from watch living,soul watch living from west,soul watch living from west
father / venerated / like become marrow example) youth heart as (or,youth become venerated / marrow like / as (or example) father heart,youth become venerated / marrow like / as (or example) father heart
/ scribe papyrus great / writing house mat scribe stone above stool scroll,scribe writing / scribe papyrus scroll above stone stool / mat great house,scribe writing / scribe papyrus scroll above stone stool / mat great house
/ / back king to mountain behind west retreat return hill road,king to return / retreat west mountain road behind / back hill,king to return / retreat west mountain road behind / back hill
sees with scroll temple handle scribe stone above basket papyrus,scribe sees papyrus scroll above basket with handle stone temple,scribe sees papyrus scroll above basket with handle stone temple
speak man heart wisdom old,old man speak wisdom heart,old man speak wisdom heart
mighty / back god listen hear / stone heart deity behind /,god / deity hear / listen heart behind / back mighty stone,god / deity hear / listen heart behind / back mighty stone
mighty feather stone / (truth/maat) / / great behind sees back deity god temple,god / deity sees feather (truth/maat) behind / back great / mighty stone temple,god / deity sees feather (truth/maat) behind / back great / mighty stone temple
hill man above horned desert mountain sees emerge viper city snake road,man sees horned viper snake emerge above desert hill mountain road city,man sees horned viper snake emerge above desert hill mountain road city
work plows (tills) grain pellet do / field man,man do work field plows (tills) grain / pellet,man do work field plows (tills) grain / pellet
king mighty great stone to above / / give offering altar peace temple,king to give offering above peace / altar great / mighty stone temple,king to give offering above peace / altar great / mighty stone temple
youth like example) great become / venerated father / (or marrow as,youth become venerated / marrow like / as (or example) great father,youth become venerated / marrow like / as (or example) great father
hear listen / / god behind good / deity / beautiful heart back,god / deity hear / listen heart behind / back beautiful / good,god / deity hear / listen heart behind / back beautiful / good
listen stone back hear / / mighty behind / god deity heart,god / deity hear / listen heart behind / back mighty stone,god / deity hear / listen heart behind / back mighty stone
drink satisfied man water life,man drink water life satisfied,man drink water life satisfied
behind river above / back woman / lotus good sees riverbank plant lake beautiful,woman sees lotus plant above lake behind / back beautiful / good riverbank river,woman sees lotus plant above lake behind / back beautiful / good riverbank river
example) / / as book like (or papyrus scribe thing scribe scroll writing,scribe writing / scribe papyrus scroll book like / as (or example) thing,scribe writing / scribe papyrus scroll book like / as (or example) thing
above sees city road king mighty adze stone temple / behind back chisel,king sees adze chisel above stone behind / back mighty temple road city,king sees adze chisel above stone behind / back mighty temple road city
hear back listen owl / papyrus road town / behind scribe clump riverbank above,scribe hear / listen owl above papyrus clump behind / back riverbank town road,scribe hear / listen owl above papyrus clump behind / back riverbank town road
father like house plows (or field road example) as / man town (tills),man plows (tills) field like / as (or example) father house town road,man plows (tills) field like / as (or example) father house town road
back hill slope behind above / desert storm fire mountain,storm fire above mountain behind / back desert hill slope,storm fire above mountain behind / back desert hill slope
mountain servant (or (tills) road as man plows / like field example),man plows (tills) field like / as (or example) servant mountain road,man plows (tills) field like / as (or example) servant mountain road
temple behind man / town road back city old become stone youth,youth become old man behind / back stone temple city town road,youth become old man behind / back stone temple city town road
beautiful (or / servant authority example) / man like hear / as listen good,servant hear / listen authority like / as (or example) beautiful / good man,servant hear / listen authority like / as (or example) beautiful / good man
house papyrus stone scribe to above scroll town / do make scribe writing /,scribe to do / make writing / scribe above papyrus scroll stone house town,scribe to do / make writing / scribe above papyrus scroll stone house town
with above handle three sees fox house basket skins scribe,scribe sees three fox skins above basket with handle house,scribe sees three fox skins above basket with handle house
lord offering woman basket every carry,woman carry basket lord every offering,woman carry basket lord every offering
boat tie man river rope,man tie rope boat river,man tie rope boat river
good / / above / thing life face god sees upon beautiful truth heart deity,god / deity sees truth above face / upon beautiful / good heart life thing,god / deity sees truth above face / upon beautiful / good heart life thing
stone above great road back emerge people behind / / temple mighty,people emerge above road behind / back great / mighty stone temple,people emerge above road behind / back great / mighty stone temple
town behind city back sees / (no/not) house scribe book stone negation,scribe negation (no/not) sees book behind / back stone house town city,scribe negation (no/not) sees book behind / back stone house town city
town back door house scribe bolt behind stone gate / sees,scribe sees door bolt behind / back stone house town gate,scribe sees door bolt behind / back stone house town gate
mother house begets youth shelter birth above / gives reed,mother gives birth / begets youth above reed shelter house,mother gives birth / begets youth above reed shelter house
temple become / great scribe youth big behind sees father,father sees youth become great / big scribe behind temple,father sees youth become great / big scribe behind temple
god city back great throne king king gate mighty / / above / seated behind,king seated god / king above throne behind / back great / mighty gate city,king seated god / king above throne behind / back great / mighty gate city
field back plows / man (tills) riverbank behind beautiful good /,man plows (tills) field behind / back beautiful / good riverbank,man plows (tills) field behind / back beautiful / good riverbank
gate above great city town / / mighty / people emerge behind road back,people emerge above gate behind / back great / mighty city / town road,people emerge above road behind / back great / mighty gate city / town
man great house / city back behind riverbank above sees,man sees great riverbank above house behind / back city,man sees great riverbank above house behind / back city
book scribe house negation city behind sees / back (no/not) stone town,scribe negation (no/not) sees book behind / back stone house town city,scribe negation (no/not) sees book behind / back stone house town city
offering give to / above mighty great temple / king altar peace,king to give offering above peace / altar great / mighty temple,king to give offering above peace / altar great / mighty temple
walk road journey father foot,father walk foot road journey,father walk foot road journey
(to back hare behind be) road emerge hill sees man mountain desert desert /,man sees desert hare (to be) emerge behind / back desert hill road mountain,man sees desert hare (to be) emerge behind / back desert hill road mountain
protect house life god family,god protect house family life,god protect house family life
/ strength house stability king sees force power above (djed),king sees strength / force above stability (djed) power house,king sees strength / force above stability (djed) power house
door bolt mighty / behind city / gate house stone great back,door bolt stone house gate behind / back great / mighty city,door bolt stone house gate behind / back great / mighty city
star sky emerge god (ba) / horizon above deity soul sees,god / deity sees soul (ba) emerge above sky horizon star,god / deity sees soul (ba) emerge above sky horizon star
return road man hill behind / west mountain retreat to,man to return / retreat west mountain road behind hill,man to return / retreat west mountain road behind hill
authority like / hear all / as servant example) (or lord listen /,servant hear / listen authority like / as (or example) lord / all,servant hear / listen authority like / as (or example) lord / all
feather god love (truth/maat) heart maat,god love maat feather (truth/maat) heart,god love maat feather (truth/maat) heart
/ / heart city deity god satisfy people above peace gate give town to,god / deity to give peace / satisfy heart above people city town gate,god / deity to give peace / satisfy heart above people city town gate
skins handle with house basket sees woman fox three above,woman sees three fox skins above basket with handle house,woman sees three fox skins above basket with handle house
behind hill storm above / desert road fire back mountain,storm fire above mountain behind / back desert hill road,storm fire above mountain behind / back desert hill road
offering altar above make do milk jar / jar servant to,servant to do / make offering jar milk jar above altar,servant to do / make offering jar milk jar above altar
become house mother marrow / behind back youth / sees venerated,mother sees youth become venerated / marrow behind / back house,mother sees youth become venerated / marrow behind / back house
sees sickle man grain sweet field hoe above pellet /,man sees sickle hoe above sweet grain / pellet field,man sees sickle hoe above sweet grain / pellet field
servant (or man example) hear / authority / as listen like,servant hear / listen authority like / as (or example) man,servant hear / listen authority like / as (or example) man
strength great force power strong god /,god power strength / force strong great,god power strength / force strong great
house gate reed shelter begets above youth gives / mother birth,mother gives birth / begets youth above reed shelter house gate,mother gives birth / begets youth above reed shelter house gate
life give above (ankh) to king city town (no/not) negation,king negation (no/not) to give life (ankh) above city town,king negation (no/not) to give life (ankh) above city town
good youth birth mother begets shelter reed back gives / beautiful / behind /,mother gives birth / begets youth behind / back beautiful / good reed shelter,mother gives birth / begets youth behind / back beautiful / good reed shelter
example) venerated become (or god marrow / youth sees mother / as like,mother sees youth become venerated / marrow like / as (or example) god,mother sees youth become venerated / marrow like / as (or example) god
desert / behind hill back slope mountain fire storm above,storm fire above mountain behind / back desert hill slope,storm fire above mountain behind / back desert hill slope
skins sees house behind fox above back / scribe vessel three,scribe sees three fox skins above vessel behind / back house,scribe sees three fox skins above vessel behind / back house
do writing make / scribe beautiful riverbank scribe behind / back / to,scribe to do / make writing / scribe behind / back beautiful riverbank,scribe to do / make writing / scribe behind / back beautiful riverbank
above mighty people / emerge behind temple back great stone road /,people emerge above road behind / back great / mighty stone temple,people emerge above road behind / back great / mighty stone temple
above great / man sees heart behind back god city,god sees heart above man behind / back great city,god sees heart above man behind / back great city
sees star deity west above / horizon sky god,god / deity sees sky star above horizon west,god / deity sees sky star above horizon west
upon above scribe hear / listen / authority face king road temple,scribe hear / listen authority above face / upon king temple road,scribe hear / listen authority above face / upon king temple road
/ beautiful (satisfied) heart behind content back / father life / good sees peace,father sees heart peace / content (satisfied) behind / back beautiful / good life,father sees heart peace / content (satisfied) behind / back beautiful / good life
lotus behind good above / back river plant woman / plant lake beautiful sees,woman sees lotus plant above lake behind / back beautiful / good plant river,woman sees lotus plant above lake behind / back beautiful / good plant river
papyrus quail lake chick / sees scribe clump beautiful field good above emerge,scribe sees quail chick emerge above beautiful / good papyrus clump field lake,scribe sees quail chick emerge above beautiful / good papyrus clump field lake
/ great example) like / (or authority hear king listen as god,king hear / listen authority like / as (or example) great god,king hear / listen authority like / as (or example) great god
life return underground soul west after,soul return west underground after life,soul return west underground after life
scribe town behind above / / scribe make scroll back / papyrus writing to city do stone house /,scribe to do / make writing / scribe above papyrus scroll behind / back stone house city / town,scribe to do / make writing / scribe above papyrus scroll behind / back stone house city / town
gate city king mighty seated throne god back king / / great behind above /,king seated god / king above throne behind / back great / mighty gate city,king seated god / king above throne behind / back great / mighty gate city
behind road return king back / retreat west mountain to hill /,king to return / retreat west mountain road behind / back hill,king to return / retreat west mountain road behind / back hill
scribe back bolt behind house sees town door / stone,scribe sees door bolt behind / back stone house town,scribe sees door bolt behind / back stone house town
milk / bread drink eat jar / servant sweet loaf thing of speak,servant eat / drink / speak loaf of bread milk jar sweet thing,servant eat / drink / speak loaf of bread milk jar sweet thing
sees / as / beautiful good like example) star (or mother youth,mother sees youth like / as (or example) beautiful / good star,mother sees youth like / as (or example) beautiful / good star
be) hill (to back desert / desert hare mountain behind man slope sees,man sees desert hare (to be) behind / back desert hill slope mountain,man sees desert hare (to be) behind / back desert hill slope mountain
/ big house scribe / scribe great scroll stone above writing mat papyrus stool /,scribe writing / scribe papyrus scroll above stone stool / mat great / big house,scribe writing / scribe papyrus scroll above stone stool / mat great / big house
man behind god / city great above heart back sees,god sees heart above man behind / back great city,god sees heart above man behind / back great city
scribe / make / scribe back do behind to writing / riverbank,scribe to do / make writing / scribe behind / back riverbank,scribe to do / make writing / scribe behind / back riverbank
above listen negation scribe house (no/not) authority king hear /,scribe negation (no/not) hear / listen authority above king house,scribe negation (no/not) hear / listen authority above king house
house above three stone sees skins back / behind fox scribe vessel,scribe sees three fox skins above vessel behind / back stone house,scribe sees three fox skins above vessel behind / back stone house
reed birth begets town above shelter gives mother house youth /,mother gives birth / begets youth above reed shelter house town,mother gives birth / begets youth above reed shelter house town
behind house / shelter back woman mother bread sweet reed youth,woman mother youth behind / back reed shelter house sweet bread,woman mother youth behind / back reed shelter house sweet bread
god emerge sky soul (ba) / horizon sees great above deity,god / deity sees soul (ba) emerge above sky horizon great,god / deity sees soul (ba) emerge above sky horizon great
book scroll / above mat / scribe writing papyrus scribe stool,scribe writing / scribe papyrus scroll book above stool / mat,scribe writing / scribe papyrus scroll book above stool / mat
house behind chisel stone adze sees / scribe back brick town,scribe sees adze chisel behind / back brick stone house town,scribe sees adze chisel behind / back brick stone house town
temple carry servant offering jar,servant carry jar offering temple,servant carry jar offering temple
heart truth / / sees thing / behind life back deity beautiful good god,god / deity sees truth behind / back beautiful / good heart life thing,god / deity sees truth behind / back beautiful / good heart life thing
gate god opens he temple / king,he / king opens gate temple god,he / king opens gate temple god
/ / example) beautiful man like hear servant as (or / good authority listen,servant hear / listen authority like / as (or example) beautiful / good man,servant hear / listen authority like / as (or example) beautiful / good man
road retreat return town behind to / mountain man hill west desert / back,man to return / retreat west mountain road behind / back desert hill town,man to return / retreat west mountain road behind / back desert hill town
deity horizon soul / sees / great mighty sky (ba) emerge god above,god / deity sees soul (ba) emerge above sky great / mighty horizon,god / deity sees soul (ba) emerge above sky horizon star great / mighty
mountain hill behind above / people storm back fire sees,people sees storm fire above mountain behind / back hill,people sees storm fire above mountain behind / back hill
stone above temple basket scribe papyrus handle scroll sees with,scribe sees papyrus scroll above basket with handle stone temple,scribe sees papyrus scroll above basket with handle stone temple
woman wash ripple water vessel,woman wash vessel water ripple,woman wash vessel water ripple
protect fear snake mother child,mother protect child fear snake,mother protect child fear snake
king make to do peace heart / above people / satisfy,king to do / make peace / satisfy heart above people,king to do / make peace / satisfy heart above people
chick plant lake (great) quail sees back behind above lotus / swallow river youth,youth sees quail chick swallow (great) above lotus plant behind / back river lake,youth sees quail chick swallow (great) above lotus plant behind / back river lake
praise people offering god temple,people praise god temple offering,people praise god temple offering
wall shape stone build man chisel,man shape stone chisel build wall,man shape stone chisel build wall
quietly man sky old watch,old man watch sky quietly,old man watch sky quietly
milk / servant bread jar sweet drink loaf / eat speak,servant eat / drink / speak milk jar sweet loaf bread,servant eat / drink / speak milk jar sweet loaf bread
chick beautiful good river papyrus emerge above / lake clump quail field,quail chick emerge above beautiful / good papyrus clump field lake river,quail chick emerge above beautiful / good papyrus clump field lake river
riverbank life plows grain pellet field / (repeated),riverbank field plows (repeated) grain / pellet life,riverbank field plows (repeated) grain / pellet life
/ peace satisfy make above people do / king good beautiful / to heart,king to do / make peace / satisfy heart above beautiful / good people,king to do / make peace / satisfy heart above beautiful / good people
milk do / stone jar make jar altar above to servant offering,servant to do / make offering jar milk jar above stone altar,servant to do / make offering jar milk jar above stone altar
(tills) riverbank / / river field good beautiful plows behind man back,man plows (tills) field behind / back beautiful / good riverbank river,man plows (tills) field behind / back beautiful / good riverbank river
tool chisel carve wood man,man carve wood tool chisel,man carve wood tool chisel
sees face stool / mat fox upon scribe above skins / three,scribe sees three fox skins above face / upon stool / mat,scribe sees three fox skins above face / upon stool / mat
lake beautiful behind / plant above woman good / sees plant lotus back,woman sees lotus plant above lake behind / back beautiful / good plant,woman sees lotus plant above lake behind / back beautiful / good plant
river / / good sees star mountain god behind back beautiful,god sees beautiful / good star behind / back mountain river,god sees beautiful / good star behind / back mountain river
shelter / mother / youth back begets reed house birth behind gives,mother gives birth / begets youth behind / back reed shelter house,mother gives birth / begets youth behind / back reed shelter house
woman rack grain jars store,woman store grain jars rack,woman store grain jars rack
writing beautiful behind back / riverbank good make / scribe scribe do to road / /,scribe to do / make writing / scribe behind / back beautiful / good riverbank road,scribe to do / make writing / scribe behind / back beautiful / good riverbank road
swallow (ba) / above sky (or like soul big as emerge great / example),soul (ba) emerge above sky like / as (or example) great / big swallow,soul (ba) emerge above sky like / as (or example) great / big swallow
bread mother loaf prepare food,mother prepare food loaf bread,mother prepare food loaf bread
child heart mother sweet love life,mother love child heart sweet life,mother love child heart sweet life
great lord example) as / (or thing every mighty like authority / listen people hear / /,people hear / listen authority like / as (or example) great / mighty lord / every thing,people hear / listen authority like / as (or example) great / mighty lord / every thing
road scribe / riverbank do make good writing / scribe behind / / beautiful back to,scribe to do / make writing / scribe behind / back beautiful / good riverbank road,scribe to do / make writing / scribe behind / back beautiful / good riverbank road
god bring life from horizon emerge,god emerge from horizon bring life,god emerge from horizon bring life
snake horned be) desert (to road mountain hare viper above hill,desert hare (to be) horned viper snake above hill mountain road,desert hare (to be) horned viper snake above hill mountain road
road / senet house board scribe stool above mat sees town,scribe sees senet board above stool / mat house town road,scribe sees senet board above stool / mat house town road
god throne road gate above / back seated behind city town king / king,king seated god / king above throne behind / back gate city town road,king seated god / king above throne behind / back gate city town road
all city / hear / lord as authority example) / (or listen like scribe,scribe hear / listen authority like / as (or example) lord / all city,scribe hear / listen authority like / as (or example) lord / all city
desert horned above (to be) slope mountain viper hill hare snake,desert hare (to be) horned viper snake above hill slope mountain,desert hare (to be) horned viper snake above hill slope mountain
bread woman offering jar prepare,woman prepare offering bread jar,woman prepare offering bread jar
city heart above do good people make peace to / / beautiful / satisfy king,king to do / make peace / satisfy heart above beautiful / good people city,king to do / make peace / satisfy heart above beautiful / good people city
basket with above sees back handle / scribe papyrus stone temple behind scroll,scribe sees papyrus scroll above basket with handle behind / back stone temple,scribe sees papyrus scroll above basket with handle behind / back stone temple
youth / mother venerated become as / sees like example) god (or marrow,mother sees youth become venerated / marrow like / as (or example) god,mother sees youth become venerated / marrow like / as (or example) god
god birth example) (or begets as like / gives mother / youth,mother gives birth / begets youth like / as (or example) god,mother gives birth / begets youth like / as (or example) god
/ heart / temple behind back great hear / stone deity listen god mighty /,god / deity hear / listen heart behind / back great / mighty stone temple,god / deity hear / listen heart behind / back great / mighty stone temple
basket behind / sees scribe / all) town house above (lord back book city,scribe sees book above basket (lord / all) behind / back house city town,scribe sees book above basket (lord / all) behind / back house city town
book scribe man open read writing,man open book read writing scribe,man open book read writing scribe
basket / (lord make / above do all) servant stool to,servant to do / make basket (lord / all) above stool,servant to do / make basket (lord / all) above stool
youth woman child life sweet seated love,seated woman love child youth life sweet,seated woman love child youth life sweet
lotus woman plant plant sees above behind back / lake,woman sees lotus plant above lake behind / back plant,woman sees lotus plant above lake behind / back plant
foot house woman walk road,woman walk house foot road,woman walk house foot road
west star god / sees deity horizon above sky,god / deity sees sky star above horizon west,god / deity sees sky star above horizon west
brick sees man adze chisel house stone sickle hoe above,man sees sickle hoe adze chisel above brick stone house,man sees sickle hoe adze chisel above stone brick house
/ upon to life (ankh) give youth deity above / face god,god / deity to give life (ankh) above face / upon youth,god / deity to give life (ankh) above face / upon youth
life milk child carry woman jar,woman carry milk jar child life,woman carry milk jar child life
people gather joy temple festival,people gather festival temple joy,people gather festival temple joy
sees great man cobra with above basket great handle,man sees great cobra above great basket with handle,man sees great cobra above great basket with handle
swallow sees behind back clump papyrus river lake field above / owl scribe,scribe sees owl swallow above papyrus clump behind / back river lake field,scribe sees owl swallow above papyrus clump behind / back river lake field
bolt door man house close,man close door bolt house,man close door bolt house
loaf youth / woman mother bread sweet behind shelter house reed back,woman mother youth behind / back reed shelter house sweet loaf bread,woman mother youth behind / back reed shelter house sweet loaf bread
throne rule land king stand,king stand throne rule land,king stand throne rule land
sees / man / back backbone above belly / mountain rib side animal big great behind,man sees backbone side / rib above animal belly behind / back great / big mountain,man sees backbone side / rib above animal belly behind / back great / big mountain
/ house back behind scribe book sees stone negation (no/not),scribe negation (no/not) sees book behind / back stone house,scribe negation (no/not) sees book behind / back stone house
work people house after return,people return house after work,people return house after work
altar servant above / do / make temple offering to peace,servant to do / make offering above peace / altar temple,servant to do / make offering above peace / altar temple
(ankh) altar give behind king to life / beautiful back,king to give life (ankh) behind / back beautiful altar,king to give life (ankh) behind / back beautiful altar
lotus flower altar woman place,woman place flower lotus altar,woman place flower lotus altar
man god hear listen old power fear heart /,old man hear / listen heart fear god power,old man hear / listen heart fear god power
fox face mat stool sees upon three scribe / above / skins,scribe sees three fox skins above face / upon stool / mat,scribe sees three fox skins above face / upon stool / mat
seated life love sweet child woman youth,seated woman love child youth life sweet,seated woman love child youth life sweet
people journey follow road leader,people follow leader road journey,people follow leader road journey
plows king tills field inspect,king inspect field plows tills,king inspect field plows tills
man youth stone / old temple become behind great big back /,youth become old man behind / back great / big stone temple,youth become old man behind / back great / big stone temple
city venerated marrow / youth become / stone temple road back behind,youth become venerated / marrow behind / back stone temple city road,youth become venerated / marrow behind / back stone temple city road
example) emerge / soul (or (ba) sky star as like horizon above,soul (ba) emerge above horizon like / as (or example) star sky,soul (ba) emerge above horizon like / as (or example) star sky
book house (lord / basket back above scribe town behind sees all) / stone,scribe sees book above basket (lord / all) behind / back stone house town,scribe sees book above basket (lord / all) behind / back stone house town
/ / back stone behind speak / drink woman sweet pellet / grain eat,woman eat / drink / speak sweet grain / pellet behind / back stone,woman eat / drink / speak sweet grain / pellet behind / back stone
lotus woman behind sees plant back lake above beautiful / river,woman sees lotus plant above lake behind / back beautiful river,woman sees lotus plant above lake behind / back beautiful river
fear storm god send fire,god send storm fire fear,god send storm fire fear
/ city stone bolt above gate people town road door road,people gate door bolt city / town above stone road road,people gate door bolt city / town above stone road road
great above opens town west god river city gate,great god opens gate city town above river west,great god opens gate city town above river west
satisfy good beautiful / peace above city / do / people to make king heart,king to do / make peace / satisfy heart above beautiful / good people city,king to do / make peace / satisfy heart above beautiful / good people city
shelter birth mat above gives reed youth mother / / stool begets,mother gives birth / begets youth above stool / mat reed shelter,mother gives birth / begets youth above stool / mat reed shelter
offering king god give peace back / / to altar above behind,king to give offering above peace / altar behind / back god,king to give offering above peace / altar behind / back god
star (ba) sky soul fly night,soul (ba) fly sky star night,soul (ba) fly sky star night
sky / deity horizon star above sees soul (ba) god emerge,god / deity sees soul (ba) emerge above sky horizon star,god / deity sees soul (ba) emerge above sky horizon star
man mountain desert road hill walk,man walk road desert hill mountain,man walk road desert hill mountain
gate town authority beautiful behind every thing / / hear listen city back good / lord / people /,people hear / listen authority behind / back gate beautiful / good city / town lord / every thing,people hear / listen authority behind / back gate beautiful / good city / town lord / every thing
loaf / house / speak ka milk (spirit) eat bread of sweet drink,ka (spirit) eat / drink / speak loaf of bread milk sweet house,ka (spirit) eat / drink / speak loaf of bread milk sweet house
bolt town / house big behind gate city back great / people door /,people gate door bolt city / town behind / back great / big house,people gate door bolt city / town behind / back great / big house
behind road / retreat / great return mighty back to king above / mountain,king to return / retreat behind / back mountain above great / mighty road,king to return / retreat behind / back mountain above great / mighty road
board / coil house senet basket / of seat throne rope above all) (lord,senet board coil of rope basket (lord / all) above seat / throne house,senet board coil of rope basket (lord / all) above seat / throne house
to make jar do / / back offering jar behind servant milk,servant to do / make offering jar milk jar behind / back,servant to do / make offering jar milk jar behind / back
(ankh) scribe heart beautiful thing listen / life above good / hear,scribe hear / listen heart above beautiful / good life (ankh) thing,scribe hear / listen heart above beautiful / good life (ankh) thing
back reed behind shelter house / birth / youth begets gives mother,mother gives birth / begets youth behind / back reed shelter house,mother gives birth / begets youth behind / back reed shelter house
/ behind god back truth sees / deity face upon man /,god / deity sees truth behind / back face / upon man,god / deity sees truth behind / back face / upon man
book sees city great / house behind above scribe back,scribe sees book above house behind / back great city,scribe sees book above house behind / back great city
house behind handle above man back / cobra with basket stone sees,man sees cobra above basket with handle behind / back stone house,man sees cobra above basket with handle behind / back stone house
deity / peace heart satisfy god / above (ba) face soul thing life upon,heart peace / satisfy soul (ba) above face / upon god deity life thing,heart peace / satisfy soul (ba) above face / upon god deity life thing
star horizon / youth good / sees (or example) beautiful mother like as,mother sees youth like / as (or example) beautiful / good star horizon,mother sees youth like / as (or example) beautiful / good star horizon
